hour,pv,wind
1360,0.257,0.014
1361,0.394,0.016
1362,0.418,0.054
1363,0.292,0.071
1364,0.314,0.079
1365,0.565,0.091
1366,0.541,0.124
1367,0.45,0.175
1368,0.285,0.176
1369,0.086,0.184
1370,0.0,0.192
1371,0.0,0.144
1372,0.0,0.144
1373,0.0,0.104
1374,0.0,0.086
1375,0.0,0.099
1376,0.0,0.12
1377,0.0,0.133
1378,0.0,0.109
1379,0.0,0.077
1380,0.0,0.062
1381,0.0,0.049
1382,0.0,0.05
1383,0.002,0.057
1384,0.092,0.065
1385,0.348,0.103
1386,0.597,0.122
1387,0.621,0.16
1388,0.497,0.211
1389,0.331,0.249
1390,0.234,0.265
1391,0.236,0.264
1392,0.148,0.261
1393,0.059,0.203
1394,0.0,0.166
1395,0.0,0.168
1396,0.0,0.181
1397,0.0,0.186
1398,0.0,0.172
1399,0.0,0.176
1400,0.0,0.164
1401,0.0,0.133
1402,0.0,0.111
1403,0.0,0.126
1404,0.0,0.142
1405,0.0,0.155
1406,0.0,0.164
1407,0.0,0.112
1408,0.047,0.071
1409,0.173,0.107
1410,0.507,0.138
1411,0.741,0.169
1412,0.796,0.179
1413,0.788,0.278
1414,0.72,0.453
1415,0.536,0.538
1416,0.336,0.512
1417,0.121,0.376
1418,0.001,0.29
1419,0.0,0.213
1420,0.0,0.13
1421,0.0,0.125
1422,0.0,0.128
1423,0.0,0.125
1424,0.0,0.083
1425,0.0,0.085
1426,0.0,0.131
1427,0.0,0.145
1428,0.0,0.131
1429,0.0,0.094
1430,0.0,0.067
1431,0.0,0.034
1432,0.067,0.006
1433,0.215,0.005
1434,0.461,0.026
1435,0.536,0.071
1436,0.551,0.131
1437,0.528,0.119
1438,0.524,0.153
1439,0.339,0.246
1440,0.15,0.289
1441,0.07,0.219
1442,0.0,0.16
1443,0.0,0.093
1444,0.0,0.068
1445,0.0,0.058
1446,0.0,0.133
1447,0.0,0.234
1448,0.0,0.296
1449,0.0,0.287
1450,0.0,0.184
1451,0.0,0.159
1452,0.0,0.227
1453,0.0,0.358
1454,0.0,0.461
1455,0.002,0.526
1456,0.081,0.676
1457,0.118,0.788
1458,0.297,0.613
1459,0.528,0.565
1460,0.565,0.636
1461,0.387,0.644
1462,0.369,0.686
1463,0.282,0.697
1464,0.193,0.63
1465,0.06,0.454
1466,0.002,0.433
1467,0.0,0.388
1468,0.0,0.341
1469,0.0,0.31
1470,0.0,0.259
1471,0.0,0.194
1472,0.0,0.141
1473,0.0,0.123
1474,0.0,0.127
1475,0.0,0.113
1476,0.0,0.105
1477,0.0,0.1
1478,0.0,0.114
1479,0.0,0.135
1480,0.053,0.163
1481,0.121,0.188
1482,0.226,0.172
1483,0.323,0.175
1484,0.669,0.225
1485,0.685,0.316
1486,0.613,0.424
1487,0.369,0.488
1488,0.27,0.504
1489,0.073,0.436
1490,0.0,0.315
1491,0.0,0.26
1492,0.0,0.257
1493,0.0,0.259
1494,0.0,0.243
1495,0.0,0.201
1496,0.0,0.225
1497,0.0,0.225
1498,0.0,0.211
1499,0.0,0.225
1500,0.0,0.249
1501,0.0,0.241
1502,0.0,0.22
1503,0.0,0.206
1504,0.054,0.196
1505,0.178,0.194
1506,0.36,0.145
1507,0.569,0.07
1508,0.734,0.025
1509,0.793,0.012
1510,0.76,0.004
1511,0.641,0.001
1512,0.459,0.047
1513,0.219,0.112
1514,0.009,0.093
1515,0.0,0.099
1516,0.0,0.071
1517,0.0,0.034
1518,0.0,0.015
1519,0.0,0.01
1520,0.0,0.006
1521,0.0,0.016
1522,0.0,0.052
1523,0.0,0.068
1524,0.0,0.062
1525,0.0,0.04
1526,0.0,0.015
1527,0.013,0.008
1528,0.158,0.007
1529,0.375,0.02
1530,0.526,0.067
1531,0.523,0.207
1532,0.384,0.388
1533,0.39,0.5
1534,0.403,0.468
1535,0.512,0.41
1536,0.365,0.485
1537,0.129,0.413
1538,0.001,0.305
1539,0.0,0.235
1540,0.0,0.197
1541,0.0,0.215
1542,0.0,0.395
1543,0.0,0.792
1544,0.0,0.666
1545,0.0,0.634
1546,0.0,0.761
1547,0.0,0.874
1548,0.0,0.874
1549,0.0,0.815
1550,0.0,0.613
1551,0.002,0.368
1552,0.128,0.293
1553,0.232,0.417
1554,0.522,0.624
1555,0.689,0.682
1556,0.615,0.714
1557,0.478,0.733
1558,0.36,0.748
1559,0.334,0.762
1560,0.212,0.73
1561,0.076,0.583
1562,0.0,0.413
1563,0.0,0.312
1564,0.0,0.214
1565,0.0,0.15
1566,0.0,0.133
1567,0.0,0.137
1568,0.0,0.114
1569,0.0,0.089
1570,0.0,0.088
1571,0.0,0.085
1572,0.0,0.083
1573,0.0,0.073
1574,0.0,0.062
1575,0.019,0.044
1576,0.163,0.017
1577,0.479,0.008
1578,0.701,0.007
1579,0.801,0.035
1580,0.843,0.088
1581,0.834,0.119
1582,0.769,0.148
1583,0.638,0.22
1584,0.443,0.306
1585,0.197,0.352
1586,0.007,0.297
1587,0.0,0.291
1588,0.0,0.266
1589,0.0,0.233
1590,0.0,0.233
1591,0.0,0.264
1592,0.0,0.282
1593,0.0,0.31
1594,0.0,0.384
1595,0.0,0.403
1596,0.0,0.451
1597,0.0,0.505
1598,0.0,0.574
1599,0.0,0.638
1600,0.087,0.725
1601,0.343,0.724
1602,0.596,0.704
1603,0.731,0.701
1604,0.793,0.675
1605,0.794,0.695
1606,0.728,0.755
1607,0.599,0.788
1608,0.427,0.757
1609,0.222,0.705
1610,0.019,0.621
1611,0.0,0.539
1612,0.0,0.455
1613,0.0,0.364
1614,0.0,0.341
1615,0.0,0.354
1616,0.0,0.322
1617,0.0,0.234
1618,0.0,0.175
1619,0.0,0.155
1620,0.0,0.144
1621,0.0,0.115
1622,0.0,0.086
1623,0.043,0.067
1624,0.235,0.068
1625,0.495,0.093
1626,0.714,0.073
1627,0.814,0.061
1628,0.86,0.064
1629,0.85,0.079
1630,0.782,0.12
1631,0.649,0.171
1632,0.384,0.2
1633,0.106,0.186
1634,0.004,0.167
1635,0.0,0.17
1636,0.0,0.158
1637,0.0,0.145
1638,0.0,0.136
1639,0.0,0.119
1640,0.0,0.09
1641,0.0,0.062
1642,0.0,0.046
1643,0.0,0.029
1644,0.0,0.027
1645,0.0,0.025
1646,0.0,0.018
1647,0.0,0.015
1648,0.056,0.015
1649,0.226,0.017
1650,0.391,0.018
1651,0.479,0.008
1652,0.541,0.003
1653,0.592,0.004
1654,0.568,0.008
1655,0.504,0.014
1656,0.38,0.023
1657,0.211,0.038
1658,0.023,0.067
1659,0.0,0.084
1660,0.0,0.095
1661,0.0,0.097
1662,0.0,0.081
1663,0.0,0.07
1664,0.0,0.073
1665,0.0,0.068
1666,0.0,0.053
1667,0.0,0.049
1668,0.0,0.05
1669,0.0,0.075
1670,0.0,0.125
1671,0.023,0.191
1672,0.216,0.177
1673,0.437,0.407
1674,0.637,0.615
1675,0.739,0.637
1676,0.769,0.633
1677,0.722,0.586
1678,0.627,0.542
1679,0.479,0.484
1680,0.251,0.419
1681,0.098,0.384
1682,0.006,0.416
1683,0.0,0.439
1684,0.0,0.337
1685,0.0,0.226
1686,0.0,0.147
1687,0.0,0.103
1688,0.0,0.111
1689,0.0,0.147
1690,0.0,0.202
1691,0.0,0.264
1692,0.0,0.3
1693,0.0,0.273
1694,0.0,0.2
1695,0.029,0.125
1696,0.23,0.068
1697,0.529,0.099
1698,0.693,0.127
1699,0.798,0.179
1700,0.848,0.274
1701,0.844,0.447
1702,0.786,0.629
1703,0.67,0.75
1704,0.494,0.842
1705,0.257,0.867
1706,0.027,0.851
1707,0.0,0.866
1708,0.0,0.906
1709,0.0,0.928
1710,0.0,0.914
1711,0.0,0.863
1712,0.0,0.881
1713,0.0,0.902
1714,0.0,0.91
1715,0.0,0.913
1716,0.0,0.888
1717,0.0,0.836
1718,0.0,0.763
1719,0.033,0.634
1720,0.315,0.512
1721,0.572,0.351
1722,0.739,0.213
1723,0.843,0.168
1724,0.888,0.148
1725,0.88,0.155
1726,0.817,0.188
1727,0.697,0.225
1728,0.515,0.229
1729,0.276,0.2
1730,0.036,0.15
1731,0.0,0.128
1732,0.0,0.105
1733,0.0,0.093
1734,0.0,0.11
1735,0.0,0.174
1736,0.0,0.234
1737,0.0,0.305
1738,0.0,0.328
1739,0.0,0.341
1740,0.0,0.407
1741,0.0,0.434
1742,0.0,0.47
1743,0.077,0.514
1744,0.339,0.475
1745,0.569,0.748
1746,0.734,0.722
1747,0.836,0.676
1748,0.88,0.63
1749,0.872,0.56
1750,0.809,0.468
1751,0.69,0.351
1752,0.511,0.252
1753,0.273,0.173
1754,0.036,0.158
1755,0.0,0.153
1756,0.0,0.141
1757,0.0,0.13
1758,0.0,0.118
1759,0.0,0.105
1760,0.0,0.106
1761,0.0,0.121
1762,0.0,0.117
1763,0.0,0.101
1764,0.0,0.113
1765,0.0,0.167
1766,0.0,0.274
1767,0.074,0.391
1768,0.327,0.371
1769,0.55,0.523
1770,0.713,0.674
1771,0.814,0.637
1772,0.859,0.557
1773,0.852,0.466
1774,0.792,0.398
1775,0.675,0.341
1776,0.499,0.296
1777,0.268,0.203
1778,0.036,0.131
1779,0.0,0.096
1780,0.0,0.068
1781,0.0,0.051
1782,0.0,0.052
1783,0.0,0.063
1784,0.0,0.08
1785,0.0,0.101
1786,0.0,0.115
1787,0.0,0.18
1788,0.0,0.261
1789,0.0,0.309
1790,0.0,0.364
1791,0.077,0.407
1792,0.327,0.398
1793,0.546,0.446
1794,0.704,0.646
1795,0.802,0.674
1796,0.844,0.64
1797,0.833,0.571
1798,0.77,0.474
1799,0.653,0.348
1800,0.479,0.234
1801,0.252,0.126
1802,0.032,0.058
1803,0.0,0.03
1804,0.0,0.024
1805,0.0,0.022
1806,0.0,0.017
1807,0.0,0.014
1808,0.0,0.015
1809,0.0,0.024
1810,0.0,0.038
1811,0.0,0.058
1812,0.0,0.083
1813,0.0,0.117
1814,0.0,0.163
1815,0.069,0.214
1816,0.305,0.21
1817,0.523,0.2
1818,0.678,0.459
1819,0.781,0.386
1820,0.822,0.27
1821,0.813,0.164
1822,0.754,0.086
1823,0.642,0.04
1824,0.475,0.018
1825,0.256,0.014
1826,0.037,0.016
1827,0.0,0.026
1828,0.0,0.039
1829,0.0,0.051
1830,0.0,0.06
1831,0.0,0.073
1832,0.0,0.101
1833,0.0,0.124
1834,0.0,0.134
1835,0.0,0.137
1836,0.0,0.15
1837,0.0,0.167
1838,0.0,0.182
1839,0.072,0.2
1840,0.303,0.176
1841,0.516,0.144
1842,0.667,0.196
1843,0.767,0.172
1844,0.809,0.12
1845,0.801,0.078
1846,0.741,0.054
1847,0.63,0.055
1848,0.465,0.061
1849,0.243,0.07
1850,0.033,0.092
1851,0.0,0.102
1852,0.0,0.077
1853,0.0,0.034
1854,0.0,0.008
1855,0.0,0.003
1856,0.0,0.001
1857,0.0,0.002
1858,0.0,0.003
1859,0.0,0.004
1860,0.0,0.004
1861,0.0,0.016
1862,0.0,0.053
1863,0.033,0.103
1864,0.107,0.108
1865,0.161,0.088
1866,0.278,0.104
1867,0.417,0.209
1868,0.511,0.368
1869,0.661,0.494
1870,0.708,0.568
1871,0.62,0.611
1872,0.458,0.64
1873,0.24,0.586
1874,0.034,0.481
1875,0.0,0.429
1876,0.0,0.368
1877,0.0,0.283
1878,0.0,0.221
1879,0.0,0.147
1880,0.0,0.07
1881,0.0,0.031
1882,0.0,0.039
1883,0.0,0.054
1884,0.0,0.064
1885,0.0,0.064
1886,0.0,0.059
1887,0.017,0.051
1888,0.103,0.027
1889,0.228,0.023
1890,0.348,0.028
1891,0.422,0.035
1892,0.396,0.051
1893,0.333,0.083
1894,0.294,0.132
1895,0.201,0.175
1896,0.099,0.186
1897,0.037,0.155
1898,0.0,0.106
1899,0.0,0.105
1900,0.0,0.086
1901,0.0,0.089
1902,0.0,0.119
1903,0.0,0.131
1904,0.0,0.142
1905,0.0,0.142
1906,0.0,0.136
1907,0.0,0.136
1908,0.0,0.124
1909,0.0,0.096
1910,0.0,0.082
1911,0.007,0.088
1912,0.096,0.106
1913,0.408,0.144
1914,0.619,0.229
1915,0.63,0.284
1916,0.583,0.314
1917,0.567,0.307
1918,0.559,0.304
1919,0.505,0.3
1920,0.43,0.295
1921,0.251,0.3
1922,0.035,0.288
1923,0.0,0.259
1924,0.0,0.202
1925,0.0,0.182
1926,0.0,0.181
1927,0.0,0.127
1928,0.0,0.112
1929,0.0,0.123
1930,0.0,0.117
1931,0.0,0.094
1932,0.0,0.085
1933,0.0,0.097
1934,0.0,0.125
1935,0.018,0.12
1936,0.135,0.135
1937,0.485,0.169
1938,0.677,0.147
1939,0.785,0.105
1940,0.829,0.088
1941,0.789,0.141
1942,0.591,0.259
1943,0.287,0.358
1944,0.174,0.352
1945,0.111,0.27
1946,0.027,0.177
1947,0.0,0.112
1948,0.0,0.094
1949,0.0,0.089
1950,0.0,0.075
1951,0.0,0.079
1952,0.0,0.092
1953,0.0,0.091
1954,0.0,0.093
1955,0.0,0.09
1956,0.0,0.075
1957,0.0,0.07
1958,0.0,0.067
1959,0.043,0.063
1960,0.209,0.057
1961,0.455,0.115
1962,0.608,0.183
1963,0.69,0.259
1964,0.644,0.352
1965,0.583,0.482
1966,0.497,0.59
1967,0.432,0.601
1968,0.379,0.586
1969,0.226,0.539
1970,0.037,0.405
1971,0.0,0.347
1972,0.0,0.358
1973,0.0,0.386
1974,0.0,0.402
1975,0.0,0.394
1976,0.0,0.364
1977,0.0,0.314
1978,0.0,0.278
1979,0.0,0.26
1980,0.0,0.27
1981,0.0,0.212
1982,0.0,0.157
1983,0.032,0.089
1984,0.295,0.035
1985,0.545,0.03
1986,0.695,0.074
1987,0.781,0.085
1988,0.809,0.058
1989,0.809,0.022
1990,0.735,0.01
1991,0.625,0.005
1992,0.476,0.003
1993,0.263,0.002
1994,0.048,0.002
1995,0.0,0.001
1996,0.0,0.001
1997,0.0,0.007
1998,0.0,0.037
1999,0.0,0.08
2000,0.0,0.094
2001,0.0,0.099
2002,0.0,0.147
2003,0.0,0.261
2004,0.0,0.346
2005,0.0,0.344
2006,0.0,0.332
2007,0.07,0.311
2008,0.277,0.184
2009,0.496,0.093
2010,0.678,0.103
2011,0.78,0.047
2012,0.822,0.022
2013,0.813,0.018
2014,0.756,0.025
2015,0.646,0.041
2016,0.48,0.063
2017,0.265,0.094
2018,0.051,0.138
2019,0.0,0.17
2020,0.0,0.15
2021,0.0,0.094
2022,0.0,0.055
2023,0.0,0.045
2024,0.0,0.038
2025,0.0,0.032
2026,0.0,0.034
2027,0.0,0.037
2028,0.0,0.035
2029,0.0,0.027
2030,0.0,0.021
2031,0.047,0.025
2032,0.214,0.025
2033,0.376,0.014
2034,0.508,0.019
2035,0.606,0.016
2036,0.763,0.041
2037,0.804,0.057
2038,0.748,0.081
2039,0.602,0.099
2040,0.431,0.097
2041,0.262,0.092
2042,0.041,0.132
2043,0.0,0.149
2044,0.0,0.155
2045,0.0,0.154
2046,0.0,0.127
2047,0.0,0.111
2048,0.0,0.108
2049,0.0,0.113
2050,0.0,0.109
2051,0.0,0.084
2052,0.0,0.061
2053,0.0,0.037
2054,0.0,0.023
2055,0.028,0.027
2056,0.137,0.045
2057,0.416,0.134
2058,0.633,0.201
2059,0.719,0.22
2060,0.729,0.235
2061,0.723,0.263
2062,0.627,0.313
2063,0.533,0.401
2064,0.433,0.484
2065,0.251,0.479
2066,0.045,0.398
2067,0.0,0.392
2068,0.0,0.326
2069,0.0,0.264
2070,0.0,0.259
2071,0.0,0.238
2072,0.0,0.207
2073,0.0,0.155
2074,0.0,0.135
2075,0.0,0.148
2076,0.0,0.162
2077,0.0,0.179
2078,0.0,0.181
2079,0.026,0.175
2080,0.119,0.206
2081,0.436,0.222
2082,0.685,0.227
2083,0.802,0.239
2084,0.848,0.273
2085,0.84,0.328
2086,0.781,0.395
2087,0.669,0.479
2088,0.502,0.518
2089,0.287,0.498
2090,0.062,0.451
2091,0.0,0.411
2092,0.0,0.385
2093,0.0,0.395
2094,0.0,0.435
2095,0.0,0.479
2096,0.0,0.432
2097,0.0,0.449
2098,0.0,0.434
2099,0.0,0.478
2100,0.0,0.518
2101,0.0,0.535
2102,0.0,0.488
2103,0.031,0.371
2104,0.238,0.386
2105,0.559,0.41
2106,0.718,0.279
2107,0.817,0.182
2108,0.861,0.132
2109,0.852,0.122
2110,0.793,0.137
2111,0.683,0.202
2112,0.516,0.302
2113,0.296,0.372
2114,0.065,0.432
2115,0.0,0.479
2116,0.0,0.468
2117,0.0,0.501
2118,0.0,0.519
2119,0.0,0.496
2120,0.0,0.483
2121,0.0,0.432
2122,0.0,0.34
2123,0.0,0.25
2124,0.0,0.18
2125,0.0,0.14
2126,0.0,0.106
2127,0.066,0.087
2128,0.318,0.089
2129,0.517,0.27
2130,0.685,0.339
2131,0.776,0.272
2132,0.802,0.174
2133,0.787,0.084
2134,0.76,0.035
2135,0.653,0.014
2136,0.489,0.015
2137,0.278,0.017
2138,0.062,0.028
2139,0.0,0.089
2140,0.0,0.136
2141,0.0,0.125
2142,0.0,0.126
2143,0.0,0.133
2144,0.0,0.12
2145,0.0,0.132
2146,0.0,0.133
2147,0.0,0.126
2148,0.0,0.128
2149,0.0,0.109
2150,0.0,0.089
2151,0.088,0.092
2152,0.321,0.084
2153,0.535,0.207
2154,0.682,0.189
2155,0.775,0.113
2156,0.815,0.058
2157,0.809,0.026
2158,0.752,0.013
2159,0.643,0.005
2160,0.476,0.001
2161,0.212,0.002
2162,0.051,0.008
2163,0.0,0.01
2164,0.0,0.005
2165,0.0,0.001
2166,0.0,0.0
2167,0.0,0.001
2168,0.0,0.001
2169,0.0,0.002
2170,0.0,0.006
2171,0.0,0.02
2172,0.0,0.046
2173,0.0,0.082
2174,0.0,0.125
2175,0.059,0.173
2176,0.253,0.124
2177,0.428,0.116
2178,0.541,0.183
2179,0.531,0.099
2180,0.463,0.041
2181,0.416,0.01
2182,0.311,0.001
2183,0.214,0.001
2184,0.176,0.01
2185,0.133,0.045
2186,0.035,0.12
2187,0.0,0.256
2188,0.0,0.331
2189,0.0,0.261
2190,0.0,0.149
2191,0.0,0.065
2192,0.0,0.023
2193,0.0,0.01
2194,0.0,0.011
2195,0.0,0.022
2196,0.0,0.026
2197,0.0,0.02
2198,0.0,0.028
2199,0.085,0.032
2200,0.316,0.05
2201,0.521,0.121
2202,0.672,0.211
2203,0.762,0.334
2204,0.804,0.454
2205,0.799,0.54
2206,0.745,0.63
2207,0.637,0.692
2208,0.48,0.705
2209,0.276,0.695
2210,0.068,0.601
2211,0.0,0.506
2212,0.0,0.429
2213,0.0,0.352
2214,0.0,0.316
2215,0.0,0.294
2216,0.0,0.242
2217,0.0,0.207
2218,0.0,0.189
2219,0.0,0.159
2220,0.0,0.124
2221,0.0,0.104
2222,0.0,0.089
2223,0.02,0.077
2224,0.116,0.062
2225,0.24,0.025
2226,0.552,0.004
2227,0.695,0.0
2228,0.783,0.0
2229,0.806,0.001
2230,0.742,0.012
2231,0.612,0.045
2232,0.459,0.095
2233,0.209,0.143
2234,0.038,0.161
2235,0.0,0.154
2236,0.0,0.113
2237,0.0,0.086
2238,0.0,0.08
2239,0.0,0.076
2240,0.0,0.057
2241,0.0,0.035
2242,0.0,0.029
2243,0.0,0.035
2244,0.0,0.045
2245,0.0,0.059
2246,0.0,0.059
2247,0.014,0.045
2248,0.098,0.045
2249,0.153,0.022
2250,0.314,0.02
2251,0.521,0.041
2252,0.572,0.076
2253,0.608,0.104
2254,0.612,0.119
2255,0.499,0.145
2256,0.335,0.191
2257,0.145,0.239
2258,0.015,0.252
2259,0.0,0.231
2260,0.0,0.187
2261,0.0,0.147
2262,0.0,0.133
2263,0.0,0.139
2264,0.0,0.145
2265,0.0,0.136
2266,0.0,0.121
2267,0.0,0.115
2268,0.0,0.129
2269,0.0,0.155
2270,0.0,0.214
2271,0.023,0.273
2272,0.144,0.309
2273,0.41,0.226
2274,0.625,0.264
2275,0.584,0.409
2276,0.521,0.425
2277,0.529,0.368
2278,0.618,0.552
2279,0.422,0.699
2280,0.396,0.709
2281,0.285,0.621
2282,0.075,0.535
2283,0.0,0.498
2284,0.0,0.4
2285,0.0,0.236
2286,0.0,0.136
2287,0.0,0.191
2288,0.0,0.2
2289,0.0,0.229
2290,0.0,0.231
2291,0.0,0.201
2292,0.0,0.177
2293,0.0,0.142
2294,0.0,0.101
2295,0.039,0.058
2296,0.321,0.039
2297,0.537,0.058
2298,0.686,0.102
2299,0.777,0.151
2300,0.815,0.246
2301,0.759,0.444
2302,0.638,0.606
2303,0.621,0.613
2304,0.489,0.568
2305,0.286,0.571
2306,0.076,0.441
2307,0.0,0.337
2308,0.0,0.29
2309,0.0,0.265
2310,0.0,0.249
2311,0.0,0.206
2312,0.0,0.201
2313,0.0,0.233
2314,0.0,0.28
2315,0.0,0.301
2316,0.0,0.289
2317,0.0,0.261
2318,0.0,0.259
2319,0.061,0.202
2320,0.127,0.103
2321,0.204,0.055
2322,0.344,0.046
2323,0.606,0.096
2324,0.8,0.163
2325,0.809,0.309
2326,0.75,0.358
2327,0.64,0.444
2328,0.45,0.516
2329,0.27,0.603
2330,0.075,0.581
2331,0.0,0.623
2332,0.0,0.663
2333,0.0,0.618
2334,0.0,0.538
2335,0.0,0.535
2336,0.0,0.501
2337,0.0,0.432
2338,0.0,0.361
2339,0.0,0.312
2340,0.0,0.32
2341,0.0,0.293
2342,0.0,0.217
2343,0.05,0.12
2344,0.136,0.055
2345,0.22,0.021
2346,0.324,0.012
2347,0.552,0.018
2348,0.683,0.082
2349,0.705,0.233
2350,0.644,0.388
2351,0.589,0.481
2352,0.46,0.547
2353,0.261,0.55
2354,0.064,0.463
2355,0.0,0.464
2356,0.0,0.473
2357,0.0,0.483
2358,0.0,0.471
2359,0.0,0.439
2360,0.0,0.432
2361,0.0,0.434
2362,0.0,0.45
2363,0.0,0.494
2364,0.0,0.558
2365,0.0,0.623
2366,0.0,0.7
2367,0.013,0.811
2368,0.128,0.918
2369,0.321,0.932
2370,0.593,0.925
2371,0.795,0.939
2372,0.84,0.96
2373,0.836,0.971
2374,0.781,0.98
2375,0.674,0.986
2376,0.506,0.989
2377,0.291,0.99
2378,0.079,0.989
2379,0.0,0.984
2380,0.0,0.986
2381,0.0,0.983
2382,0.0,0.949
2383,0.0,0.879
2384,0.0,0.808
2385,0.0,0.71
2386,0.0,0.587
2387,0.0,0.544
2388,0.0,0.471
2389,0.0,0.447
2390,0.0,0.543
2391,0.048,0.552
2392,0.173,0.59
2393,0.524,0.556
2394,0.721,0.502
2395,0.819,0.509
2396,0.861,0.562
2397,0.854,0.606
2398,0.795,0.67
2399,0.684,0.722
2400,0.52,0.773
2401,0.305,0.831
2402,0.086,0.795
2403,0.0,0.773
2404,0.0,0.762
2405,0.0,0.696
2406,0.0,0.622
2407,0.0,0.525
2408,0.0,0.395
2409,0.0,0.294
2410,0.0,0.289
2411,0.0,0.358
2412,0.0,0.376
2413,0.0,0.372
2414,0.0,0.374
2415,0.084,0.264
2416,0.293,0.205
2417,0.537,0.191
2418,0.652,0.187
2419,0.613,0.235
2420,0.625,0.422
2421,0.54,0.693
2422,0.368,0.872
2423,0.187,0.925
2424,0.189,0.916
2425,0.25,0.902
2426,0.081,0.888
2427,0.0,0.875
2428,0.0,0.849
2429,0.0,0.854
2430,0.0,0.84
2431,0.0,0.76
2432,0.0,0.655
2433,0.0,0.577
2434,0.0,0.552
2435,0.0,0.538
2436,0.0,0.57
2437,0.0,0.503
2438,0.0,0.5
2439,0.018,0.445
2440,0.093,0.352
2441,0.201,0.254
2442,0.459,0.183
2443,0.705,0.177
2444,0.839,0.165
2445,0.827,0.145
2446,0.768,0.144
2447,0.66,0.146
2448,0.502,0.16
2449,0.299,0.183
2450,0.084,0.217
2451,0.0,0.252
2452,0.0,0.241
2453,0.0,0.218
2454,0.0,0.181
2455,0.0,0.135
2456,0.0,0.086
2457,0.0,0.059
2458,0.0,0.052
2459,0.0,0.035
2460,0.0,0.035
2461,0.0,0.058
2462,0.0,0.106
2463,0.12,0.131
2464,0.348,0.154
2465,0.547,0.227
2466,0.692,0.111
2467,0.783,0.037
2468,0.818,0.006
2469,0.804,0.001
2470,0.743,0.004
2471,0.628,0.021
2472,0.461,0.069
2473,0.262,0.152
2474,0.075,0.238
2475,0.0,0.302
2476,0.0,0.264
2477,0.0,0.185
2478,0.0,0.14
2479,0.0,0.125
2480,0.0,0.134
2481,0.0,0.133
2482,0.0,0.108
2483,0.0,0.077
2484,0.0,0.055
2485,0.0,0.035
2486,0.0,0.022
2487,0.117,0.021
2488,0.337,0.02
2489,0.536,0.086
2490,0.683,0.135
2491,0.772,0.177
2492,0.811,0.224
2493,0.803,0.272
2494,0.746,0.332
2495,0.643,0.382
2496,0.488,0.425
2497,0.289,0.445
2498,0.084,0.382
2499,0.0,0.337
2500,0.0,0.289
2501,0.0,0.236
2502,0.0,0.192
2503,0.0,0.163
2504,0.0,0.122
2505,0.0,0.097
2506,0.0,0.084
2507,0.0,0.089
2508,0.0,0.111
2509,0.0,0.131
2510,0.0,0.124
2511,0.104,0.073
2512,0.296,0.061
2513,0.484,0.1
2514,0.634,0.159
2515,0.736,0.248
2516,0.786,0.355
2517,0.759,0.437
2518,0.655,0.504
2519,0.571,0.546
2520,0.412,0.59
2521,0.252,0.633
2522,0.076,0.586
2523,0.0,0.453
2524,0.0,0.314
2525,0.0,0.253
2526,0.0,0.297
2527,0.0,0.321
2528,0.0,0.304
2529,0.0,0.258
2530,0.0,0.197
2531,0.0,0.103
2532,0.0,0.103
2533,0.0,0.165
2534,0.0,0.233
2535,0.02,0.31
2536,0.083,0.401
2537,0.206,0.472
2538,0.42,0.523
2539,0.558,0.556
2540,0.644,0.589
2541,0.679,0.615
2542,0.708,0.661
2543,0.603,0.726
2544,0.457,0.753
2545,0.281,0.697
2546,0.084,0.459
2547,0.0,0.181
2548,0.0,0.148
2549,0.0,0.187
2550,0.0,0.219
2551,0.0,0.249
2552,0.0,0.281
2553,0.0,0.296
2554,0.0,0.284
2555,0.0,0.25
2556,0.0,0.214
2557,0.0,0.182
2558,0.0,0.155
2559,0.063,0.077
2560,0.232,0.03
2561,0.542,0.054
2562,0.684,0.051
2563,0.773,0.034
2564,0.809,0.015
2565,0.798,0.005
2566,0.742,0.002
2567,0.639,0.001
2568,0.487,0.001
2569,0.292,0.003
2570,0.087,0.008
2571,0.0,0.034
2572,0.0,0.046
2573,0.0,0.048
2574,0.0,0.046
2575,0.0,0.049
2576,0.0,0.061
2577,0.0,0.086
2578,0.0,0.099
2579,0.0,0.082
2580,0.0,0.081
2581,0.0,0.111
2582,0.0,0.148
2583,0.122,0.2
2584,0.336,0.191
2585,0.523,0.425
2586,0.659,0.506
2587,0.744,0.471
2588,0.779,0.388
2589,0.762,0.285
2590,0.703,0.201
2591,0.583,0.126
2592,0.413,0.07
2593,0.216,0.033
2594,0.071,0.006
2595,0.0,0.0
2596,0.0,0.001
2597,0.0,0.001
2598,0.0,0.001
2599,0.0,0.001
2600,0.0,0.0
2601,0.0,0.0
2602,0.0,0.0
2603,0.0,0.0
2604,0.0,0.003
2605,0.0,0.014
2606,0.0,0.035
2607,0.106,0.054
2608,0.266,0.038
2609,0.422,0.084
2610,0.542,0.164
2611,0.619,0.162
2612,0.682,0.135
2613,0.695,0.118
2614,0.695,0.101
2615,0.606,0.107
2616,0.469,0.168
2617,0.283,0.29
2618,0.083,0.379
2619,0.0,0.388
2620,0.0,0.266
2621,0.0,0.143
2622,0.0,0.066
2623,0.0,0.033
2624,0.0,0.045
2625,0.0,0.085
2626,0.0,0.103
2627,0.0,0.09
2628,0.0,0.076
2629,0.0,0.079
2630,0.0,0.093
