hour,pv,wind
3902,0.033,0.002
3903,0.146,0.001
3904,0.321,0.002
3905,0.475,0.005
3906,0.595,0.008
3907,0.681,0.033
3908,0.714,0.071
3909,0.705,0.12
3910,0.657,0.167
3911,0.569,0.207
3912,0.443,0.239
3913,0.284,0.269
3914,0.113,0.291
3915,0.022,0.329
3916,0.0,0.333
3917,0.0,0.274
3918,0.0,0.22
3919,0.0,0.218
3920,0.0,0.243
3921,0.0,0.258
3922,0.0,0.239
3923,0.0,0.201
3924,0.0,0.161
3925,0.0,0.151
3926,0.034,0.133
3927,0.146,0.08
3928,0.332,0.122
3929,0.502,0.151
3930,0.624,0.157
3931,0.699,0.199
3932,0.733,0.266
3933,0.726,0.37
3934,0.678,0.478
3935,0.59,0.553
3936,0.459,0.601
3937,0.293,0.635
3938,0.115,0.638
3939,0.023,0.544
3940,0.0,0.566
3941,0.0,0.602
3942,0.0,0.608
3943,0.0,0.556
3944,0.0,0.508
3945,0.0,0.494
3946,0.0,0.491
3947,0.0,0.479
3948,0.0,0.454
3949,0.0,0.425
3950,0.032,0.352
3951,0.148,0.367
3952,0.335,0.367
3953,0.503,0.268
3954,0.627,0.16
3955,0.707,0.1
3956,0.738,0.096
3957,0.729,0.119
3958,0.683,0.15
3959,0.595,0.187
3960,0.465,0.241
3961,0.298,0.295
3962,0.117,0.345
3963,0.023,0.281
3964,0.0,0.245
3965,0.0,0.233
3966,0.0,0.225
3967,0.0,0.227
3968,0.0,0.265
3969,0.0,0.32
3970,0.0,0.339
3971,0.0,0.394
3972,0.0,0.362
3973,0.0,0.253
3974,0.034,0.148
3975,0.148,0.085
3976,0.331,0.07
3977,0.497,0.037
3978,0.621,0.012
3979,0.702,0.0
3980,0.736,0.002
3981,0.728,0.035
3982,0.68,0.073
3983,0.59,0.114
3984,0.456,0.163
3985,0.28,0.214
3986,0.12,0.254
3987,0.025,0.225
3988,0.0,0.222
3989,0.0,0.225
3990,0.0,0.226
3991,0.0,0.226
3992,0.0,0.222
3993,0.0,0.225
3994,0.0,0.234
3995,0.0,0.223
3996,0.0,0.202
3997,0.0,0.193
3998,0.036,0.15
3999,0.141,0.117
4000,0.304,0.101
4001,0.497,0.068
4002,0.637,0.055
4003,0.716,0.06
4004,0.75,0.065
4005,0.741,0.075
4006,0.691,0.088
4007,0.601,0.106
4008,0.468,0.132
4009,0.299,0.168
4010,0.119,0.213
4011,0.024,0.22
4012,0.0,0.181
4013,0.0,0.12
4014,0.0,0.103
4015,0.0,0.105
4016,0.0,0.111
4017,0.0,0.094
4018,0.0,0.072
4019,0.0,0.037
4020,0.0,0.014
4021,0.0,0.005
4022,0.034,0.004
4023,0.148,0.004
4024,0.331,0.048
4025,0.493,0.101
4026,0.613,0.151
4027,0.691,0.181
4028,0.721,0.17
4029,0.711,0.121
4030,0.66,0.061
4031,0.568,0.018
4032,0.437,0.002
4033,0.274,0.0
4034,0.12,0.002
4035,0.023,0.045
4036,0.0,0.101
4037,0.0,0.117
4038,0.0,0.103
4039,0.0,0.095
4040,0.0,0.09
4041,0.0,0.074
4042,0.0,0.065
4043,0.0,0.07
4044,0.0,0.075
4045,0.0,0.072
4046,0.036,0.065
4047,0.147,0.048
4048,0.322,0.076
4049,0.479,0.122
4050,0.595,0.147
4051,0.671,0.1
4052,0.702,0.045
4053,0.691,0.009
4054,0.627,0.002
4055,0.504,0.001
4056,0.315,0.014
4057,0.226,0.059
4058,0.118,0.117
4059,0.024,0.142
4060,0.0,0.191
4061,0.0,0.208
4062,0.0,0.219
4063,0.0,0.223
4064,0.0,0.198
4065,0.0,0.18
4066,0.0,0.182
4067,0.0,0.175
4068,0.0,0.168
4069,0.0,0.145
4070,0.034,0.096
4071,0.146,0.06
4072,0.326,0.057
4073,0.488,0.031
4074,0.608,0.024
4075,0.686,0.03
4076,0.717,0.048
4077,0.709,0.079
4078,0.66,0.125
4079,0.574,0.184
4080,0.448,0.253
4081,0.288,0.312
4082,0.116,0.337
4083,0.023,0.278
4084,0.0,0.264
4085,0.0,0.222
4086,0.0,0.167
4087,0.0,0.162
4088,0.0,0.182
4089,0.0,0.219
4090,0.0,0.225
4091,0.0,0.191
4092,0.0,0.176
4093,0.0,0.162
4094,0.033,0.135
4095,0.145,0.22
4096,0.331,0.349
4097,0.498,0.42
4098,0.622,0.501
4099,0.7,0.592
4100,0.735,0.672
4101,0.728,0.741
4102,0.681,0.774
4103,0.594,0.782
4104,0.464,0.772
4105,0.299,0.744
4106,0.121,0.693
4107,0.024,0.562
4108,0.0,0.391
4109,0.0,0.334
4110,0.0,0.309
4111,0.0,0.287
4112,0.0,0.28
4113,0.0,0.261
4114,0.0,0.243
4115,0.0,0.222
4116,0.0,0.179
4117,0.0,0.153
4118,0.036,0.171
4119,0.148,0.23
4120,0.324,0.264
4121,0.5,0.238
4122,0.629,0.213
4123,0.718,0.243
4124,0.753,0.331
4125,0.756,0.451
4126,0.708,0.55
4127,0.615,0.612
4128,0.479,0.636
4129,0.306,0.639
4130,0.121,0.635
4131,0.024,0.557
4132,0.0,0.516
4133,0.0,0.55
4134,0.0,0.554
4135,0.0,0.468
4136,0.0,0.355
4137,0.0,0.251
4138,0.0,0.178
4139,0.0,0.118
4140,0.0,0.093
4141,0.0,0.069
4142,0.033,0.032
4143,0.148,0.026
4144,0.339,0.177
4145,0.507,0.243
4146,0.632,0.193
4147,0.71,0.102
4148,0.744,0.035
4149,0.735,0.007
4150,0.686,0.0
4151,0.595,0.0
4152,0.463,0.0
4153,0.296,0.0
4154,0.119,0.01
4155,0.024,0.041
4156,0.0,0.064
4157,0.0,0.067
4158,0.0,0.062
4159,0.0,0.046
4160,0.0,0.028
4161,0.0,0.011
4162,0.0,0.003
4163,0.0,0.002
4164,0.0,0.001
4165,0.0,0.001
4166,0.032,0.003
4167,0.144,0.002
4168,0.33,0.004
4169,0.493,0.004
4170,0.611,0.004
4171,0.687,0.008
4172,0.722,0.009
4173,0.715,0.012
4174,0.67,0.028
4175,0.584,0.068
4176,0.457,0.141
4177,0.294,0.248
4178,0.117,0.347
4179,0.023,0.389
4180,0.0,0.432
4181,0.0,0.407
4182,0.0,0.329
4183,0.0,0.234
4184,0.0,0.195
4185,0.0,0.176
4186,0.0,0.151
4187,0.0,0.124
4188,0.0,0.11
4189,0.0,0.093
4190,0.031,0.07
4191,0.143,0.036
4192,0.332,0.057
4193,0.496,0.085
4194,0.618,0.062
4195,0.697,0.063
4196,0.728,0.08
4197,0.721,0.106
4198,0.673,0.141
4199,0.586,0.186
4200,0.45,0.23
4201,0.285,0.265
4202,0.12,0.291
4203,0.025,0.277
4204,0.0,0.264
4205,0.0,0.204
4206,0.0,0.185
4207,0.0,0.183
4208,0.0,0.183
4209,0.0,0.184
4210,0.0,0.177
4211,0.0,0.167
4212,0.0,0.167
4213,0.0,0.174
4214,0.036,0.147
4215,0.145,0.124
4216,0.313,0.153
4217,0.475,0.148
4218,0.611,0.156
4219,0.7,0.151
4220,0.733,0.155
4221,0.72,0.167
4222,0.616,0.182
4223,0.516,0.198
4224,0.416,0.206
4225,0.281,0.198
4226,0.119,0.187
4227,0.023,0.145
4228,0.0,0.156
4229,0.0,0.14
4230,0.0,0.118
4231,0.0,0.113
4232,0.0,0.14
4233,0.0,0.172
4234,0.0,0.189
4235,0.0,0.217
4236,0.0,0.223
4237,0.0,0.217
4238,0.031,0.158
4239,0.145,0.143
4240,0.343,0.14
4241,0.515,0.133
4242,0.642,0.144
4243,0.721,0.172
4244,0.755,0.216
4245,0.747,0.252
4246,0.698,0.281
4247,0.608,0.292
4248,0.475,0.298
4249,0.305,0.311
4250,0.121,0.318
4251,0.023,0.249
4252,0.0,0.184
4253,0.0,0.151
4254,0.0,0.148
4255,0.0,0.16
4256,0.0,0.185
4257,0.0,0.215
4258,0.0,0.243
4259,0.0,0.255
4260,0.0,0.246
4261,0.0,0.22
4262,0.031,0.142
4263,0.146,0.124
4264,0.344,0.144
4265,0.517,0.171
4266,0.637,0.166
4267,0.715,0.172
4268,0.751,0.185
4269,0.742,0.201
4270,0.695,0.223
4271,0.607,0.249
4272,0.473,0.278
4273,0.3,0.29
4274,0.121,0.272
4275,0.024,0.241
4276,0.0,0.231
4277,0.0,0.201
4278,0.0,0.166
4279,0.0,0.145
4280,0.0,0.129
4281,0.0,0.122
4282,0.0,0.118
4283,0.0,0.119
4284,0.0,0.118
4285,0.0,0.106
4286,0.03,0.075
4287,0.144,0.029
4288,0.345,0.025
4289,0.515,0.045
4290,0.64,0.065
4291,0.718,0.073
4292,0.751,0.098
4293,0.742,0.155
4294,0.695,0.213
4295,0.606,0.258
4296,0.474,0.279
4297,0.304,0.266
4298,0.12,0.216
4299,0.022,0.16
4300,0.0,0.113
4301,0.0,0.073
4302,0.0,0.073
4303,0.0,0.095
4304,0.0,0.13
4305,0.0,0.167
4306,0.0,0.187
4307,0.0,0.184
4308,0.0,0.178
4309,0.0,0.169
4310,0.028,0.147
4311,0.142,0.063
4312,0.342,0.053
4313,0.512,0.034
4314,0.637,0.044
4315,0.714,0.083
4316,0.745,0.123
4317,0.734,0.151
4318,0.688,0.177
4319,0.6,0.206
4320,0.468,0.241
4321,0.297,0.266
4322,0.119,0.261
4323,0.023,0.22
4324,0.0,0.201
4325,0.0,0.164
4326,0.0,0.15
4327,0.0,0.172
4328,0.0,0.219
4329,0.0,0.267
4330,0.0,0.264
4331,0.0,0.201
4332,0.0,0.148
4333,0.0,0.132
4334,0.029,0.106
4335,0.142,0.058
4336,0.341,0.097
4337,0.509,0.134
4338,0.634,0.127
4339,0.711,0.128
4340,0.744,0.146
4341,0.735,0.179
4342,0.687,0.219
4343,0.599,0.267
4344,0.468,0.314
4345,0.3,0.343
4346,0.118,0.344
4347,0.021,0.312
4348,0.0,0.328
4349,0.0,0.309
4350,0.0,0.276
4351,0.0,0.269
4352,0.0,0.266
4353,0.0,0.302
4354,0.0,0.307
4355,0.0,0.277
4356,0.0,0.256
4357,0.0,0.253
4358,0.03,0.205
4359,0.142,0.128
4360,0.34,0.21
4361,0.509,0.282
4362,0.635,0.251
4363,0.714,0.235
4364,0.749,0.249
4365,0.74,0.282
4366,0.691,0.324
4367,0.602,0.366
4368,0.47,0.411
4369,0.303,0.441
4370,0.121,0.444
4371,0.022,0.383
4372,0.0,0.361
4373,0.0,0.393
4374,0.0,0.505
4375,0.0,0.613
4376,0.0,0.642
4377,0.0,0.65
4378,0.0,0.599
4379,0.0,0.523
4380,0.0,0.469
4381,0.0,0.432
4382,0.034,0.355
4383,0.141,0.337
4384,0.322,0.491
4385,0.487,0.51
4386,0.619,0.504
4387,0.714,0.523
4388,0.751,0.547
4389,0.74,0.571
4390,0.677,0.58
4391,0.555,0.58
4392,0.43,0.581
4393,0.284,0.577
4394,0.122,0.556
4395,0.022,0.472
4396,0.0,0.435
4397,0.0,0.436
4398,0.0,0.438
4399,0.0,0.464
4400,0.0,0.475
4401,0.0,0.432
4402,0.0,0.367
4403,0.0,0.297
4404,0.0,0.245
4405,0.0,0.218
4406,0.031,0.176
4407,0.143,0.187
4408,0.314,0.308
4409,0.456,0.401
4410,0.614,0.45
4411,0.7,0.484
4412,0.739,0.51
4413,0.739,0.532
4414,0.693,0.571
4415,0.604,0.601
4416,0.472,0.614
4417,0.303,0.607
4418,0.121,0.575
4419,0.021,0.46
4420,0.0,0.415
4421,0.0,0.444
4422,0.0,0.466
4423,0.0,0.45
4424,0.0,0.389
4425,0.0,0.357
4426,0.0,0.337
4427,0.0,0.314
4428,0.0,0.305
4429,0.0,0.296
4430,0.029,0.237
4431,0.141,0.291
4432,0.342,0.4
4433,0.516,0.383
4434,0.644,0.328
4435,0.723,0.277
4436,0.757,0.257
4437,0.749,0.254
4438,0.699,0.255
4439,0.609,0.27
4440,0.476,0.303
4441,0.306,0.344
4442,0.121,0.368
4443,0.021,0.295
4444,0.0,0.245
4445,0.0,0.231
4446,0.0,0.233
4447,0.0,0.223
4448,0.0,0.218
4449,0.0,0.234
4450,0.0,0.261
4451,0.0,0.277
4452,0.0,0.271
4453,0.0,0.241
4454,0.031,0.166
4455,0.14,0.093
4456,0.331,0.086
4457,0.5,0.082
4458,0.626,0.035
4459,0.704,0.006
4460,0.737,0.001
4461,0.729,0.001
4462,0.679,0.011
4463,0.591,0.035
4464,0.462,0.066
4465,0.297,0.102
4466,0.12,0.151
4467,0.021,0.208
4468,0.0,0.275
4469,0.0,0.311
4470,0.0,0.311
4471,0.0,0.278
4472,0.0,0.272
4473,0.0,0.293
4474,0.0,0.279
4475,0.0,0.225
4476,0.0,0.167
4477,0.0,0.118
4478,0.03,0.072
4479,0.139,0.018
4480,0.332,0.013
4481,0.5,0.005
4482,0.621,0.005
4483,0.697,0.007
4484,0.732,0.013
4485,0.726,0.034
4486,0.679,0.071
4487,0.591,0.113
4488,0.462,0.157
4489,0.298,0.201
4490,0.122,0.247
4491,0.022,0.265
4492,0.0,0.302
4493,0.0,0.278
4494,0.0,0.241
4495,0.0,0.185
4496,0.0,0.145
4497,0.0,0.131
4498,0.0,0.112
4499,0.0,0.091
4500,0.0,0.093
4501,0.0,0.101
4502,0.032,0.086
4503,0.141,0.064
4504,0.331,0.112
4505,0.499,0.147
4506,0.624,0.145
4507,0.702,0.146
4508,0.73,0.157
4509,0.668,0.194
4510,0.458,0.27
4511,0.377,0.362
4512,0.446,0.407
4513,0.298,0.392
4514,0.122,0.375
4515,0.021,0.334
4516,0.0,0.303
4517,0.0,0.23
4518,0.0,0.149
4519,0.0,0.126
4520,0.0,0.131
4521,0.0,0.137
4522,0.0,0.132
4523,0.0,0.123
4524,0.0,0.126
4525,0.0,0.145
4526,0.031,0.144
4527,0.14,0.231
4528,0.33,0.324
4529,0.502,0.352
4530,0.628,0.362
4531,0.708,0.388
4532,0.743,0.4
4533,0.736,0.402
4534,0.689,0.416
4535,0.6,0.432
4536,0.469,0.437
4537,0.302,0.414
4538,0.122,0.346
4539,0.02,0.187
4540,0.0,0.128
4541,0.0,0.174
4542,0.0,0.221
4543,0.0,0.225
4544,0.0,0.215
4545,0.0,0.207
4546,0.0,0.183
4547,0.0,0.171
4548,0.0,0.17
4549,0.0,0.164
4550,0.032,0.133
4551,0.139,0.144
4552,0.328,0.139
4553,0.499,0.124
4554,0.624,0.083
4555,0.702,0.054
4556,0.735,0.039
4557,0.727,0.025
4558,0.679,0.025
4559,0.59,0.054
4560,0.461,0.102
4561,0.297,0.14
4562,0.12,0.179
4563,0.02,0.217
4564,0.0,0.255
4565,0.0,0.25
4566,0.0,0.24
4567,0.0,0.218
4568,0.0,0.212
4569,0.0,0.223
4570,0.0,0.235
4571,0.0,0.229
4572,0.0,0.214
4573,0.0,0.18
4574,0.029,0.111
4575,0.138,0.042
4576,0.332,0.041
4577,0.5,0.014
4578,0.622,0.005
4579,0.699,0.004
4580,0.732,0.008
4581,0.724,0.013
4582,0.675,0.016
4583,0.588,0.041
4584,0.46,0.077
4585,0.296,0.1
4586,0.119,0.128
4587,0.019,0.178
4588,0.0,0.21
4589,0.0,0.202
4590,0.0,0.211
4591,0.0,0.223
4592,0.0,0.238
4593,0.0,0.272
4594,0.0,0.267
4595,0.0,0.227
4596,0.0,0.193
4597,0.0,0.164
4598,0.028,0.105
4599,0.138,0.033
4600,0.331,0.018
4601,0.497,0.008
4602,0.619,0.007
4603,0.694,0.005
4604,0.726,0.011
4605,0.719,0.03
4606,0.671,0.062
4607,0.584,0.084
4608,0.457,0.105
4609,0.294,0.129
4610,0.119,0.163
4611,0.019,0.211
4612,0.0,0.269
4613,0.0,0.277
4614,0.0,0.273
4615,0.0,0.261
4616,0.0,0.253
4617,0.0,0.256
4618,0.0,0.254
4619,0.0,0.235
4620,0.0,0.191
4621,0.0,0.146
4622,0.027,0.101
4623,0.135,0.034
4624,0.326,0.015
4625,0.491,0.001
4626,0.611,0.006
4627,0.687,0.008
4628,0.72,0.014
4629,0.713,0.027
4630,0.667,0.049
4631,0.582,0.08
4632,0.456,0.107
4633,0.293,0.134
4634,0.118,0.169
4635,0.018,0.22
4636,0.0,0.236
4637,0.0,0.198
4638,0.0,0.157
4639,0.0,0.124
4640,0.0,0.11
4641,0.0,0.115
4642,0.0,0.123
4643,0.0,0.133
4644,0.0,0.138
4645,0.0,0.133
4646,0.025,0.114
4647,0.132,0.045
4648,0.324,0.025
4649,0.486,0.018
4650,0.604,0.012
4651,0.678,0.025
4652,0.71,0.055
4653,0.704,0.111
4654,0.658,0.163
4655,0.573,0.205
4656,0.448,0.223
4657,0.288,0.205
4658,0.115,0.168
4659,0.017,0.142
4660,0.0,0.139
4661,0.0,0.118
4662,0.0,0.102
4663,0.0,0.087
4664,0.0,0.082
4665,0.0,0.087
4666,0.0,0.088
4667,0.0,0.085
4668,0.0,0.073
4669,0.0,0.058
4670,0.025,0.051
4671,0.132,0.029
4672,0.327,0.043
4673,0.492,0.097
4674,0.613,0.127
4675,0.69,0.149
4676,0.724,0.171
4677,0.717,0.192
4678,0.67,0.223
4679,0.584,0.264
4680,0.457,0.303
4681,0.293,0.334
4682,0.116,0.349
4683,0.017,0.362
4684,0.0,0.395
4685,0.0,0.376
4686,0.0,0.387
4687,0.0,0.444
4688,0.0,0.452
4689,0.0,0.431
4690,0.0,0.401
4691,0.0,0.364
4692,0.0,0.355
4693,0.0,0.364
4694,0.025,0.334
4695,0.133,0.281
4696,0.327,0.413
4697,0.495,0.477
4698,0.62,0.45
4699,0.698,0.434
4700,0.733,0.439
4701,0.727,0.47
4702,0.681,0.513
4703,0.594,0.558
4704,0.465,0.604
4705,0.299,0.639
4706,0.117,0.648
4707,0.016,0.592
4708,0.0,0.568
4709,0.0,0.557
4710,0.0,0.526
4711,0.0,0.527
4712,0.0,0.58
4713,0.0,0.552
4714,0.0,0.491
4715,0.0,0.45
4716,0.0,0.434
4717,0.0,0.422
4718,0.023,0.336
4719,0.133,0.355
4720,0.335,0.454
4721,0.506,0.444
4722,0.632,0.4
4723,0.708,0.394
4724,0.741,0.395
4725,0.732,0.402
4726,0.684,0.413
4727,0.595,0.419
4728,0.464,0.43
4729,0.298,0.44
4730,0.119,0.429
4731,0.017,0.375
4732,0.0,0.366
4733,0.0,0.425
4734,0.0,0.531
4735,0.0,0.536
4736,0.0,0.486
4737,0.0,0.388
4738,0.0,0.294
4739,0.0,0.215
4740,0.0,0.157
4741,0.0,0.122
4742,0.026,0.088
4743,0.134,0.09
4744,0.328,0.13
4745,0.498,0.114
4746,0.621,0.073
4747,0.696,0.073
4748,0.731,0.092
4749,0.724,0.124
4750,0.677,0.165
4751,0.589,0.208
4752,0.461,0.241
4753,0.296,0.251
4754,0.117,0.245
4755,0.016,0.232
4756,0.0,0.231
4757,0.0,0.178
4758,0.0,0.139
4759,0.0,0.113
4760,0.0,0.103
4761,0.0,0.107
4762,0.0,0.115
4763,0.0,0.103
4764,0.0,0.076
4765,0.0,0.061
4766,0.024,0.047
4767,0.133,0.019
4768,0.331,0.041
4769,0.501,0.052
4770,0.626,0.059
4771,0.703,0.077
4772,0.737,0.101
4773,0.731,0.125
4774,0.683,0.155
4775,0.595,0.19
4776,0.466,0.223
4777,0.299,0.244
4778,0.118,0.255
4779,0.016,0.287
4780,0.0,0.314
4781,0.0,0.249
4782,0.0,0.176
4783,0.0,0.129
4784,0.0,0.111
4785,0.0,0.123
4786,0.0,0.133
4787,0.0,0.125
4788,0.0,0.124
4789,0.0,0.123
4790,0.025,0.098
4791,0.134,0.12
4792,0.33,0.186
4793,0.5,0.19
4794,0.613,0.186
4795,0.684,0.191
4796,0.713,0.201
4797,0.703,0.211
4798,0.663,0.231
4799,0.579,0.259
4800,0.424,0.294
4801,0.274,0.331
4802,0.117,0.352
4803,0.015,0.341
4804,0.0,0.345
4805,0.0,0.304
4806,0.0,0.252
4807,0.0,0.222
4808,0.0,0.22
4809,0.0,0.227
4810,0.0,0.207
4811,0.0,0.19
4812,0.0,0.18
4813,0.0,0.179
4814,0.024,0.149
4815,0.135,0.184
4816,0.334,0.209
4817,0.505,0.193
4818,0.629,0.193
4819,0.705,0.176
4820,0.737,0.163
4821,0.729,0.167
4822,0.681,0.184
4823,0.592,0.207
4824,0.463,0.233
4825,0.297,0.247
4826,0.118,0.242
4827,0.015,0.217
4828,0.0,0.223
4829,0.0,0.198
4830,0.0,0.168
4831,0.0,0.15
4832,0.0,0.164
4833,0.0,0.184
4834,0.0,0.18
4835,0.0,0.169
4836,0.0,0.154
4837,0.0,0.138
4838,0.024,0.109
4839,0.133,0.057
4840,0.326,0.063
4841,0.488,0.049
4842,0.615,0.045
4843,0.692,0.028
4844,0.718,0.027
4845,0.678,0.048
4846,0.616,0.083
4847,0.547,0.102
4848,0.449,0.118
4849,0.29,0.121
4850,0.115,0.117
4851,0.014,0.127
4852,0.0,0.127
4853,0.0,0.111
4854,0.0,0.114
4855,0.0,0.119
4856,0.0,0.123
4857,0.0,0.138
4858,0.0,0.155
4859,0.0,0.16
4860,0.0,0.158
4861,0.0,0.141
4862,0.023,0.113
4863,0.131,0.044
4864,0.319,0.018
4865,0.481,0.005
4866,0.595,0.003
4867,0.666,0.012
4868,0.699,0.025
4869,0.692,0.054
4870,0.644,0.088
4871,0.557,0.133
4872,0.425,0.171
4873,0.281,0.196
4874,0.123,0.22
4875,0.016,0.257
4876,0.0,0.292
4877,0.0,0.236
4878,0.0,0.175
4879,0.0,0.178
4880,0.0,0.143
4881,0.0,0.112
4882,0.0,0.103
4883,0.0,0.102
4884,0.0,0.108
4885,0.0,0.132
4886,0.007,0.181
4887,0.035,0.144
4888,0.078,0.228
4889,0.14,0.224
4890,0.219,0.107
4891,0.264,0.056
4892,0.345,0.012
4893,0.461,0.001
4894,0.494,0.001
4895,0.475,0.001
4896,0.358,0.018
4897,0.207,0.046
4898,0.085,0.087
4899,0.007,0.142
4900,0.0,0.184
4901,0.0,0.167
4902,0.0,0.126
4903,0.0,0.086
4904,0.0,0.075
4905,0.0,0.085
4906,0.0,0.08
4907,0.0,0.072
4908,0.0,0.078
4909,0.0,0.078
4910,0.017,0.055
4911,0.117,0.024
4912,0.282,0.037
4913,0.462,0.027
4914,0.588,0.021
4915,0.666,0.027
4916,0.698,0.043
4917,0.691,0.073
4918,0.642,0.124
4919,0.557,0.191
4920,0.435,0.248
4921,0.281,0.267
4922,0.118,0.252
4923,0.014,0.201
4924,0.0,0.178
4925,0.0,0.164
4926,0.0,0.155
4927,0.0,0.14
4928,0.0,0.125
4929,0.0,0.118
4930,0.0,0.076
4931,0.0,0.039
4932,0.0,0.012
4933,0.0,0.001
4934,0.01,0.0
4935,0.077,0.0
4936,0.182,0.0
4937,0.321,0.0
4938,0.444,0.0
4939,0.56,0.001
4940,0.637,0.0
4941,0.618,0.0
4942,0.5,0.0
4943,0.409,0.0
4944,0.322,0.002
4945,0.226,0.016
4946,0.103,0.044
4947,0.011,0.074
4948,0.0,0.129
4949,0.0,0.169
4950,0.0,0.19
4951,0.0,0.186
4952,0.0,0.169
4953,0.0,0.138
4954,0.0,0.096
4955,0.0,0.064
4956,0.0,0.045
4957,0.0,0.027
4958,0.021,0.013
4959,0.126,0.004
4960,0.306,0.01
4961,0.468,0.008
4962,0.59,0.011
4963,0.669,0.025
4964,0.705,0.054
4965,0.7,0.091
4966,0.655,0.139
4967,0.569,0.19
4968,0.444,0.233
4969,0.282,0.271
4970,0.11,0.289
4971,0.01,0.272
4972,0.0,0.267
4973,0.0,0.254
4974,0.0,0.233
4975,0.0,0.208
4976,0.0,0.177
4977,0.0,0.16
4978,0.0,0.139
4979,0.0,0.11
4980,0.0,0.089
4981,0.0,0.084
4982,0.008,0.077
4983,0.126,0.029
4984,0.321,0.009
4985,0.487,0.004
4986,0.608,0.002
4987,0.684,0.003
4988,0.72,0.007
4989,0.714,0.019
4990,0.668,0.039
4991,0.582,0.068
4992,0.454,0.106
4993,0.289,0.155
4994,0.111,0.199
4995,0.01,0.227
4996,0.0,0.264
4997,0.0,0.246
4998,0.0,0.197
4999,0.0,0.158
5000,0.0,0.148
5001,0.0,0.144
5002,0.0,0.122
5003,0.0,0.089
5004,0.0,0.063
5005,0.0,0.039
5006,0.008,0.02
5007,0.126,0.004
5008,0.318,0.002
5009,0.482,0.005
5010,0.604,0.005
5011,0.681,0.01
5012,0.714,0.023
5013,0.706,0.048
5014,0.637,0.084
5015,0.51,0.142
5016,0.373,0.218
5017,0.238,0.283
5018,0.107,0.304
5019,0.01,0.243
5020,0.0,0.22
5021,0.0,0.18
5022,0.0,0.144
5023,0.0,0.123
5024,0.0,0.121
5025,0.0,0.129
5026,0.0,0.135
5027,0.0,0.147
5028,0.0,0.162
5029,0.0,0.168
5030,0.013,0.166
5031,0.119,0.108
5032,0.266,0.121
5033,0.412,0.148
5034,0.53,0.179
5035,0.599,0.212
5036,0.64,0.261
5037,0.704,0.303
5038,0.677,0.323
5039,0.591,0.326
5040,0.462,0.323
5041,0.291,0.32
5042,0.11,0.31
5043,0.009,0.279
5044,0.0,0.255
5045,0.0,0.199
5046,0.0,0.191
5047,0.0,0.21
5048,0.0,0.241
5049,0.0,0.243
5050,0.0,0.208
5051,0.0,0.176
5052,0.0,0.175
5053,0.0,0.199
5054,0.009,0.203
5055,0.129,0.14
5056,0.327,0.125
5057,0.498,0.063
5058,0.623,0.011
5059,0.698,0.017
5060,0.73,0.041
5061,0.724,0.131
5062,0.676,0.207
5063,0.551,0.268
5064,0.364,0.315
5065,0.225,0.328
5066,0.086,0.294
5067,0.004,0.219
5068,0.0,0.177
5069,0.0,0.144
5070,0.0,0.125
5071,0.0,0.102
5072,0.0,0.093
5073,0.0,0.1
5074,0.0,0.1
5075,0.0,0.084
5076,0.0,0.082
5077,0.0,0.097
5078,0.008,0.087
5079,0.128,0.022
5080,0.326,0.008
5081,0.495,0.008
5082,0.62,0.027
5083,0.697,0.065
5084,0.732,0.114
5085,0.726,0.167
5086,0.679,0.197
5087,0.591,0.207
5088,0.461,0.204
5089,0.291,0.188
5090,0.109,0.163
5091,0.003,0.151
5092,0.0,0.146
5093,0.0,0.121
5094,0.0,0.096
5095,0.0,0.073
5096,0.0,0.057
5097,0.0,0.048
5098,0.0,0.041
5099,0.0,0.034
5100,0.0,0.024
5101,0.0,0.013
5102,0.006,0.005
5103,0.126,0.001
5104,0.333,0.002
5105,0.507,0.023
5106,0.634,0.072
5107,0.713,0.117
5108,0.749,0.145
5109,0.743,0.167
5110,0.696,0.184
5111,0.607,0.189
5112,0.473,0.187
5113,0.299,0.19
5114,0.11,0.201
5115,0.002,0.241
5116,0.0,0.289
5117,0.0,0.283
5118,0.0,0.284
5119,0.0,0.265
5120,0.0,0.241
5121,0.0,0.243
5122,0.0,0.222
5123,0.0,0.188
5124,0.0,0.164
5125,0.0,0.149
5126,0.006,0.133
5127,0.128,0.069
5128,0.332,0.052
5129,0.507,0.032
5130,0.634,0.023
5131,0.713,0.024
5132,0.741,0.032
5133,0.725,0.041
5134,0.673,0.056
5135,0.587,0.078
5136,0.461,0.102
5137,0.295,0.127
5138,0.114,0.168
5139,0.004,0.243
5140,0.0,0.308
5141,0.0,0.296
5142,0.0,0.278
5143,0.0,0.251
5144,0.0,0.233
5145,0.0,0.228
5146,0.0,0.216
5147,0.0,0.169
5148,0.0,0.105
5149,0.0,0.069
5150,0.011,0.046
5151,0.124,0.02
5152,0.274,0.013
5153,0.426,0.008
5154,0.556,0.012
5155,0.624,0.018
5156,0.635,0.026
5157,0.511,0.035
5158,0.381,0.049
5159,0.337,0.064
5160,0.299,0.078
5161,0.237,0.094
5162,0.098,0.12
5163,0.003,0.177
5164,0.0,0.208
5165,0.0,0.207
5166,0.0,0.188
5167,0.0,0.161
5168,0.0,0.142
5169,0.0,0.127
5170,0.0,0.096
5171,0.0,0.077
5172,0.0,0.075
