month,month_name,T,rho_hat,mean_cf_pv,mean_cf_wind,C_1,C_2,C_12,savings,share_1,share_2,epsilon
1,Jan,720,0.015720,0.146388,0.240496,72.630000,95.900000,160.130000,8.400000,0.427340,0.572660,4.200000
