Iteration,LowerBound,UpperBound,OracleValue,Gap
106,-1.0e6,5.994436024700052e6,6.389725204326306e6,6.994436024700052e6
107,-1.0e6,5.987119632556973e6,5.987119632556973e6,6.987119632556973e6
108,-1.0e6,5.983485206486159e6,5.983485206486159e6,6.983485206486159e6
109,-1.0e6,5.983485206486159e6,6.468200339901069e6,6.983485206486159e6
110,-1.0e6,5.976434937438857e6,5.976434937438857e6,6.976434937438857e6
111,-1.0e6,5.976434937438857e6,6.029856957707281e6,6.976434937438857e6
112,-1.0e6,5.969629893710195e6,5.969629893710195e6,6.969629893710195e6
113,-1.0e6,5.9662652719345065e6,5.9662652719345065e6,6.9662652719345065e6
114,-1.0e6,5.9662652719345065e6,6.107468061343062e6,6.9662652719345065e6
115,-1.0e6,5.959772451844421e6,5.959772451844421e6,6.959772451844421e6
116,-1.0e6,5.956550500723983e6,5.956550500723983e6,6.956550500723983e6
117,-1.0e6,5.956550500723983e6,6.184543944554014e6,6.956550500723983e6
118,-1.0e6,5.950412296162674e6,5.950412296162674e6,6.950412296162674e6
119,-1.0e6,5.947386256871807e6,5.947386256871807e6,6.947386256871807e6
120,-1.0e6,5.947386256871807e6,6.261254948120697e6,6.947386256871807e6
121,-1.0e6,5.941647968542221e6,5.941647968542221e6,6.941647968542221e6
122,-1.0e6,5.9389096560323145e6,5.9389096560323145e6,6.9389096560323145e6
123,-1.0e6,5.9389096560323145e6,6.337852941327132e6,6.9389096560323145e6
124,-1.0e6,5.933749102573849e6,5.933749102573849e6,6.933749102573849e6
125,-1.0e6,5.931243588405062e6,5.931243588405062e6,6.931243588405062e6
126,-1.0e6,5.931243588405062e6,6.41424817489493e6,6.931243588405062e6
127,-1.0e6,5.926439342799639e6,5.926439342799639e6,6.926439342799639e6
128,-1.0e6,5.926439342799639e6,6.008449835296833e6,6.926439342799639e6
129,-1.0e6,5.9220606023173705e6,5.9220606023173705e6,6.9220606023173705e6
130,-1.0e6,5.91991412874589e6,5.91991412874589e6,6.91991412874589e6
131,-1.0e6,5.91991412874589e6,6.084595218014174e6,6.91991412874589e6
132,-1.0e6,5.915976983367811e6,5.915976983367811e6,6.915976983367811e6
133,-1.0e6,5.914143092086321e6,5.914143092086321e6,6.914143092086321e6
134,-1.0e6,5.914143092086321e6,6.160758243890987e6,6.914143092086321e6
135,-1.0e6,5.910741611601135e6,5.910741611601135e6,6.910741611601135e6
136,-1.0e6,5.909097531585226e6,5.909097531585226e6,6.909097531585226e6
137,-1.0e6,5.909097531585226e6,6.23670547993258e6,6.909097531585226e6
138,-1.0e6,5.905947031843825e6,5.905947031843825e6,6.905947031843825e6
139,-1.0e6,5.904435511812496e6,5.904435511812496e6,6.904435511812496e6
140,-1.0e6,5.904435511812496e6,6.312310626456294e6,6.904435511812496e6
141,-1.0e6,5.901675704811016e6,5.901675704811016e6,6.901675704811016e6
142,-1.0e6,5.901675704811016e6,5.9290433924323125e6,6.901675704811016e6
143,-1.0e6,5.899107850851175e6,5.899107850851175e6,6.899107850851175e6
144,-1.0e6,5.897914548591552e6,5.897914548591552e6,6.897914548591552e6
145,-1.0e6,5.897914548591552e6,6.004363262831499e6,6.897914548591552e6
146,-1.0e6,5.89581061922323e6,5.89581061922323e6,6.89581061922323e6
147,-1.0e6,5.894796144753258e6,5.894796144753258e6,6.894796144753258e6
148,-1.0e6,5.894796144753258e6,6.079524595383704e6,6.894796144753258e6
149,-1.0e6,5.8929712829458425e6,5.8929712829458425e6,6.8929712829458425e6
150,-1.0e6,5.892061699280367e6,5.892061699280367e6,6.892061699280367e6
151,-1.0e6,5.892061699280367e6,6.1543048484600745e6,6.892061699280367e6
152,-1.0e6,5.890485179623206e6,5.890485179623206e6,6.890485179623206e6
153,-1.0e6,5.889742498903693e6,5.889742498903693e6,6.889742498903693e6
154,-1.0e6,5.889742498903693e6,6.228859356036733e6,6.889742498903693e6
155,-1.0e6,5.8884118658617e6,5.8884118658617e6,6.8884118658617e6
156,-1.0e6,5.88781284585295e6,5.88781284585295e6,6.88781284585295e6
157,-1.0e6,5.88781284585295e6,6.303185209631862e6,6.88781284585295e6
158,-1.0e6,5.886813273265526e6,5.886813273265526e6,6.886813273265526e6
159,-1.0e6,5.886813273265526e6,5.94290233786494e6,6.886813273265526e6
160,-1.0e6,5.88597637275424e6,5.88597637275424e6,6.88597637275424e6
161,-1.0e6,5.885569020291088e6,5.885569020291088e6,6.885569020291088e6
162,-1.0e6,5.885569020291088e6,6.016751594728181e6,6.885569020291088e6
163,-1.0e6,5.884870881831751e6,5.884870881831751e6,6.884870881831751e6
164,-1.0e6,5.884531647595011e6,5.884531647595011e6,6.884531647595011e6
165,-1.0e6,5.884531647595011e6,6.090191848623933e6,6.884531647595011e6
166,-1.0e6,5.884018581687343e6,5.884018581687343e6,6.884018581687343e6
167,-1.0e6,5.883755594275328e6,5.883755594275328e6,6.883755594275328e6
168,-1.0e6,5.883755594275328e6,6.163257051976908e6,6.883755594275328e6
169,-1.0e6,5.883382965155481e6,5.883382965155481e6,6.883382965155481e6
170,-1.0e6,5.883204435523578e6,5.883204435523578e6,6.883204435523578e6
171,-1.0e6,5.883204435523578e6,6.235967582297953e6,6.883204435523578e6
172,-1.0e6,5.882968977808302e6,5.882968977808302e6,6.882968977808302e6
173,-1.0e6,5.882968977808302e6,5.891477945159444e6,6.882968977808302e6
174,-1.0e6,5.8828374649920985e6,5.8828374649920985e6,6.8828374649920985e6
175,-1.0e6,5.88275862022733e6,5.88275862022733e6,6.88275862022733e6
176,-1.0e6,5.88275862022733e6,5.963543384096066e6,6.88275862022733e6
177,-1.0e6,5.882692478841522e6,5.882692478841522e6,6.882692478841522e6
178,-1.0e6,5.882627644350424e6,5.882627644350424e6,6.882627644350424e6
179,-1.0e6,5.882627644350424e6,6.035098704041978e6,6.882627644350424e6
180,-1.0e6,5.882575765531992e6,5.882575765531992e6,6.882575765531992e6
181,-1.0e6,5.882524125047124e6,5.882524125047124e6,6.882524125047124e6
182,-1.0e6,5.882524125047124e6,6.10614698443503e6,6.882524125047124e6
183,-1.0e6,5.882488692366397e6,5.882488692366397e6,6.882488692366397e6
184,-1.0e6,5.882439667915978e6,5.882439667915978e6,6.882439667915978e6
185,-1.0e6,5.882439667915978e6,6.176671901687286e6,6.882439667915978e6
186,-1.0e6,5.882404524310645e6,5.882404524310645e6,6.882404524310645e6
187,-1.0e6,5.8823559245955525e6,5.8823559245955525e6,6.8823559245955525e6
188,-1.0e6,5.8823559245955525e6,6.24667871538898e6,6.8823559245955525e6
189,-1.0e6,5.882321426800505e6,5.882321426800505e6,6.882321426800505e6
190,-1.0e6,5.882321426800505e6,5.918278219828168e6,6.882321426800505e6
191,-1.0e6,5.882287111441019e6,5.882287111441019e6,6.882287111441019e6
192,-1.0e6,5.882239452059517e6,5.882239452059517e6,6.882239452059517e6
193,-1.0e6,5.882239452059517e6,5.987445566086317e6,6.882239452059517e6
194,-1.0e6,5.882205405006641e6,5.882205405006641e6,6.882205405006641e6
195,-1.0e6,5.882157809494134e6,5.882157809494134e6,6.882157809494134e6
196,-1.0e6,5.882157809494134e6,6.0561236659000255e6,6.882157809494134e6
197,-1.0e6,5.88212402455125e6,5.88212402455125e6,6.88212402455125e6
198,-1.0e6,5.882077095174653e6,5.882077095174653e6,6.882077095174653e6
199,-1.0e6,5.882077095174653e6,6.124322074453583e6,6.882077095174653e6
200,-1.0e6,5.882043566380058e6,5.882043566380058e6,6.882043566380058e6
201,-1.0e6,5.881996684341099e6,5.881996684341099e6,6.881996684341099e6
202,-1.0e6,5.881996684341099e6,6.1920512246119e6,6.881996684341099e6
203,-1.0e6,5.881963405955702e6,5.881963405955702e6,6.881963405955702e6
204,-1.0e6,5.881917174135995e6,5.881917174135995e6,6.881917174135995e6
205,-1.0e6,5.881917174135995e6,6.259320000026424e6,6.881917174135995e6
206,-1.0e6,5.881884140631852e6,5.881884140631852e6,6.881884140631852e6
207,-1.0e6,5.881884140631852e6,5.944844752625504e6,6.881884140631852e6
208,-1.0e6,5.88185126741021e6,5.88185126741021e6,6.88185126741021e6
209,-1.0e6,5.881805288447544e6,5.881805288447544e6,6.881805288447544e6
210,-1.0e6,5.881805288447544e6,6.011367306194185e6,6.881805288447544e6
211,-1.0e6,5.881772651334365e6,5.881772651334365e6,6.881772651334365e6
212,-1.0e6,5.881727303117672e6,5.881727303117672e6,6.881727303117672e6
213,-1.0e6,5.881727303117672e6,6.077453311544508e6,6.881727303117672e6
214,-1.0e6,5.881694897097561e6,5.881694897097561e6,6.881694897097561e6
215,-1.0e6,5.881649562101734e6,5.881649562101734e6,6.881649562101734e6
216,-1.0e6,5.881649562101734e6,6.143111793255318e6,6.881649562101734e6
217,-1.0e6,5.881617382334362e6,5.881617382334362e6,6.881617382334362e6
218,-1.0e6,5.881572664650953e6,5.881572664650953e6,6.881572664650953e6
219,-1.0e6,5.881572664650953e6,6.20835028958354e6,6.881572664650953e6
220,-1.0e6,5.881540706462643e6,5.881540706462643e6,6.881540706462643e6
221,-1.0e6,5.881540706462643e6,5.904102399003443e6,6.881540706462643e6
222,-1.0e6,5.881508893475907e6,5.881508893475907e6,6.881508893475907e6
223,-1.0e6,5.88146437633426e6,5.88146437633426e6,6.88146437633426e6
224,-1.0e6,5.88146437633426e6,5.968659159076595e6,6.88146437633426e6
225,-1.0e6,5.881432777486127e6,5.881432777486127e6,6.881432777486127e6
226,-1.0e6,5.881388861130284e6,5.881388861130284e6,6.881388861130284e6
227,-1.0e6,5.881388861130284e6,6.032816453991965e6,6.881388861130284e6
228,-1.0e6,5.881357472153997e6,5.881357472153997e6,6.881357472153997e6
229,-1.0e6,5.881313540068782e6,5.881313540068782e6,6.881313540068782e6
230,-1.0e6,5.881313540068782e6,6.096582165128636e6,6.881313540068782e6
231,-1.0e6,5.881282356837426e6,5.881282356837426e6,6.881282356837426e6
232,-1.0e6,5.881239014077265e6,5.881239014077265e6,6.881239014077265e6
233,-1.0e6,5.881239014077265e6,6.159962735873515e6,6.881239014077265e6
234,-1.0e6,5.881208032597429e6,5.881208032597429e6,6.881208032597429e6
235,-1.0e6,5.88116466301651e6,5.88116466301651e6,6.88116466301651e6
236,-1.0e6,5.88116466301651e6,6.222965623241344e6,6.88116466301651e6
237,-1.0e6,5.881133879422302e6,5.881133879422302e6,6.881133879422302e6
238,-1.0e6,5.881133879422302e6,5.929890454320407e6,6.881133879422302e6
239,-1.0e6,5.881103225664571e6,5.881103225664571e6,6.881103225664571e6
240,-1.0e6,5.881060613977941e6,5.881060613977941e6,6.881060613977941e6
241,-1.0e6,5.881060613977941e6,5.992277731371304e6,6.881060613977941e6
242,-1.0e6,5.881030151930959e6,5.881030151930959e6,6.881030151930959e6
243,-1.0e6,5.880987499698561e6,5.880987499698561e6,6.880987499698561e6
244,-1.0e6,5.880987499698561e6,6.054304628786489e6,6.880987499698561e6
245,-1.0e6,5.880957225809864e6,5.880957225809864e6,6.880957225809864e6
246,-1.0e6,5.880915138863214e6,5.880915138863214e6,6.880915138863214e6
247,-1.0e6,5.880915138863214e6,6.115976689155347e6,6.880915138863214e6
248,-1.0e6,5.880885049688701e6,5.880885049688701e6,6.880885049688701e6
249,-1.0e6,5.880842912625454e6,5.880842912625454e6,6.880842912625454e6
250,-1.0e6,5.880842912625454e6,6.177300504437174e6,6.880842912625454e6
251,-1.0e6,5.880813004824838e6,5.880813004824838e6,6.880813004824838e6
252,-1.0e6,5.880813004824838e6,5.892556606447816e6,6.880813004824838e6
253,-1.0e6,5.880783216133719e6,5.880783216133719e6,6.880783216133719e6
254,-1.0e6,5.880741799704822e6,5.880741799704822e6,6.880741799704822e6
255,-1.0e6,5.880741799704822e6,5.953312044339446e6,6.880741799704822e6
256,-1.0e6,5.880712187039467e6,5.880712187039467e6,6.880712187039467e6
257,-1.0e6,5.880670708600605e6,5.880670708600605e6,6.880670708600605e6
258,-1.0e6,5.880670708600605e6,6.013734395545214e6,6.880670708600605e6
259,-1.0e6,5.880641268876975e6,5.880641268876975e6,6.880641268876975e6
260,-1.0e6,5.880600334894651e6,5.880600334894651e6,6.880600334894651e6
261,-1.0e6,5.880600334894651e6,6.073828454143947e6,6.880600334894651e6
262,-1.0e6,5.880571065117738e6,5.880571065117738e6,6.880571065117738e6
263,-1.0e6,5.880530060798558e6,5.880530060798558e6,6.880530060798558e6
264,-1.0e6,5.880530060798558e6,6.133600091842669e6,6.880530060798558e6
265,-1.0e6,5.8805009580588015e6,5.8805009580588015e6,6.8805009580588015e6
266,-1.0e6,5.880460490106084e6,5.880460490106084e6,6.880460490106084e6
267,-1.0e6,5.880460490106084e6,6.19305382048183e6,6.880460490106084e6
268,-1.0e6,5.88043155157602e6,5.88043155157602e6,6.88043155157602e6
269,-1.0e6,5.88043155157602e6,5.917531127813039e6,6.88043155157602e6
270,-1.0e6,5.880402720600798e6,5.880402720600798e6,6.880402720600798e6
271,-1.0e6,5.88036232472764e6,5.88036232472764e6,6.88036232472764e6
272,-1.0e6,5.88036232472764e6,5.976466844410228e6,6.88036232472764e6
273,-1.0e6,5.880333654190355e6,5.880333654190355e6,6.880333654190355e6
274,-1.0e6,5.880293781751822e6,5.880293781751822e6,6.880293781751822e6
275,-1.0e6,5.880293781751822e6,6.035097675083033e6,6.880293781751822e6
276,-1.0e6,5.880265267712031e6,5.880265267712031e6,6.880265267712031e6
277,-1.0e6,5.880225311734448e6,5.880225311734448e6,6.880225311734448e6
278,-1.0e6,5.880225311734448e6,6.093428879637932e6,6.880225311734448e6
279,-1.0e6,5.880196952521898e6,5.880196952521898e6,6.880196952521898e6
280,-1.0e6,5.880157509814317e6,5.880157509814317e6,6.880157509814317e6
281,-1.0e6,5.880157509814317e6,6.151464396844007e6,6.880157509814317e6
282,-1.0e6,5.880129302079729e6,5.880129302079729e6,6.880129302079729e6
283,-1.0e6,5.880129302079729e6,5.882898144176165e6,6.880129302079729e6
284,-1.0e6,5.880101194548523e6,5.880101194548523e6,6.880101194548523e6
285,-1.0e6,5.880061803348143e6,5.880061803348143e6,6.880061803348143e6
286,-1.0e6,5.880061803348143e6,5.940451427045487e6,6.880061803348143e6
287,-1.0e6,5.880034028480269e6,5.880034028480269e6,6.880034028480269e6
288,-1.0e6,5.879998378513384e6,5.879998378513384e6,6.879998378513384e6
289,-1.0e6,5.879998378513384e6,5.997727544423509e6,6.879998378513384e6
290,-1.0e6,5.879977323978523e6,5.879977323978523e6,6.879977323978523e6
291,-1.0e6,5.879941858250426e6,5.879941858250426e6,6.879941858250426e6
292,-1.0e6,5.879941858250426e6,6.054727285052745e6,6.879941858250426e6
293,-1.0e6,5.879920912407786e6,5.879920912407786e6,6.879920912407786e6
294,-1.0e6,5.879887042945118e6,5.879887042945118e6,6.879887042945118e6
295,-1.0e6,5.879887042945118e6,6.111457991471352e6,6.879887042945118e6
296,-1.0e6,5.879876675274902e6,5.879876675274902e6,6.879876675274902e6
297,-1.0e6,5.8798467919439655e6,5.8798467919439655e6,6.8798467919439655e6
298,-1.0e6,5.8798467919439655e6,6.167925987198968e6,6.8798467919439655e6
299,-1.0e6,5.879837072602374e6,5.879837072602374e6,6.879837072602374e6
300,-1.0e6,5.879837072602374e6,5.907156378295075e6,6.879837072602374e6
301,-1.0e6,5.879829139145567e6,5.879829139145567e6,6.879829139145567e6
302,-1.0e6,5.879802381402368e6,5.879802381402368e6,6.879802381402368e6
303,-1.0e6,5.879802381402368e6,5.963187369066539e6,6.879802381402368e6
304,-1.0e6,5.879797892499573e6,5.879797892499573e6,6.879797892499573e6
305,-1.0e6,5.879771266677025e6,5.879771266677025e6,6.879771266677025e6
306,-1.0e6,5.879771266677025e6,6.018958113207168e6,6.879771266677025e6
307,-1.0e6,5.879770070649353e6,5.879770070649353e6,6.879770070649353e6
308,-1.0e6,5.879746423829733e6,5.879746423829733e6,6.879746423829733e6
309,-1.0e6,5.879746423829733e6,6.074478835680786e6,6.879746423829733e6
310,-1.0e6,5.879746423829733e6,5.87974766363484e6,6.879746423829733e6
311,-1.0e6,5.879724131143785e6,5.879724131143785e6,6.879724131143785e6
312,-1.0e6,5.879724131143785e6,6.129744906249104e6,6.879724131143785e6
313,-1.0e6,5.879724131143785e6,5.879725365357402e6,6.879724131143785e6
314,-1.0e6,5.879701945552518e6,5.879701945552518e6,6.879701945552518e6
315,-1.0e6,5.879701945552518e6,6.184759786877796e6,6.879701945552518e6
316,-1.0e6,5.879701945552518e6,5.879703337376346e6,6.879701945552518e6
317,-1.0e6,5.879701945552518e6,5.931140614888197e6,6.879701945552518e6
318,-1.0e6,5.879701945552518e6,5.879706807292121e6,6.879701945552518e6
319,-1.0e6,5.879685229157943e6,5.879685229157943e6,6.879685229157943e6
320,-1.0e6,5.879685229157943e6,5.985749449523252e6,6.879685229157943e6
321,-1.0e6,5.879685229157943e6,5.879691580621177e6,6.879685229157943e6
322,-1.0e6,5.879671239966418e6,5.879671239966418e6,6.879671239966418e6
323,-1.0e6,5.879671239966418e6,6.040119192940055e6,6.879671239966418e6
324,-1.0e6,5.879671239966418e6,5.879678014156482e6,6.879671239966418e6
325,-1.0e6,5.879657767599322e6,5.879657767599322e6,6.879657767599322e6
326,-1.0e6,5.879657767599322e6,6.094249756609132e6,6.879657767599322e6
327,-1.0e6,5.879657767599322e6,5.879664510930613e6,6.879657767599322e6
328,-1.0e6,5.879644357177104e6,5.879644357177104e6,6.879644357177104e6
329,-1.0e6,5.879644357177104e6,6.148144261232132e6,6.879644357177104e6
330,-1.0e6,5.879644357177104e6,5.879651380035029e6,6.879644357177104e6
331,-1.0e6,5.879644357177104e6,5.899989070028776e6,6.879644357177104e6
332,-1.0e6,5.879644357177104e6,5.879660269801007e6,6.879644357177104e6
333,-1.0e6,5.879641363917467e6,5.879641363917467e6,6.879641363917467e6
334,-1.0e6,5.879641363917467e6,5.953500184495918e6,6.879641363917467e6
335,-1.0e6,5.879641363917467e6,5.87965021404437e6,6.879641363917467e6
336,-1.0e6,5.879631392751337e6,5.879631392751337e6,6.879631392751337e6
337,-1.0e6,5.879631392751337e6,6.006783224505652e6,6.879631392751337e6
338,-1.0e6,5.879631392751337e6,5.879640203764702e6,6.879631392751337e6
339,-1.0e6,5.879621549748802e6,5.879621549748802e6,6.879621549748802e6
340,-1.0e6,5.879621549748802e6,6.059841345702724e6,6.879621549748802e6
341,-1.0e6,5.879621549748802e6,5.879630592927819e6,6.879621549748802e6
342,-1.0e6,5.879612639192124e6,5.879612639192124e6,6.879612639192124e6
343,-1.0e6,5.879612639192124e6,6.112678508198339e6,6.879612639192124e6
344,-1.0e6,5.879612639192124e6,5.879623344780606e6,6.879612639192124e6
345,-1.0e6,5.879606070042055e6,5.879606070042055e6,6.879606070042055e6
346,-1.0e6,5.879606070042055e6,6.165298550429292e6,6.879606070042055e6
347,-1.0e6,5.879606070042055e6,5.879618258463033e6,6.879606070042055e6
348,-1.0e6,5.879606070042055e6,5.9233244970553e6,6.879606070042055e6
349,-1.0e6,5.879606070042055e6,5.87963041204983e6,6.879606070042055e6
350,-1.0e6,5.879606070042055e6,5.879613740735506e6,6.879606070042055e6
