Iteration,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
209,-3.4890604092128688,-6.930761791945055,-8.670622398765206,-0.9595966321514766,-9.194661370154142,-6.569253727891943,-4.582394417055513,-9.884760945802919,-6.583097444881312,-9.636200305074096,-0.663376078792757,-10.0,-3.355316891376808,-0.8023446601085805,-9.56456300480196,-10.0,0.10403645168283271,-3.2912729728875108,-3.1287423939550596,-9.395646341593535,-9.718430920646886,-2.82335644493533,-7.334266173757331,-9.93600344201902,-9.924547590941541,5.528345893448804,-5.860592152971872,-4.838143786332992,-1.6400998820188744,-7.135545004395467,-2.3596077013987085,-9.781897610249342,-4.976627513157316,-2.341286460545844,-1.65679710356665,-4.527884885280074,-1.1005943388315678,-0.523026603553015,-8.05143667906307,-3.9305748129849496,-9.946141448410485,-6.7919440860738955,-2.886415908793088,-2.621447773714854,-7.3005228402408076,-9.95054247653692,-2.1614511099211224,-8.410846822021336,5.3965891953144105,-10.0,-3.5329354946027793,-9.960347719921149,-1.4744708701012987,2.6641370511278244,-9.907617668309795,-9.882063616458515,-1.4358988729486395,-1.359155588739499,-6.753503914530703,0.5300229325179666,-9.277000176401462,-0.9904360331979234,-9.15482089604694,-9.137629665672558,-2.703873736746592,-7.407163445214874,-3.287257980743934,-5.394978375464461,-8.039552559362408,-9.989938922181537,-8.101819807002887,-9.943497398102126,-8.16959264322851,-0.9958905504912753,-9.93475792999181,-4.535399362198857,-10.0,-1.1946933391957695,-5.9520932939537685,-10.0,-10.0,-9.958104286488291,-9.922859671465256,-6.249732022144194,-1.1148300062189622,-9.911334968042585,-7.634359244492697,-9.987249849429453,-9.450455850927467,-4.54088274921567,-9.801314378047708,-4.103430368665431,0.22891642079975716,-1.019359262497108,-9.816224382959717,-3.294434233406874,-10.0,-1.0998535859071383,-10.0,-9.822799776182691
210,-3.409865914292944,-6.942406200796049,-8.676641477611179,-0.9614844330876835,-9.359836925490285,-6.616779107855592,-4.614741445170914,-9.995090844994769,-6.626695885051702,-9.66041805903991,-0.6040959239815801,-10.0,-3.3131683197641766,-0.796423095796581,-9.684556055316895,-10.0,0.09286866295618446,-3.376050332573511,-3.2118148210861808,-9.351319445858767,-9.603952313647516,-2.884342545973892,-7.359930927752817,-10.0,-9.946314778017763,5.564061118658329,-5.734817297320001,-4.857499071936981,-1.6459407749368677,-7.222374894884607,-2.3728222553304046,-9.76257407488105,-4.97072803492234,-2.2349970732478646,-1.6114179738023735,-4.530056904570186,-1.1972769427449435,-0.4705796512872671,-7.900033092787604,-3.8616219616682144,-9.882671487522334,-6.6591531515665485,-2.7977252685014387,-2.5885551038542127,-7.255756762842942,-9.970152385618423,-1.9772052882394864,-8.507095891736425,5.553625023140127,-10.0,-3.484972538925364,-9.921339846100071,-1.4400847535578551,2.59613415512029,-9.96905697886115,-9.84151917181173,-1.390201101177486,-1.3608864012162076,-6.8318016247369115,0.6076270114326245,-9.262087883811573,-0.9702880710907974,-9.197185522301218,-9.056096344433325,-2.679812983334849,-7.352695993173337,-3.2927205506356487,-5.276154779926001,-7.856456686810572,-9.951142801913928,-8.076806785045177,-9.960772791865722,-8.227244218812023,-0.9855746580633576,-9.97190799272214,-4.434888104324914,-9.972958212959101,-1.1710613378226595,-6.0601397671056345,-10.0,-10.0,-10.0,-9.906892985299917,-6.361555817590043,-0.9456183903132419,-10.0,-7.573614971179037,-9.834626262583578,-9.47781321525996,-4.5646805771371515,-9.752112964416485,-4.095117339817315,0.19068120844449515,-1.1615492892285255,-9.765948995508595,-3.334488454183348,-10.0,-1.0762432398960877,-10.0,-9.73875139315769
211,-3.2275512140163456,-6.844274813110785,-8.787886317107763,-0.8997567941985251,-9.408204438266981,-6.593402259496204,-4.589725729022822,-10.0,-6.67358803228532,-9.590183399544568,-0.639051498009932,-10.0,-3.324155976837004,-0.9010777756577093,-9.695887594123784,-10.0,0.13080574984349458,-3.3597023619571513,-3.143997122673911,-9.505897703961754,-9.66644676687614,-2.884121273373657,-7.379283284025582,-9.946487491655553,-9.915276827179177,5.619820507648757,-5.78705115736657,-4.883151502145195,-1.6835723939045606,-7.189163696866994,-2.259185400252128,-9.649725298209653,-4.938703710191822,-2.107604386128786,-1.5656339142989772,-4.495049347228841,-1.2214662054136365,-0.5887051872789272,-7.775731617094347,-3.77086763294137,-9.84982939896252,-6.700823054048155,-2.824611791082096,-2.549942653380655,-7.217697623151828,-9.885626970337853,-1.9485816388007742,-8.511015466803407,5.569719435120626,-9.97189266750877,-3.515102076629594,-9.901610896960998,-1.5575257972982255,2.6203169520135634,-9.949551039185256,-9.913702928490652,-1.3755057113064169,-1.38147732941986,-6.811147462566967,0.6115196325783265,-9.303670808677365,-1.0059141755643215,-9.183054025178533,-8.961640744366658,-2.6102850403713873,-7.351925652009735,-3.2791314723801253,-5.342687554274826,-7.814035004177707,-9.954492863726806,-8.100905616887209,-9.98202688599761,-8.203833725838765,-0.9089925717033882,-10.0,-4.421475749723931,-9.956789441673118,-1.1298296622981105,-5.995766639070475,-10.0,-9.871068968354516,-9.949056680285368,-9.903553345672407,-6.235058596304103,-0.8822405677738985,-10.0,-7.678369157552799,-9.843868929236672,-9.55863554531749,-4.486724275365113,-9.81975060496187,-4.065590963389811,0.060450151744404323,-1.1728530444712275,-9.887241433494193,-3.2750889711576763,-10.0,-1.1285616274776447,-10.0,-9.790746252643496
212,-3.1665423254267533,-6.891162633172059,-8.756357832699816,-0.9830172000449868,-9.417673068718527,-6.603016927890621,-4.578236546847189,-10.0,-6.677425354967697,-9.576565179503666,-0.5829779567470623,-9.899211901439807,-3.312447874566149,-0.7638682270553134,-9.633634682173062,-9.9430434525711,0.17323700586650348,-3.3413120025173697,-3.182821828023546,-9.507545140737967,-9.459402580709515,-2.889475211008711,-7.2876765523314555,-9.989456822726074,-9.99490849268791,5.583430881045669,-5.849288739406667,-4.892618009686352,-1.554388721620385,-7.16125038587204,-2.3770639210563087,-9.586147271487768,-4.796349748010315,-2.104824988835602,-1.4783276783855026,-4.446827840560627,-1.0942789154821748,-0.567618158988296,-7.829569250137212,-3.8376538604853625,-9.844085841701736,-6.776629145595642,-2.775343680089465,-2.557639276526192,-7.172387980754958,-9.982229507132766,-2.002447564943945,-8.483805455350044,5.682543929044556,-10.0,-3.564196572869165,-9.977572088204507,-1.5329519639986093,2.638828241383054,-10.0,-10.0,-1.466159315688178,-1.4212801333608513,-6.843660044361313,0.6121893810647308,-9.266822807759889,-1.1003239295361826,-9.137313405472451,-8.991309859515267,-2.6199972892916645,-7.323060648762695,-3.3253959033283524,-5.415221145029335,-7.863884297878283,-9.981403982593834,-8.104169735658276,-10.0,-8.152808479550977,-0.9088982991851339,-10.0,-4.4432764136956076,-9.971673768683244,-1.1226570666544828,-6.049810418289321,-9.976369477327284,-9.859891775791585,-9.945116133660688,-9.854703431530556,-6.243797763466529,-0.7740718127059883,-10.0,-7.660281483416147,-9.95739428346135,-9.642541802094534,-4.484981519543713,-9.836650578755583,-4.016031710394463,0.0752957437410784,-1.1440102950729585,-9.783741824805135,-3.3111919392408895,-9.952364295730753,-1.1110680155966597,-10.0,-9.669379728244982
213,-3.1684073616983333,-6.876310659052257,-8.881311200510082,-0.9268327499880065,-9.413616272633817,-6.559605428775918,-4.619022361257737,-10.0,-6.698352336057827,-9.469479956912163,-0.5422101752609304,-9.940900580104055,-3.2189536803307184,-0.8696325930756381,-9.705339995583932,-9.875181578173674,0.12400244046752731,-3.3385758057549086,-3.0332653327064114,-9.459103930927027,-9.547764188028374,-2.9283513628021223,-7.266174203500667,-9.956169008638836,-10.0,5.552115295814269,-5.834201495769799,-4.877744518611901,-1.563753820833722,-7.196919730573913,-2.3541692857051424,-9.67214644869644,-4.725280847066984,-2.229084268602905,-1.5069181524204107,-4.41314568564388,-1.1184591492550247,-0.513762747727241,-7.749040261176299,-3.8585963263804004,-9.8629921781204,-6.686069258152668,-2.748941889309783,-2.529251435057871,-7.203569733053336,-9.973937367357486,-2.0238380978202652,-8.534825751879369,5.662746573250496,-10.0,-3.5870167301649856,-9.902371383553819,-1.5327916117105187,2.7299397588869434,-10.0,-10.0,-1.3918475640835621,-1.4338405465769337,-6.809744563227879,0.5259567064475604,-9.160316532947476,-1.0194635003558798,-9.266768238367021,-9.001238378849065,-2.6403789711023897,-7.2476432126943475,-3.2137855117959213,-5.35748034477784,-7.946147209780501,-10.0,-8.077030409534395,-10.0,-8.179107997125538,-0.8304608065392929,-9.997671721394683,-4.319324240583653,-9.994412121709507,-1.1446456823225322,-6.0318953613959065,-10.0,-9.841041800010032,-9.8484146727708,-9.893431501002787,-6.151472216882103,-0.7420924549716142,-10.0,-7.517831984567943,-9.972870937825467,-9.698425368761818,-4.3568321806371095,-9.879563840932388,-4.1078366986966275,0.14131158269710856,-1.0829891637416587,-9.835227792681238,-3.338057804926884,-10.0,-1.0463254914799638,-9.958059074271706,-9.715105615684985
214,-3.136299015716327,-6.89578776939088,-8.82298837413763,-0.9472236328185619,-9.42223648697739,-6.553123494813763,-4.6134993645931734,-10.0,-6.5378974618823325,-9.50717911471597,-0.5785866486736397,-9.972734066552423,-3.185180484615377,-0.7347688447798774,-9.621058191311704,-9.974893936069316,0.14785244009513218,-3.3226704053290024,-3.1235080560783333,-9.43150995184486,-9.592406140081676,-2.9849923745461053,-7.201545893832275,-9.947982673476657,-10.0,5.759204091893968,-5.777081281092101,-4.9172299667799,-1.551744859549645,-7.154011405628004,-2.3248971976102193,-9.672399289539433,-4.805864285589195,-2.1521208059522263,-1.4031198421242026,-4.431456698915883,-1.0472068907028713,-0.40753181492336593,-7.761504137297959,-3.8909401664838947,-9.998342487636776,-6.718042715727285,-2.8169784715078827,-2.4502741420950236,-7.242155158852273,-9.972470820455953,-1.9977475997195895,-8.5379368128667,5.667028205323545,-9.843353685645663,-3.5998019561669232,-9.971391481029151,-1.5823589037977044,2.640361873512969,-10.0,-9.967511938215043,-1.3929385210925176,-1.3277683583856437,-6.839949798158673,0.5412370716079453,-9.266911272452141,-0.9782018551337233,-9.277405487499058,-8.948493361616002,-2.608764138880877,-7.311172961831399,-3.2129136761160195,-5.334585607116416,-7.926548896465077,-9.915632856465841,-8.082495107935626,-9.944128974477062,-8.163849378642954,-0.871762406083552,-9.946265584650302,-4.347884109931418,-9.897888201126653,-1.1898418348271724,-5.989337812469328,-9.938748042118123,-9.879599158866885,-9.948403194119095,-9.930344741900559,-6.1208681883771225,-0.7988286850652847,-10.0,-7.478118435551106,-10.0,-9.736755971046417,-4.4221359293033515,-9.808867656668527,-3.966846735368128,0.24200718330625415,-1.0053818566567567,-9.887890368061083,-3.383631392327212,-10.0,-1.0154838312061005,-9.902087292894834,-9.70910655419009
215,-3.2382475933430492,-6.90309319137802,-8.8436576543611,-0.9398122079747555,-9.358629303165968,-6.527172010102424,-4.5596643667807735,-9.986844188720752,-6.519586466683885,-9.60763833057221,-0.5531373354811194,-9.940995542034404,-3.258613234157191,-0.7135846195896438,-9.599498583126813,-9.893704022324133,0.1588595986380499,-3.205297813172245,-3.0358866591648086,-9.441164386262395,-9.655620911270326,-3.0378484835195243,-7.2100566007322655,-9.99152881871587,-10.0,5.80604128109945,-5.890963753907609,-4.936309004800333,-1.4263726696714876,-7.047970878962347,-2.3040924342357076,-9.668367372668285,-4.809534840680768,-2.1084784651110007,-1.4096306686003146,-4.4937090091550145,-0.9399394257883353,-0.4171933000148479,-7.874798387634712,-3.697080146607191,-10.0,-6.673942026071559,-2.786982710159609,-2.614690420702732,-7.301444328804331,-9.929906773404772,-1.9178785103414406,-8.57519399422541,5.747973400337415,-9.84905587230509,-3.5279132661996733,-9.963415190404437,-1.572472472457613,2.6036174337515576,-9.948459656783083,-10.0,-1.5064314994085473,-1.3700508382547294,-6.8461665323880645,0.5823529284120149,-9.168709439701809,-1.000188346700252,-9.283835628671625,-8.969199585010232,-2.698134658320532,-7.434203952430503,-3.1249122605254955,-5.307087010696868,-7.863518598533921,-9.991648889004116,-8.125816047100825,-9.914852948161272,-8.18970278557821,-0.8912542936872695,-10.0,-4.345496043578286,-9.91625843566397,-1.166388555171897,-5.9379882590740936,-9.921446768786325,-9.998710117975488,-9.838489012145985,-9.84199861811384,-6.158061220689443,-0.7581990634645586,-10.0,-7.551693343640288,-10.0,-9.74908387317727,-4.561993593418504,-9.93227885717826,-3.9585606362405095,0.30649245940553566,-0.9754161907751852,-9.844694300619832,-3.3137476332038016,-9.856595453623312,-0.9655051370335861,-9.874606068748522,-9.68163648149673
216,-3.306672760696054,-6.877695662448444,-8.780518423199624,-0.8037711258279662,-9.380248918380733,-6.520668001476101,-4.512720595492479,-9.920333427344005,-6.468793947057726,-9.700021763863134,-0.4558251781673492,-10.0,-3.2889373831636686,-0.6478774632433805,-9.580084170346705,-9.94290987600417,0.08514744248539322,-3.1791973738043438,-2.95774991853829,-9.38103725930241,-9.661739954300069,-2.9153493793796796,-7.206757578776428,-10.0,-10.0,5.7234940922814905,-6.0206550969155055,-4.810548597449085,-1.4706249018289004,-7.126595535442076,-2.2875487229232823,-9.64725585042881,-4.614699965820609,-2.144145355833537,-1.3578705227314314,-4.541976243651253,-0.9933272834463752,-0.4955593953688019,-7.959419621458614,-3.638135412192686,-9.988366388635065,-6.670267681446658,-2.787100532011353,-2.587131731320218,-7.3334145534396455,-9.993103204615098,-1.8880810839829358,-8.628165582452798,5.625777639835594,-9.905209426712505,-3.3897392909769097,-9.942401961353639,-1.5190124534749996,2.6542939379756945,-9.86392579234492,-9.938085493312613,-1.5866405895921531,-1.4341113251849125,-7.012789769750577,0.528611103383481,-9.246995924283238,-0.9401300144320459,-9.36762962664295,-8.95496780193208,-2.7042757562306363,-7.325108801344161,-3.1645182917121066,-5.339239903575284,-7.834089125884824,-10.0,-8.093070545587473,-9.88715490436499,-8.191249986184399,-0.8575868149075188,-9.982296975379844,-4.238826884270214,-9.951144091926084,-1.1205256164387454,-5.934316224210247,-10.0,-10.0,-9.779633687534325,-9.959694738717037,-6.229660371438555,-0.7382619275895191,-9.957451864231952,-7.6505475587536,-9.955593663175629,-9.690871484795133,-4.543595111148199,-9.893876659640005,-4.0244495186113625,0.3004622308094046,-0.9719127230737976,-9.853235246452876,-3.3278099563847903,-9.88399555818641,-0.8823580582841812,-9.808628429710899,-9.746915096822283
217,-3.276436303054283,-6.911857842490416,-8.824261987379227,-0.8482788029216765,-9.473572841017992,-6.518921889938676,-4.4186784861650334,-9.916732344142401,-6.396229385366817,-9.621542238213493,-0.33061714752866883,-9.98547333808457,-3.4010303025598216,-0.6049469676683312,-9.629900163995835,-9.995850803714106,0.12801743174591465,-3.1762574846366225,-3.0349204343080602,-9.3203916104168,-9.595051749330546,-2.7700831609481495,-7.259993086387255,-10.0,-10.0,5.690258170840548,-6.037485871798301,-4.840643763834313,-1.4954444596567205,-7.197689678772092,-2.2103297175951706,-9.640756654399656,-4.706145059598312,-2.0141435979992446,-1.349569590236092,-4.488065532736498,-1.1320390519782202,-0.639217936391869,-8.003701017689966,-3.510643297802698,-10.0,-6.646298583104419,-2.637273505539938,-2.515418898678872,-7.407957466049113,-10.0,-1.8782160754580615,-8.567449737657583,5.722909861036729,-9.957596321208737,-3.4374317549854903,-9.898800053998118,-1.5561728092757945,2.7301463696123927,-9.989520592156921,-9.919353339899283,-1.4140836827608232,-1.5646111879530689,-7.028733177286513,0.6445935296096221,-9.207503227519007,-0.8911548668297028,-9.293972298136257,-8.955073683425693,-2.7083102501020875,-7.330873697830186,-3.197213321004803,-5.252669406205477,-7.837600543452758,-10.0,-8.04194437175181,-9.863971441508166,-8.143726084080207,-0.8241007304734819,-9.99790740115713,-4.1768576189800095,-9.950743507321858,-1.0590660585171887,-5.944288161612688,-9.977568753985876,-9.989765107241928,-9.829793754221624,-10.0,-6.215966565996638,-0.8065535873364146,-10.0,-7.615070273068777,-9.992715196722193,-9.656785462149763,-4.4560402349573645,-9.828437590212527,-3.9682398161274794,0.34754930433012177,-0.9851655798117694,-9.909278034210505,-3.269593297034952,-9.805853968643726,-0.9515997653634307,-9.799163124226897,-9.83228209962254
218,-3.311610534718571,-6.9500542903407405,-8.732506656075389,-0.7458138791917217,-9.409943728725283,-6.500251491870332,-4.376792485905428,-9.846046583525386,-6.524929023268175,-9.701343983231329,-0.39031804249255847,-10.0,-3.3309811987890146,-0.6698005780223035,-9.604383526415365,-9.967507056751055,0.1285066311415059,-3.137869014030073,-2.827928127214222,-9.384974185904921,-9.613519142791604,-2.6940908677466853,-7.264039703152608,-9.917716073449416,-9.951827747019315,5.797236686979846,-5.974422748656274,-4.737225385778506,-1.4816465367482528,-7.1259437480551,-2.179107509843471,-9.695299106175367,-4.735350044524748,-2.0946986184744474,-1.3462048748789996,-4.397988791801699,-0.9639890145333418,-0.5067902411216243,-8.038306755868248,-3.5742766609307624,-9.933774875585227,-6.699627109679859,-2.7245736256322552,-2.4466975961149116,-7.2801370669715695,-10.0,-1.8248413696351822,-8.558828145316824,5.749627143571769,-9.929201415561492,-3.4774071533391937,-9.967481242346235,-1.4243849663795023,2.736529621517866,-9.890569428270066,-9.897405076082144,-1.470360031349098,-1.384942982737864,-6.892954307008868,0.7570747498818615,-9.217001817205805,-0.8191033501554497,-9.275884431262241,-8.991875037426047,-2.5796061418166407,-7.391680504354367,-3.1307046915849144,-5.2890628516025515,-7.873416977711262,-9.955059882866713,-8.064564582870524,-9.978755909701285,-8.160478250245681,-0.7417357003485017,-10.0,-4.282033820734099,-10.0,-1.023149528557139,-5.943735052551644,-9.925005693219052,-10.0,-9.91988725296604,-10.0,-6.228097704621747,-0.7629264624514929,-9.980749100797212,-7.673964854019328,-9.964384096467947,-9.582081670558514,-4.498345273741313,-9.943478534893952,-4.024237087779819,0.40701256981067263,-0.9146553786369557,-10.0,-3.1720877509343737,-9.838784871100918,-0.9763870885838092,-9.807431975876428,-9.836516320077347
219,-3.2739516427780404,-6.878872420698703,-8.722671759929671,-0.7325982269276838,-9.332160271217415,-6.516994510397987,-4.330051999991982,-9.816880251339452,-6.516577508441934,-9.55008452703125,-0.3790093551474357,-10.0,-3.3792137173334993,-0.6874483484838909,-9.547051938936075,-10.0,0.12854659077837557,-3.1839006239776335,-2.8900136371469602,-9.388330172494106,-9.670599678879999,-2.7147238085131784,-7.300115820938994,-9.855204556633453,-10.0,5.731988575791917,-5.875222197437721,-4.750599808952891,-1.396649755022336,-7.185824725666222,-2.260480079288723,-9.70892627357575,-4.722747798899314,-2.1685765869070277,-1.3319569106761744,-4.368522706447054,-0.9749985988147892,-0.462450923981215,-8.009709866170157,-3.6268937995543946,-9.881166112558127,-6.694463118898985,-2.7251346202855014,-2.4352727547555517,-7.327046640638905,-9.951690139170342,-1.9660490293225723,-8.432567065728055,5.7884940946841095,-10.0,-3.4983838085509795,-10.0,-1.3023890717479605,2.904640272009166,-9.818052161455515,-9.996825535919058,-1.398826078968517,-1.3805848124336144,-6.77304943035841,0.7566322798352282,-9.260982219208186,-0.8682986524910615,-9.271734253088614,-9.031311087694572,-2.5496495172856894,-7.3395511158787095,-3.104562699557521,-5.358803245410718,-7.937976029697596,-9.945232272522068,-8.039591330047921,-9.936592663584888,-8.184170228735086,-0.7410284937857815,-9.999511125306062,-4.297354632053183,-10.0,-0.8149603556802633,-5.950115105379404,-10.0,-10.0,-9.878963730165292,-10.0,-6.201703243892039,-0.6410452581079068,-9.926603174074891,-7.661587259819684,-10.0,-9.498444530455247,-4.509897096531835,-9.981898426876628,-3.9605504643456246,0.47765242077939263,-0.8306161528243557,-9.94417047968274,-3.2248859330277213,-9.93811729365842,-0.9026175325139653,-9.831746707408437,-9.876486343553111
220,-3.301701026783719,-6.947754304253713,-8.782821072829515,-0.7420977649791877,-9.293163960601877,-6.365776497606774,-4.357591042966516,-9.901067467105737,-6.497097417906926,-9.588358528940788,-0.38767101521816255,-10.0,-3.348180004824458,-0.7693486626837509,-9.542031178874018,-10.0,0.21640999817135992,-3.292345061475354,-2.962678792097902,-9.398420663180415,-9.588557220553925,-2.7332841332421514,-7.345678950891488,-9.911790985851052,-9.985130587834819,5.790937627149654,-5.98127780574551,-4.747534208909766,-1.3652718583607086,-7.219192937457574,-2.1891400418804543,-9.801456457862354,-4.756055124941684,-2.234052723873037,-1.3793235752645499,-4.494448636144496,-0.91405622398408,-0.4882881635035276,-7.939452946310827,-3.652604020696812,-9.898708899827396,-6.671164868863916,-2.767205755036435,-2.3857274599905747,-7.220274824168915,-10.0,-1.800250718970677,-8.514911940802328,5.7228901254044615,-10.0,-3.4196181771527137,-10.0,-1.3493846062937749,2.843197611534789,-9.8004138892285,-10.0,-1.5494139538321359,-1.3125828303321179,-6.808136179870299,0.6678833386118636,-9.198549103338644,-0.8309812121293704,-9.370777700505146,-8.952847614593674,-2.627340607546579,-7.398853108762792,-2.9967755861849423,-5.372185581186278,-7.972090568486624,-9.99342484049626,-8.070405385543468,-9.944558594035838,-8.18716663207668,-0.7708386117948088,-9.936568273033416,-4.339204513757875,-9.97074140838564,-0.8420852972554684,-5.9295283263667855,-9.972827845523245,-9.999364696398619,-9.899762947822516,-9.923442009560576,-6.236282429515933,-0.670135849745579,-9.894293688663966,-7.658020662992307,-9.895903061551072,-9.525142618814428,-4.479201746829264,-9.868867895432007,-3.962862367140972,0.5612769764345459,-0.8200790209415622,-9.892589508980985,-3.3103423079025553,-9.844709167643126,-0.933860268815549,-9.936502868810711,-9.750982330855168
221,-3.1944641467507613,-6.93168921925002,-8.743184224155794,-0.742939461600164,-9.244526360101924,-6.43693536946978,-4.356872445434045,-9.867848465545354,-6.486115303404014,-9.620466836425607,-0.3631166378197883,-10.0,-3.1808685440375832,-0.5832354527566479,-9.557082535100395,-10.0,0.3216721315449431,-3.2809577662739273,-2.908801556832947,-9.466522579707588,-9.60034165467391,-2.7387698340728788,-7.326351370521963,-9.972055645608446,-9.89576868825254,5.75322575662118,-6.011146171501417,-4.782015682141549,-1.402415832975925,-7.239470106803613,-2.214599995982996,-9.846108228128447,-4.7512097858206355,-2.092063340532237,-1.4092185820117265,-4.587408899716494,-0.8592869055222919,-0.4972363758068405,-7.97495214789874,-3.699602678837142,-9.966402152453574,-6.593668168357454,-2.6878857505067413,-2.5419888287949055,-7.200707923833685,-9.970271633996306,-1.7715772472819862,-8.494961131882041,5.7294663841148985,-10.0,-3.298974581257808,-9.966382136225622,-1.2936804986031702,2.9645930585168707,-9.929447833273105,-9.909478608382981,-1.4307681619823858,-1.3986702391646675,-6.866155422858705,0.6369927429197174,-9.150809638169859,-0.8156404234398655,-9.340626563649492,-9.017079129758542,-2.689914997314844,-7.320955067982867,-3.0450784310133003,-5.383085724179815,-7.988156976981091,-10.0,-7.986418011255465,-9.985131282459081,-8.154304806885184,-0.7888543914596898,-10.0,-4.302012956025219,-10.0,-0.9220840351329148,-5.831815596897678,-10.0,-10.0,-9.93169579028752,-9.821325042568677,-6.202020329812244,-0.69379128629387,-9.969064876680877,-7.685792093734877,-9.97185240725146,-9.52649803830475,-4.4026554688956505,-9.840826747849713,-4.030227338124514,0.4499500055977465,-0.8579649990864191,-9.821403893686592,-3.206676494541264,-9.892406426619553,-0.8069813448118109,-10.0,-9.673282393707709
222,-3.016744599439146,-6.836031185257003,-8.85162519181277,-0.6827676376970303,-9.291674793345223,-6.414147723154373,-4.332487238192009,-9.946130107677071,-6.531825556972073,-9.552002407215232,-0.3971911736795483,-10.0,-3.191579262581045,-0.6852523625326781,-9.568128468006787,-10.0,0.3586530326884346,-3.2650218382714393,-2.8426931703821627,-9.617204768322123,-9.661260965735648,-2.7385541385404473,-7.345215960107942,-9.919891893897498,-9.865513033803694,5.807579757448962,-6.0620635026202505,-4.80702155537684,-1.439098965369501,-7.207095980809319,-2.103827302328631,-9.73610374974967,-4.719992618551989,-1.9678815238643308,-1.3645884873639167,-4.553283690757753,-0.8828664896411798,-0.6123846153647583,-7.853783630182635,-3.6111357686349783,-9.934387832693494,-6.634287801301561,-2.7140946114190463,-2.504349586274462,-7.16360804616769,-9.887876640519648,-1.7436750429455472,-8.49878191597406,5.745155144303086,-9.972601099094588,-3.3283447186816155,-9.947150445612575,-1.4081614982026374,2.9881663398270497,-9.91043353127865,-9.979843008734502,-1.4164431622347418,-1.418742183081023,-6.84602183875729,0.6407872524508754,-9.191344485726473,-0.850368589352462,-9.326851244008953,-8.925004236952713,-2.6221394721913756,-7.3202041428920035,-3.031831858837333,-5.4479415724505245,-7.9468045121372155,-10.0,-8.009909443812505,-10.0,-8.131484363951964,-0.7142025191782764,-10.0,-4.288938653270405,-9.984238754696301,-0.8818915838494743,-5.769064962110223,-10.0,-9.87431861202804,-9.882036472061948,-9.818069576926659,-6.078711409198562,-0.6320108708133869,-10.0,-7.787906002010496,-9.980862117006339,-9.605283281012564,-4.326664017630365,-9.906759614704194,-4.0014451595920795,0.32300135906765515,-0.8689838486997883,-9.93963921502063,-3.148774146470315,-9.919496700742194,-0.8579810729904026,-10.0,-9.723966748158169
223,-2.9852938319065716,-6.855109404664805,-8.794496816059294,-0.7027409155496847,-9.300118465826907,-6.407798539103613,-4.32707735241721,-9.982538161727422,-6.374656796239583,-9.588929486826428,-0.43282265745635656,-10.0,-3.1584977414129782,-0.5531506218015103,-9.485572753835857,-10.0,0.3820145846774456,-3.2494421802103224,-2.931087724118045,-9.590175913522245,-9.704988651273096,-2.7940351432040993,-7.281911237262893,-9.911873214758009,-9.949129342906517,6.0104273780568045,-6.006113109091858,-4.845698342152067,-1.4273359474343867,-7.16506641772182,-2.075154706163684,-9.73635141241595,-4.798925709448601,-1.892494271787099,-1.2629159649228807,-4.571219694749562,-0.8130734762872527,-0.5083292904889279,-7.865992246306206,-3.642817207372926,-10.0,-6.665606442939329,-2.780737805422951,-2.4269897470999826,-7.201403243018622,-9.886440128476904,-1.7181188778589596,-8.501829262478518,5.749349088614791,-9.81916289893461,-3.3408681034446834,-10.0,-1.4567136528831348,2.900423008216779,-9.964246160593534,-9.94802030197299,-1.4175117764603367,-1.3148423517304666,-6.875608470924751,0.6557546759594373,-9.295756166547257,-0.8099519820123997,-9.337270642436554,-8.873339436890188,-2.5911721112648003,-7.382432803709099,-3.030977878339223,-5.425515718676797,-7.927607571987779,-9.91736069431396,-8.01526222527154,-9.945273212251008,-8.116538241749565,-0.7546582625765172,-9.94964666017361,-4.316913616917571,-9.889691642575196,-0.9261621198212375,-5.727378991154382,-9.940002481306962,-9.912086316747446,-9.97997722997621,-9.854226835198396,-6.048734150743398,-0.6875851437563371,-10.0,-7.749005785888432,-10.0,-9.642828873130952,-4.390630346492606,-9.837511287245384,-3.8633426686211703,0.42163471526999563,-0.7929659381127955,-9.991223261637868,-3.193414387476701,-9.930865489199805,-0.8277710494614577,-9.945174519875467,-9.718090547353702
