Index,Value
1,-0.0010644831377127207
2,-0.0009643800953750715
3,-9.017971205541239e-5
4,-0.0008536957143766095
5,-0.00038034783523826804
6,0.0016471932405916752
7,0.0004335366571670005
8,0.003508492286154744
9,0.0008565404469219489
10,-0.001444651624997466
