Index,Value
1,0.6659668633606809
2,0.1996297854279417
3,-0.3861720115197737
4,0.2378739003297735
5,0.39985243436440593
6,0.5191035599901391
7,0.9052638196992779
8,0.03458391684786688
9,0.09181382427219549
10,-0.08040404522272285
