Index,Value
1,0.6157340092816433
2,0.12019956683577135
3,-0.2875484615917601
4,0.2387009110758834
5,0.39466447652707726
6,0.5318140714954022
7,0.8069177277173852
8,0.0553450899624456
9,0.0735654295396768
10,-0.06170909369571009
