Iteration,LowerBound,UpperBound,OracleValue,Gap
1,-1.0e6,1.25,1.25,1.00000125e6
2,-1.0e6,0.9214466094067264,0.9214466094067264,1.0000009214466094e6
3,-1.0e6,0.7209335850048795,0.7209335850048795,1.000000720933585e6
4,-1.0e6,0.5839562038539524,0.5839562038539524,1.0000005839562039e6
5,-1.0e6,0.48416659206877105,0.48416659206877105,1.0000004841665921e6
6,-1.0e6,0.4083302959445134,0.4083302959445134,1.0000004083302959e6
7,-1.0e6,0.3489298738731913,0.3489298738731913,1.0000003489298739e6
8,-1.0e6,0.30132838724769717,0.30132838724769717,1.0000003013283872e6
9,-1.0e6,0.2624905062246607,0.2624905062246607,1.0000002624905062e6
10,-1.0e6,0.23033775369593804,0.23033775369593804,1.0000002303377537e6
11,-1.0e6,0.203395567198006,0.203395567198006,1.0000002033955673e6
12,-1.0e6,0.1805874553272503,0.1805874553272503,1.0000001805874553e6
13,-1.0e6,0.1611087296547814,0.1611087296547814,1.0000001611087297e6
14,-1.0e6,0.14434579264274994,0.14434579264274994,1.0000001443457926e6
15,-1.0e6,0.12982274539645117,0.12982274539645117,1.0000001298227455e6
16,-1.0e6,0.11716502772029715,0.11716502772029715,1.0000001171650278e6
17,-1.0e6,0.10607403284624592,0.10607403284624592,1.0000001060740328e6
18,-1.0e6,0.09630899719478622,0.09630899719478622,1.0000000963089973e6
19,-1.0e6,0.0876738332704423,0.0876738332704423,1.0000000876738332e6
20,-1.0e6,0.08000739489535552,0.08000739489535552,1.0000000800073949e6
21,-1.0e6,0.07317617196631448,0.07317617196631448,1.000000073176172e6
22,-1.0e6,0.06706873463835594,0.06706873463835594,1.0000000670687347e6
23,-1.0e6,0.06159145675412137,0.06159145675412137,1.0000000615914568e6
24,-1.0e6,0.05666518779663511,0.05666518779663511,1.0000000566651878e6
25,-1.0e6,0.05222263707337893,0.05222263707337893,1.0000000522226371e6
26,-1.0e6,0.04820629889213131,0.04820629889213131,1.0000000482062988e6
27,-1.0e6,0.04456679301229642,0.04456679301229642,1.000000044566793e6
28,-1.0e6,0.04126152697253606,0.04126152697253606,1.000000041261527e6
29,-1.0e6,0.038253610141586014,0.038253610141586014,1.0000000382536101e6
30,-1.0e6,0.03551096626436745,0.03551096626436745,1.0000000355109663e6
31,-1.0e6,0.03300560373752916,0.03300560373752916,1.0000000330056037e6
32,-1.0e6,0.030713012120204775,0.030713012120204775,1.0000000307130121e6
33,-1.0e6,0.02861166035079413,0.02861166035079413,1.0000000286116604e6
34,-1.0e6,0.026682577420181732,0.026682577420181732,1.0000000266825774e6
35,-1.0e6,0.024909000287673056,0.024909000287673056,1.0000000249090003e6
36,-1.0e6,0.023276076935481154,0.023276076935481154,1.0000000232760769e6
37,-1.0e6,0.021770614871244015,0.021770614871244015,1.0000000217706149e6
38,-1.0e6,0.0203808672746291,0.0203808672746291,1.0000000203808673e6
39,-1.0e6,0.019096350468390953,0.019096350468390953,1.0000000190963504e6
40,-1.0e6,0.017907687569320572,0.017907687569320572,1.0000000179076876e6
41,-1.0e6,0.0168064741102517,0.0168064741102517,1.0000000168064741e6
42,-1.0e6,0.015785162173565785,0.015785162173565785,1.0000000157851622e6
43,-1.0e6,0.014836960179780312,0.014836960179780312,1.0000000148369601e6
44,-1.0e6,0.013955745962747833,0.013955745962747833,1.000000013955746e6
45,-1.0e6,0.013135991159619012,0.013135991159619012,1.0000000131359912e6
46,-1.0e6,0.012372695267584312,0.012372695267584312,1.0000000123726953e6
47,-1.0e6,0.01166132798499864,0.01166132798499864,1.000000011661328e6
48,-1.0e6,0.010997778673194725,0.010997778673194725,1.0000000109977786e6
49,-1.0e6,0.010378311956092328,0.010378311956092328,1.000000010378312e6
50,-1.0e6,0.009799528624743415,0.009799528624743415,1.0000000097995286e6
51,-1.0e6,0.009258331138903514,0.009258331138903514,1.0000000092583311e6
52,-1.0e6,0.008751893122140492,0.008751893122140492,1.0000000087518931e6
53,-1.0e6,0.008277632334546477,0.008277632334546477,1.0000000082776323e6
54,-1.0e6,0.007833186680764615,0.007833186680764615,1.0000000078331867e6
55,-1.0e6,0.007416392873179537,0.007416392873179537,1.0000000074163929e6
56,-1.0e6,0.007025267422701098,0.007025267422701098,1.0000000070252675e6
57,-1.0e6,0.006657989674191452,0.006657989674191452,1.0000000066579897e6
58,-1.0e6,0.006312886641554157,0.006312886641554157,1.0000000063128866e6
59,-1.0e6,0.005988419429897241,0.005988419429897241,1.0000000059884194e6
60,-1.0e6,0.005683171059889214,0.005683171059889214,1.0000000056831711e6
61,-1.0e6,0.0053958355331834235,0.0053958355331834235,1.0000000053958355e6
62,-1.0e6,0.005125207998203806,0.005125207998203806,1.000000005125208e6
63,-1.0e6,0.004870175893172955,0.004870175893172955,1.0000000048701758e6
64,-1.0e6,0.00462971095844754,0.00462971095844754,1.0000000046297109e6
65,-1.0e6,0.00440286202336273,0.00440286202336273,1.000000004402862e6
66,-1.0e6,0.0041887484841762095,0.0041887484841762095,1.0000000041887485e6
67,-1.0e6,0.003986554399595848,0.003986554399595848,1.0000000039865545e6
68,-1.0e6,0.003795523138986146,0.003795523138986146,1.0000000037955232e6
69,-1.0e6,0.0036149525258576736,0.0036149525258576736,1.0000000036149526e6
70,-1.0e6,0.0034441904258036777,0.0034441904258036777,1.0000000034441904e6
71,-1.0e6,0.0032826307337891344,0.0032826307337891344,1.0000000032826307e6
72,-1.0e6,0.00312970972073055,0.00312970972073055,1.0000000031297097e6
73,-1.0e6,0.002984902703724493,0.002984902703724493,1.0000000029849027e6
74,-1.0e6,0.002847721008170219,0.002847721008170219,1.000000002847721e6
75,-1.0e6,0.002717709193456388,0.002717709193456388,1.0000000027177092e6
76,-1.0e6,0.002594442516903388,0.002594442516903388,1.0000000025944426e6
77,-1.0e6,0.0024775246133227494,0.0024775246133227494,1.0000000024775246e6
78,-1.0e6,0.0023665853699177462,0.0023665853699177462,1.0000000023665854e6
79,-1.0e6,0.0022612789783430028,0.0022612789783430028,1.000000002261279e6
80,-1.0e6,0.00216128214759885,0.00216128214759885,1.0000000021612821e6
81,-1.0e6,0.0020662924630870977,0.0020662924630870977,1.0000000020662925e6
82,-1.0e6,0.0019760268786238023,0.0019760268786238023,1.0000000019760269e6
83,-1.0e6,0.0018902203295132307,0.0018902203295132307,1.0000000018902203e6
84,-1.0e6,0.0018086244559545348,0.0018086244559545348,1.0000000018086245e6
85,-1.0e6,0.001731006427095125,0.001731006427095125,1.0000000017310064e6
86,-1.0e6,0.001657147856976884,0.001657147856976884,1.0000000016571479e6
87,-1.0e6,0.001586843804455783,0.001586843804455783,1.0000000015868437e6
88,-1.0e6,0.001519901849923285,0.001519901849923285,1.0000000015199018e6
89,-1.0e6,0.0014561412423288495,0.0014561412423288495,1.0000000014561412e6
90,-1.0e6,0.0013953921106054446,0.0013953921106054446,1.0000000013953921e6
91,-1.0e6,0.0013374947341417782,0.0013374947341417782,1.0000000013374947e6
92,-1.0e6,0.001282298867432606,0.001282298867432606,1.0000000012822988e6
93,-1.0e6,0.0012296631144777946,0.0012296631144777946,1.0000000012296631e6
94,-1.0e6,0.0011794543488970466,0.0011794543488970466,1.0000000011794544e6
95,-1.0e6,0.0011315471760848343,0.0011315471760848343,1.0000000011315471e6
96,-1.0e6,0.0010858234340532854,0.0010858234340532854,1.0000000010858234e6
97,-1.0e6,0.0010421717299030032,0.0010421717299030032,1.0000000010421717e6
98,-1.0e6,0.0010004870091264142,0.0010004870091264142,1.000000001000487e6
99,-1.0e6,0.0009606701551879136,0.0009606701551879136,1.0000000009606702e6
100,-1.0e6,0.0009226276170424721,0.0009226276170424721,1.0000000009226276e6
101,-1.0e6,0.0008862710624516453,0.0008862710624516453,1.000000000886271e6
102,-1.0e6,0.0008515170551351252,0.0008515170551351252,1.0000000008515171e6
103,-1.0e6,0.0008182867539588941,0.0008182867539588941,1.0000000008182868e6
104,-1.0e6,0.0007865056325092559,0.0007865056325092559,1.0000000007865056e6
105,-1.0e6,0.0007561032175369842,0.0007561032175369842,1.0000000007561032e6
106,-1.0e6,0.0007270128448788056,0.0007270128448788056,1.0000000007270129e6
107,-1.0e6,0.0006991714315755944,0.0006991714315755944,1.0000000006991714e6
108,-1.0e6,0.0006725192630090017,0.0006725192630090017,1.0000000006725192e6
109,-1.0e6,0.0006469997939717184,0.0006469997939717184,1.0000000006469998e6
110,-1.0e6,0.0006225594626720061,0.0006225594626720061,1.0000000006225595e6
111,-1.0e6,0.0005991475167512599,0.0005991475167512599,1.0000000005991475e6
112,-1.0e6,0.000576715850464875,0.000576715850464875,1.0000000005767158e6
113,-1.0e6,0.0005552188522421833,0.0005552188522421833,1.0000000005552189e6
114,-1.0e6,0.0005346132619012409,0.0005346132619012409,1.0000000005346133e6
115,-1.0e6,0.0005148580368492853,0.0005148580368492853,1.000000000514858e6
116,-1.0e6,0.0004959142266501909,0.0004959142266501909,1.0000000004959143e6
117,-1.0e6,0.0004777448553866252,0.0004777448553866252,1.0000000004777448e6
