month,T,demand_1,demand_2,demand_scale,sc_1,sc_2,C1,C2,C12,savings,share_1,share_2,eps,label
7,720,none,none,0.5,0.0,0.0,68.13,65.0,126.41,6.719999999999999,0.5123803496558816,0.48761965034411836,3.3599999999999994,Baseline (no demand)
7,720,industrial,residential,0.5,0.28345115756454975,0.5029897055499619,63.629999999999995,58.80000000000001,108.42999999999998,14.000000000000028,0.5222724338282763,0.47772756617172374,7.000000000000014,PV+Industrial / Wind+Residential
7,720,residential,industrial,0.5,0.44732437557058935,0.45538729186786364,49.41,59.8,105.57,3.6400000000000006,0.4507909443970825,0.5492090556029176,1.8200000000000003,PV+Residential / Wind+Industrial
7,720,industrial,industrial,0.5,0.28345115756454975,0.45538729186786364,63.629999999999995,59.8,116.85,6.579999999999998,0.5163885323063757,0.4836114676936243,3.289999999999999,Both Industrial
7,720,residential,residential,0.5,0.44732437557058935,0.5029897055499619,49.41,58.80000000000001,104.57,3.640000000000015,0.4551018456536291,0.5448981543463709,1.8200000000000074,Both Residential
7,720,flat,flat,0.5,0.3564690184695333,0.6450161300265069,52.38000000000001,47.5,93.16,6.720000000000013,0.5261914984972091,0.47380850150279086,3.3600000000000065,Both Flat
