player,x_star,share
1,12.584449166624317,0.06820703371911371
2,14.604090297445163,0.07915337939435774
3,12.14786607209816,0.06584077696402935
4,26.45032025819306,0.14335930495207094
5,12.672096374864958,0.06868207684644506
6,35.15662311387996,0.19054699545675935
7,11.812868154601215,0.06402510637312686
8,22.243678573642086,0.12055953458283176
9,24.583803397348063,0.1332428845367387
10,12.247891094499636,0.06638290717452648
