Iteration,x1,x2
1,-10.0,-10.0
2,10.0,10.0
3,-3.469157027072,10.0
4,0.37455268048371687,-0.39125103848253384
5,0.6712945776288421,0.7798145933838267
6,-0.3543854048438429,0.6040715301350987
7,0.35478555889383867,0.13199201372552638
