Iteration,LowerBound,UpperBound,OracleValue,Gap
1,-1.0e6,24.99785117119443,24.99785117119443,1.0000249978511712e6
2,-1.0e6,18.017734684435784,18.017734684435784,1.0000180177346844e6
3,-1.0e6,13.082046983176726,13.082046983176726,1.0000130820469832e6
4,-1.0e6,9.052074850571676,9.052074850571676,1.0000090520748505e6
5,-1.0e6,5.562016607192353,5.562016607192353,1.0000055620166071e6
6,-1.0e6,2.440413616140485,2.440413616140485,1.0000024404136161e6
7,-1.0e6,1.0300675083205115,1.0300675083205115,1.0000010300675083e6
8,-1.0e6,0.9948439777765934,0.9948439777765934,1.0000009948439777e6
9,-1.0e6,0.9352220773200801,0.9352220773200801,1.0000009352220773e6
10,-1.0e6,0.9352220773200801,0.9944455340030165,1.0000009352220773e6
11,-1.0e6,0.9352220773200801,0.9902156009660826,1.0000009352220773e6
12,-1.0e6,0.9352220773200801,0.9352220773200801,1.0000009352220773e6
13,-1.0e6,0.9352220773200801,0.9787408998947634,1.0000009352220773e6
14,-1.0e6,0.9352220773200801,0.9840747543647865,1.0000009352220773e6
15,-1.0e6,0.9352220773200801,0.9352220773200801,1.0000009352220773e6
16,-1.0e6,0.9352220773200801,0.968023533591472,1.0000009352220773e6
17,-1.0e6,0.9352220773200801,0.9795961361943539,1.0000009352220773e6
18,-1.0e6,0.9352220773200801,0.9352220773200801,1.0000009352220773e6
19,-1.0e6,0.9352220773200801,0.960112302448783,1.0000009352220773e6
20,-1.0e6,0.9352220773200801,0.976151158449815,1.0000009352220773e6
21,-1.0e6,0.9352220773200801,0.9352220773200801,1.0000009352220773e6
22,-1.0e6,0.9352220773200801,0.9539636971820029,1.0000009352220773e6
23,-1.0e6,0.9352220773200801,0.9733974352357386,1.0000009352220773e6
24,-1.0e6,0.9352220773200801,0.9352220773200801,1.0000009352220773e6
25,-1.0e6,0.9352220773200801,0.9490074491747835,1.0000009352220773e6
26,-1.0e6,0.9352220773200801,0.9711319479294513,1.0000009352220773e6
27,-1.0e6,0.9352220773200801,0.9352220773200801,1.0000009352220773e6
28,-1.0e6,0.9352220773200801,0.944902116326661,1.0000009352220773e6
29,-1.0e6,0.9352220773200801,0.9692260770314289,1.0000009352220773e6
30,-1.0e6,0.9352220773200801,0.9352220773200801,1.0000009352220773e6
31,-1.0e6,0.9352220773200801,0.941429126785266,1.0000009352220773e6
32,-1.0e6,0.9352220773200801,0.9675939914585129,1.0000009352220773e6
33,-1.0e6,0.9352220773200801,0.9352220773200801,1.0000009352220773e6
34,-1.0e6,0.9352220773200801,0.9384412119854232,1.0000009352220773e6
35,-1.0e6,0.9352220773200801,0.9661759819643226,1.0000009352220773e6
36,-1.0e6,0.9352220773200801,0.9352220773200801,1.0000009352220773e6
37,-1.0e6,0.9352220773200801,0.9358350415967365,1.0000009352220773e6
38,-1.0e6,0.9352220773200801,0.9649290774890916,1.0000009352220773e6
39,-1.0e6,0.9352220773200801,0.9352220773200801,1.0000009352220773e6
40,-1.0e6,0.9335356888462045,0.9335356888462045,1.0000009335356888e6
41,-1.0e6,0.9335356888462045,0.9638214691088486,1.0000009335356888e6
42,-1.0e6,0.9335356888462045,0.9335356888462045,1.0000009335356888e6
43,-1.0e6,0.9335356888462045,0.9350040058590184,1.0000009335356888e6
