Iteration,x1
92,-0.17546835038141056
93,-0.22195153736948664
94,-0.2645343094525821
95,-0.1762085685064057
96,-0.2219515373694867
97,-0.2638636727044297
98,-0.17691452105801903
99,-0.22312697968837852
100,-0.2643991975164242
101,-0.1787642144611938
102,-0.2231269796883785
103,-0.2637877234486496
104,-0.17940906740922796
105,-0.22328535932216348
106,-0.26336102590665855
107,-0.1801849775419094
108,-0.22417516659865994
109,-0.26369030674445526
110,-0.1816668690396877
111,-0.2241751665986599
112,-0.26315266073784804
113,-0.1822352076337874
114,-0.22460967775733862
115,-0.2630708909011316
116,-0.18321585744855146
117,-0.22478019525169457
118,-0.2627451138850675
119,-0.18391172208026937
120,-0.2254595494332452
121,-0.2629469029096866
122,-0.18509691831402258
123,-0.22545954943324528
124,-0.2624869179619913
125,-0.18558443298352928
126,-0.22599797440293884
127,-0.2625818853952454
128,-0.1865931257474481
129,-0.22599797440293887
130,-0.26215398867529666
131,-0.18704714005348527
132,-0.22669224346405714
133,-0.2624350325736697
134,-0.18818008502645034
135,-0.226692243464057
136,-0.26203565926662875
137,-0.18860426710325512
138,-0.22693899990977012
139,-0.26189613727475597
140,-0.18926149265397765
141,-0.22722994998888316
142,-0.26181320347731046
143,-0.18994992207930828
144,-0.22740289473117076
145,-0.26162400993153184
146,-0.19050802733064684
147,-0.22779742663523206
148,-0.2616675467601995
149,-0.19127602429924295
150,-0.22779742663523195
151,-0.2613271349031863
152,-0.19163837402577602
153,-0.228416510493084
154,-0.26161586875132375
155,-0.19260923288149479
156,-0.22841651049308412
157,-0.2612950944821943
158,-0.19295093765420784
159,-0.2284833255012222
160,-0.2610502571108498
161,-0.19334985864973658
162,-0.22899389341676257
163,-0.26125787024068436
164,-0.1941833748781335
165,-0.22899389341676257
166,-0.26096321587857574
167,-0.19449757876140578
168,-0.22917540353625215
169,-0.26085799982537844
170,-0.19498493593673966
171,-0.2293948142441326
172,-0.2607982632743721
173,-0.1955022008424748
174,-0.2295193849588128
175,-0.2606509375377912
176,-0.1959169750545427
177,-0.22982660845912467
178,-0.26069320683613906
179,-0.19650707334962025
180,-0.2298266084591247
181,-0.2604349044006682
182,-0.19678292278174014
183,-0.23027710989974567
184,-0.2606334814260182
185,-0.19750253434124504
186,-0.23027710989974567
187,-0.26038767680142366
188,-0.19776517515253955
189,-0.23037559526074183
190,-0.2602462335029244
191,-0.19812008711778148
192,-0.2306705519076186
193,-0.2603069070169651
194,-0.19866549739871267
195,-0.2306705519076184
196,-0.260078051429053
197,-0.19891020638960272
198,-0.2310212678559898
199,-0.26020513295680925
200,-0.19950010297774912
201,-0.23102126785598986
202,-0.25998652414762996
203,-0.1997339603269497
204,-0.23121213289033718
205,-0.2599636205313135
206,-0.2001535539878261
207,-0.23125989460080135
208,-0.25980227773833314
209,-0.20042510035773256
210,-0.23159634835803264
211,-0.2599341239605002
212,-0.2009805703777603
213,-0.2315963483580326
214,-0.2597338544856263
215,-0.2011949852080753
216,-0.23173903375494398
217,-0.25968045731157263
218,-0.2015476428956038
219,-0.23185038474561417
220,-0.25959976875129276
221,-0.20186467495341437
222,-0.23201864741647943
223,-0.25957989783595825
224,-0.2022344716658433
225,-0.23206008492974192
226,-0.2594369770900308
227,-0.20247343369949006
228,-0.23235812254930505
229,-0.25955430717594224
230,-0.20296511752338958
231,-0.23235812254930494
232,-0.25937713144869423
233,-0.2031550106837688
234,-0.2324829207538587
235,-0.2593281721667122
236,-0.2034660686843296
237,-0.23258501725330458
238,-0.2592598209021629
239,-0.20375090601943602
240,-0.23272755253079896
241,-0.2592351143827277
242,-0.2040727725959782
243,-0.23277907389805996
244,-0.2591225006619235
245,-0.20430032044443291
246,-0.2330139112203876
247,-0.2591962145965573
248,-0.20470797970082527
249,-0.2330139112203874
250,-0.25903801191934017
251,-0.20487769315044962
252,-0.23319009854404033
253,-0.2590588300890254
254,-0.2052205775182983
255,-0.23319009854404044
256,-0.25890621087182764
257,-0.20538434646230863
258,-0.2334649478684099
259,-0.2590311107410717
260,-0.20582012135852645
261,-0.23346494786840977
262,-0.25888375410811737
263,-0.20597828489319603
264,-0.23351177774153922
265,-0.25878574629946693
266,-0.20618059437848074
267,-0.23371615684549119
268,-0.25884773571510955
269,-0.206537844228514
270,-0.23371615684549127
271,-0.2587077258297855
272,-0.20668817825897157
273,-0.23387885565391228
274,-0.2587327289953796
275,-0.20699874376975957
276,-0.2338788556539121
277,-0.2585972845355632
278,-0.20714420990320911
279,-0.23410916273926838
280,-0.258694337664284
281,-0.20751764681054533
282,-0.23410916273926835
283,-0.2585632157964286
284,-0.2076585021960323
285,-0.23418020747001972
286,-0.2585052144915379
287,-0.20786818748066513
288,-0.23430115961541342
289,-0.2584991422333548
290,-0.20812562278910163
291,-0.23431382230733072
292,-0.2583867499143812
293,-0.20827266662985439
294,-0.2345481979326935
295,-0.2584979895526609
296,-0.20863937479673808
297,-0.23454819793269366
298,-0.2583767240057687
299,-0.20876971025727253
300,-0.23456910530983782
301,-0.258278189397315
302,-0.20891900574401567
303,-0.23477458296780504
304,-0.25836600338066074
305,-0.20925097217413874
306,-0.2347745829678052
307,-0.25825007432324815
308,-0.2093756079812193
309,-0.23483321231300183
310,-0.25819446702285226
311,-0.20955706497108728
312,-0.23494917215726896
313,-0.2581978418517802
314,-0.20979408759824184
315,-0.2349491721572689
316,-0.25808686904778083
317,-0.20991342738205843
318,-0.23517354996996523
319,-0.2582018481535714
320,-0.2102554624651164
321,-0.2351735499699652
322,-0.2580939866791813
323,-0.21037147638824188
324,-0.23517354996996537
325,-0.2579876267702061
326,-0.21048588486572561
327,-0.2353805033550492
328,-0.2580896872925534
329,-0.2108056779716398
330,-0.23538050335504923
331,-0.25798622805773674
332,-0.21091698446162777
333,-0.23538342013897803
334,-0.25788708687257533
335,-0.2110297089143217
336,-0.23559016271252448
337,-0.2579931413941614
338,-0.2113447936735276
339,-0.23559016271252453
340,-0.2578937928838758
341,-0.21145170268521585
342,-0.23559016271252453
343,-0.257795754474453
344,-0.21155720984356124
345,-0.23578062134992336
346,-0.2578894562604698
347,-0.21185180415663213
348,-0.2357806213499234
349,-0.2577939532873846
350,-0.21195459780706738
351,-0.23578437742818042
352,-0.2577034334209205
353,-0.2120598340897313
354,-0.23597314166495417
355,-0.2577991226895027
356,-0.2123487928192435
357,-0.23597314166495403
358,-0.2577072234138599
359,-0.21244772852166588
360,-0.2359731416649541
361,-0.2576164752857842
362,-0.21254543157250502
363,-0.23615447849908205
364,-0.2577081913058795
365,-0.2128232641910113
366,-0.23615447849908194
367,-0.2576196746575275
368,-0.21291857736814823
369,-0.23615447849908186
370,-0.2575322396865369
371,-0.21301273189783215
372,-0.2363301379341014
373,-0.25762152397564914
374,-0.21328141050074112
375,-0.23633013793410135
376,-0.2575361874156444
377,-0.21337331694255618
378,-0.2363301379341014
379,-0.25745186879351895
380,-0.21346413266721842
381,-0.23649773816233824
382,-0.25753614825965515
383,-0.2137214793072268
384,-0.23649773816233827
385,-0.25745380582980976
386,-0.21381017722690293
387,-0.23649773816233827
388,-0.25737242273530797
389,-0.21389784691210265
390,-0.2366634098002748
391,-0.25745765212962135
392,-0.21415017971464057
393,-0.23666340980027478
394,-0.25737813274722127
395,-0.21423585154740218
396,-0.2366634098002747
397,-0.2572995187142975
398,-0.21432055272981138
399,-0.2368154390997131
400,-0.25737382228025024
401,-0.21455633075263503
402,-0.23681543909971295
403,-0.25729696824233794
404,-0.21463914473457732
405,-0.2368207576879044
406,-0.25722628831560007
407,-0.2147263598228477
408,-0.23696814900593274
409,-0.2572985208860683
410,-0.21495474697577932
411,-0.23696814900593288
412,-0.25722418655351964
413,-0.21503485853380883
414,-0.23697253188375278
415,-0.25715504455152605
416,-0.21511848466662908
417,-0.23711671611363663
418,-0.25722649876948633
419,-0.2153410594212517
420,-0.23711671611363686
421,-0.2571545494058844
422,-0.21541861240027438
423,-0.23711774865812452
424,-0.2570843993691211
425,-0.21549637518674652
426,-0.23726403497809523
427,-0.2571602563665948
428,-0.21571858345635336
429,-0.23726403497809528
430,-0.25709056711083433
431,-0.2157937112057646
432,-0.23726403497809548
433,-0.25702160505099314
434,-0.2158680585054957
435,-0.23739498216127342
436,-0.25708430481064554
437,-0.21607258595826176
438,-0.23739498216127342
439,-0.25701675976543825
440,-0.21614541229641238
441,-0.23740508620434678
442,-0.25696000917598166
443,-0.21622760153386655
444,-0.23752343018919414
445,-0.2570121772587882
446,-0.21641730205538742
447,-0.23752343018919414
448,-0.2569466686799255
449,-0.21648794212789518
450,-0.23755124959121723
451,-0.25690963568557035
452,-0.2165856970480338
453,-0.2376284757868355
454,-0.2569226547852594
455,-0.21673216584181498
456,-0.23762847578683544
457,-0.25685908235873195
458,-0.21680072688726149
459,-0.2377338964036546
460,-0.25690155483097216
461,-0.21697403810468208
462,-0.2377338964036548
463,-0.25683922081735266
464,-0.2170412691165042
465,-0.23777531436908117
466,-0.2568189089787175
467,-0.21714926911652502
468,-0.23781767135509077
469,-0.25680013067177726
470,-0.21725756953397535
471,-0.23785683041393563
472,-0.25677873946689117
473,-0.21736204356449212
474,-0.2379014382400596
475,-0.25676337278698697
476,-0.21747134782176936
477,-0.2379334829139766
478,-0.2567360096454752
479,-0.2175674800877639
480,-0.2379905442279729
481,-0.2567342209661936
482,-0.21768802964450837
483,-0.23799427422330574
484,-0.2566796501150444
485,-0.2177546578172124
486,-0.2381080727237857
487,-0.2567356884282048
488,-0.21793077351354745
489,-0.23810807272378579
490,-0.2566784605949455
491,-0.2179925186171665
492,-0.23811055327156355
493,-0.25662423753593655
494,-0.21805618087635265
495,-0.23822362650895534
496,-0.25668112343809313
497,-0.21822988094886211
498,-0.23822362650895532
499,-0.2566254445874664
500,-0.21828996124448244
501,-0.23822362650895518
502,-0.25657026659795046
503,-0.21834950316308765
504,-0.23833617398957882
505,-0.2566281294857321
506,-0.21852106217813078
507,-0.2383361739895788
508,-0.25657393097994585
509,-0.2185795511560472
510,-0.23833617398957888
511,-0.2565202114023122
512,-0.21863752524435875
513,-0.23844055583602103
514,-0.2565713455871125
515,-0.21879937379984188
516,-0.23844055583602092
517,-0.2565185629721998
518,-0.21885634048747007
519,-0.23844399336486613
520,-0.25646967620277467
521,-0.21891625189186897
522,-0.23854593865134704
523,-0.25651974891311125
524,-0.21907418530647985
525,-0.23854593865134693
526,-0.2564683215966565
527,-0.21912969461086157
528,-0.23854876345876241
529,-0.2564201580135687
530,-0.21918755668520767
531,-0.23864920065953396
532,-0.2564700395414713
533,-0.21934256576786162
534,-0.23864920065953374
535,-0.25641991050016544
536,-0.21939667878658212
537,-0.23864971680787223
538,-0.2563707182718592
539,-0.21945085548512372
540,-0.23875229907841858
541,-0.25642400697970447
542,-0.21960665210793123
543,-0.2387522990784186
544,-0.25637512249352223
545,-0.21965942641183542
546,-0.23875229907841844
547,-0.2563266414569215
548,-0.21971176669896203
549,-0.23884421399893413
550,-0.25637047327124785
551,-0.2198555938062965
552,-0.23884421399893416
553,-0.25632278268142705
554,-0.21990708369697604
555,-0.23885226083814776
556,-0.2562835261357126
557,-0.21996620382532345
558,-0.23893412388301977
559,-0.2563184677891558
560,-0.22009872914544754
561,-0.23893412388301977
562,-0.2562719232775032
563,-0.22014898589011994
564,-0.23895831972819565
565,-0.2562499464724093
566,-0.22022303833082146
567,-0.23900414872687087
568,-0.25624996975686093
569,-0.22031832905785984
570,-0.2390041487268709
571,-0.2562045261441968
572,-0.22036740110394643
573,-0.23909886532250846
574,-0.2562541564829496
575,-0.2205108051534646
576,-0.23909886532250837
577,-0.2562094229226889
578,-0.2205591130126123
579,-0.23909886532250854
580,-0.25616503748449987
581,-0.22060704618405735
582,-0.23918121240276924
583,-0.2562033427567275
584,-0.2207369565667407
585,-0.23918121240276924
586,-0.2561596401676633
587,-0.22078415473250682
588,-0.23919246761594062
589,-0.25612752767842434
590,-0.2208422476228169
591,-0.23925943291050913
592,-0.25615145590198957
593,-0.2209556946715113
594,-0.23925943291050922
595,-0.256108745282461
596,-0.221001824987694
597,-0.23929860049633658
598,-0.2561055245939114
599,-0.22108677585810316
600,-0.23930531671057448
601,-0.2560701708445517
602,-0.22113893265470497
603,-0.23937904111799638
604,-0.2561021396351213
605,-0.22125775919641616
606,-0.2393790411179964
607,-0.2560606944697494
608,-0.2213025270632071
609,-0.2393988025331069
610,-0.2560393173429463
611,-0.22136672618624725
612,-0.2394433810017129
613,-0.2560430601308328
614,-0.2214554162422032
615,-0.2394433810017129
616,-0.2560025236133554
617,-0.22149920567844092
618,-0.23952010825016773
619,-0.25603900987252914
620,-0.22161940411417513
621,-0.23952010825016773
622,-0.25599906083793517
623,-0.22166256088879693
624,-0.23952732929660592
625,-0.255966621291161
626,-0.22171262806906883
627,-0.23959497661566756
628,-0.25599489300399253
629,-0.2218228145899993
630,-0.2395949766156677
631,-0.25595579898798754
632,-0.22186505050702848
633,-0.23961754474218466
634,-0.25593955134837854
635,-0.22192955485247523
636,-0.23965142651212074
637,-0.2559348923169345
638,-0.22200507667087702
639,-0.23966114215299608
640,-0.25590633889008707
641,-0.22205613965953047
642,-0.23972068561054483
643,-0.2559278818353886
644,-0.2221567411773015
645,-0.2397206856105449
646,-0.2558901467522338
647,-0.22219751330763904
648,-0.23975445164073222
649,-0.2558864400526931
650,-0.22227176884164218
651,-0.23976218135065216
652,-0.25585695636031136
653,-0.22231970867903594
654,-0.23982366472338706
655,-0.2558814826808089
656,-0.22242112600099456
657,-0.2398236647233872
658,-0.255844779048912
659,-0.22246078691904092
660,-0.23984905849584903
661,-0.2558337197267556
662,-0.2225255716754665
663,-0.23987212088632345
664,-0.25582057672254027
665,-0.2225877581639553
666,-0.23989952845171794
667,-0.25581202380060675
668,-0.22265402594157688
669,-0.23991736415833165
670,-0.25579414117856636
671,-0.2227104609277877
672,-0.23995465541419425
673,-0.2557959535587574
674,-0.22278609343771272
675,-0.23995465541419436
676,-0.2557607114725125
677,-0.2228241795281931
678,-0.24002436754695936
679,-0.25579541568619873
680,-0.22293172540556375
681,-0.24002436754695938
682,-0.25576063935250193
683,-0.2229693095786326
684,-0.24002451794133448
685,-0.2557262424564542
686,-0.22300679730636236
687,-0.2400962469891498
688,-0.2557636507539085
689,-0.22311561953795983
690,-0.24009624698914986
691,-0.2557295540785311
692,-0.2231524712214441
693,-0.2400962469891498
694,-0.2556956790504491
695,-0.22318908401383258
696,-0.2401599819263865
697,-0.2557257582158757
698,-0.22328919542226816
699,-0.24015998192638668
700,-0.25569231934526926
701,-0.223325338103645
702,-0.24016698803685507
703,-0.2556661011665292
704,-0.22336825559923626
705,-0.24022166172002302
706,-0.25568776285666905
707,-0.22345861182776586
708,-0.24022166172002307
709,-0.25565496090853024
710,-0.22349406795348825
711,-0.24024489288883477
712,-0.25564559795608355
713,-0.22355253121282415
714,-0.24026441778034854
715,-0.25563273436786266
716,-0.2236070665090975
717,-0.2402912426698178
718,-0.25562737426580107
719,-0.22366868243264598
720,-0.2403024202777201
721,-0.25560656824849187
722,-0.22371443398532503
723,-0.24034580779176637
724,-0.2556181714126093
725,-0.22379218060314526
726,-0.24034580779176634
727,-0.25558658427720016
728,-0.22382632708175243
729,-0.24038748106456198
730,-0.2555968655980558
731,-0.2239019363919604
732,-0.2403874810645621
733,-0.2555656668276984
734,-0.2239356641408732
735,-0.2404311009520485
736,-0.2555782791531507
737,-0.2240128056107641
738,-0.2404311009520486
739,-0.2555474608542846
740,-0.22404612311850927
741,-0.2404690665038157
742,-0.2555547954527889
743,-0.2241172041656165
744,-0.2404690665038158
745,-0.2555243499546548
746,-0.22415011968174775
747,-0.24051726046940758
748,-0.2555422820133659
749,-0.22423103118892382
750,-0.24051726046940777
751,-0.2555122018599843
752,-0.22426355273260232
753,-0.24054259331520514
754,-0.25550763449379593
755,-0.22432121307329325
756,-0.24055211780332345
757,-0.2554874369244147
758,-0.2243628729296127
759,-0.24059423649967004
760,-0.255500009955583
761,-0.22443693676301152
762,-0.24059423649966985
763,-0.25547063894486616
764,-0.2244686935383785
765,-0.24062926591268938
766,-0.25547647028764797
767,-0.22453529320892457
768,-0.24062926591268946
769,-0.2554474434673627
770,-0.22456667876728464
771,-0.24067763625147306
772,-0.25546695656833196
773,-0.22464625175920577
774,-0.240677636251473
775,-0.2554382672681501
776,-0.2246772732767653
777,-0.24069677169995018
778,-0.25542887973148864
779,-0.2247272508529909
780,-0.24071634785778487
781,-0.25542009761850215
782,-0.22477749147106438
783,-0.24073466150450007
784,-0.2554102161294742
785,-0.22482629360974904
786,-0.2407552677184444
787,-0.25540278878463085
788,-0.224877214023968
789,-0.24077075621986835
790,-0.25539040376685535
791,-0.22492284408826763
792,-0.24079658312968524
793,-0.25538851568009496
794,-0.22497864155595806
795,-0.24080052042290293
796,-0.2553648950024457
797,-0.22501238001291562
798,-0.24084977744639094
799,-0.2553867496035802
800,-0.2250912703957142
801,-0.24084977744639094
802,-0.2553595012719254
803,-0.22512073751949152
804,-0.24086102518089159
805,-0.2553436533267116
806,-0.22516128769067295
807,-0.24089407345415545
808,-0.2553497571521805
809,-0.2252234752418404
810,-0.24089407345415553
811,-0.25532296253470893
812,-0.22525245286950327
813,-0.24093722068484846
814,-0.2553394635947759
815,-0.22532441756669994
816,-0.24093722068484844
817,-0.2553129645053366
818,-0.2253530763419931
819,-0.24095806992444027
820,-0.25530746038854124
821,-0.22540242711679756
822,-0.24096954785129288
823,-0.25529272936116076
824,-0.22544225077140248
825,-0.24100026697681715
826,-0.25529738262066215
827,-0.2255011612316317
828,-0.24100026697681717
829,-0.2552714585455831
830,-0.22552919956979137
831,-0.2410446237509149
832,-0.2552900317546853
833,-0.22560144306438498
834,-0.2410446237509148
835,-0.25526438743505375
836,-0.2256291795287634
837,-0.24105936938449066
838,-0.2552536267455225
839,-0.2256715127150902
840,-0.24108180902592916
841,-0.25525069682716295
842,-0.22572139232535937
843,-0.24108791888694164
844,-0.25523157267384533
845,-0.22575479588247538
846,-0.24112779915130741
847,-0.2552463532666363
848,-0.2258218248651597
849,-0.24112779915130741
850,-0.2552213867499918
851,-0.22584882988464233
852,-0.24114904021381803
853,-0.25521779327761485
854,-0.22589693353100884
855,-0.24115653380718177
856,-0.25520058315909483
857,-0.2259311485203193
858,-0.24119242266798235
859,-0.2552118979864551
860,-0.22599361882162658
861,-0.24119242266798235
862,-0.2551874525008683
863,-0.22602006152415277
864,-0.24121980448785552
865,-0.25519051626616984
866,-0.22607374851125592
867,-0.24121980448785552
868,-0.2551663245393127
869,-0.22609991733132828
870,-0.24126386336347516
871,-0.2551863169258161
872,-0.22617000985368113
873,-0.24126386336347508
874,-0.25516237459758806
875,-0.22619590948679436
876,-0.2412721003148105
877,-0.2551467923176498
878,-0.22622991320346064
879,-0.24130459458700315
880,-0.25515558940430894
881,-0.22628804250536974
882,-0.2413045945870031
883,-0.25513201322582674
884,-0.2263135469181798
885,-0.24133541394298735
886,-0.2551393763840251
887,-0.2263697411755205
888,-0.2413354139429875
889,-0.2551160391527269
890,-0.22639498765782237
891,-0.2413687252351341
892,-0.255126131177816
893,-0.22645341809275854
894,-0.24136872523513417
895,-0.2551030288845339
896,-0.2264784109629159
897,-0.2413958560014684
898,-0.25510717335249966
899,-0.22653040938118307
900,-0.24139585600146857
901,-0.255084302081613
902,-0.22655515285701425
903,-0.24143490765718414
904,-0.25510059653774997
905,-0.2266188248424796
906,-0.24143490765718414
907,-0.25507795246439674
908,-0.2266433230442468
909,-0.24144814873557344
910,-0.2550686616615013
911,-0.22668094120277452
912,-0.2414675231711096
913,-0.2550656154844282
914,-0.2267245725916028
915,-0.24147387547047502
916,-0.2550496575270719
917,-0.2267550627007956
918,-0.24150715315589924
919,-0.2550607344093229
920,-0.22681236002473046
921,-0.24150715315589918
922,-0.25503864216765487
923,-0.22683626245300365
924,-0.241530123869339
925,-0.25503962831903365
926,-0.22688301933465105
927,-0.24153012386933914
928,-0.2550177505646787
929,-0.22690669018221596
930,-0.24157368985816366
931,-0.2550395447448051
932,-0.22697381262679253
933,-0.24157368985816347
934,-0.2550178780294241
935,-0.22699725560912165
936,-0.24157368985816352
937,-0.2549963155645903
938,-0.227020586026129
939,-0.24161838901195143
940,-0.2550195556707522
941,-0.22708850392956087
942,-0.24161838901195137
943,-0.25499819921629135
944,-0.2271116118998038
945,-0.2416183890119514
946,-0.25497694454011643
947,-0.2271346099687541
948,-0.24165878408535535
949,-0.2549961859097845
950,-0.22719789407821
951,-0.24165878408535532
952,-0.25497513238154546
953,-0.22722067494018203
954,-0.24166256304286945
955,-0.25495795719815345
956,-0.227247127434966
957,-0.2416983790522286
958,-0.2549729176744297
959,-0.2273055104969626
960,-0.2416983790522286
961,-0.254952159978193
962,-0.2273279718958606
963,-0.24171046819734088
964,-0.25494358850135057
965,-0.22736241760797582
966,-0.2417283425971538
967,-0.25494089859922187
968,-0.22740254455581882
969,-0.24173395194394312
970,-0.25492603921799306
971,-0.22743030323578936
972,-0.24176493873022725
973,-0.25493665211215905
974,-0.22748333693585407
975,-0.2417649387302273
976,-0.2549163723258714
977,-0.2275052822171261
978,-0.24178509743775306
979,-0.2549163446307145
980,-0.2275472853518692
981,-0.24178515519143032
982,-0.2548963086508251
983,-0.22756908744884116
984,-0.24182693691957008
985,-0.2549180886076549
986,-0.22763251419827688
987,-0.2418269369195701
988,-0.25489817809926807
989,-0.22765406065140206
990,-0.24182693691957002
991,-0.2548783581618932
992,-0.22767550928219857
993,-0.24186436970063005
994,-0.25489606089200156
995,-0.22773429360969186
996,-0.24186436970063024
997,-0.25487642005010663
998,-0.2277555488019565
999,-0.24186841131278067
1000,-0.2548609093591767
