Iteration,x1,x2,x3
124,99808.51532688676,99617.03065377331,99846.81226150939
125,99807.62089969576,99615.24179939131,99846.09671975659
126,99806.73002888939,99613.46005777856,99845.38402311149
127,99805.84267237998,99611.68534475972,99844.67413790396
128,99804.95878890349,99609.91757780676,99843.96703112277
129,99804.07833799717,99608.1566759941,99843.2626703977
130,99803.20127997786,99606.40255995549,99842.56102398226
131,99802.3275759212,99604.65515184216,99841.86206073692
132,99801.45718764141,99602.9143752826,99841.1657501131
133,99800.59007767189,99601.18015534355,99840.47206213747
134,99799.7262092463,99599.4524184924,99839.780967397
135,99798.86554628049,99597.73109256075,99839.09243702434
136,99798.00805335477,99596.01610670931,99838.40644268377
137,99797.15369569705,99594.30739139389,99837.7229565576
138,99796.30243916629,99592.60487833236,99837.041951333
139,99795.45425023661,99590.908500473,99836.36340018925
140,99794.60909598188,99589.21819196355,99835.68727678547
141,99793.76694406082,99587.53388812141,99835.01355524862
142,99792.92776270251,99585.85552540481,99834.34221016198
143,99792.09152069251,99584.1830413848,99833.67321655397
144,99791.25818735918,99582.51637471812,99833.0065498873
145,99790.42773256065,99580.85546512104,99832.34218604847
146,99789.60012667206,99579.20025334384,99831.68010133758
147,99788.77534057321,99577.55068114615,99831.02027245851
148,99787.95334563668,99575.90669127309,99830.36267650929
149,99787.13411371617,99574.26822743205,99829.70729097287
150,99786.31761713524,99572.6352342702,99829.05409370814
151,99785.50382867646,99571.00765735266,99828.40306294113
152,99784.69272157081,99569.38544314135,99827.7541772566
153,99783.88426948736,99567.76853897444,99827.10741558984
154,99783.07844652333,99566.1568930464,99826.46275721861
155,99782.27522719443,99564.55045438859,99825.8201817555
156,99781.47458642541,99562.94917285054,99825.17966914027
157,99780.67649954095,99561.3529990816,99824.5411996327
158,99779.88094225677,99559.76188451325,99823.90475380536
159,99779.08789067106,99558.17578134182,99823.27031253678
160,99778.29732125602,99556.59464251174,99822.63785700475
161,99777.50921084978,99555.01842169926,99822.00736867976
162,99776.72353664845,99553.44707329663,99821.3788293187
163,99775.94027619847,99551.88055239666,99820.7522209587
164,99775.15940738903,99550.31881477777,99820.12752591114
165,99774.38090844487,99548.76181688944,99819.50472675581
166,99773.60475791917,99547.20951583803,99818.88380633525
167,99772.83093468663,99545.66186937295,99818.26474774921
168,99772.05941793682,99544.11883587333,99817.64753434937
169,99771.29018716759,99542.58037433487,99817.03214973398
170,99770.52322217874,99541.04644435717,99816.4185777429
171,99769.75850306584,99539.51700613137,99815.80680245257
172,99768.99601021418,99537.99202042805,99815.19680817124
173,99768.23572429291,99536.47144858551,99814.58857943422
174,99767.47762624934,99534.95525249834,99813.98210099936
175,99766.72169730332,99533.4433946063,99813.37735784255
176,99765.96791894188,99531.93583788341,99812.77433515339
177,99765.21627291388,99530.43254582741,99812.17301833098
178,99764.46674122488,99528.93348244941,99811.57339297979
179,99763.71930613213,99527.43861226391,99810.97544490559
180,99762.97395013963,99525.94790027892,99810.3791601116
181,99762.23065599338,99524.46131198642,99809.7845247946
182,99761.48940667672,99522.9788133531,99809.19152534127
183,99760.75018540576,99521.50037081119,99808.6001483245
184,99760.012975625,99520.02595124964,99808.01038049988
185,99759.2777610029,99518.55552200545,99807.4222088022
186,99758.54452542779,99517.08905085524,99806.83562034213
187,99757.81325300367,99515.62650600699,99806.25060240283
188,99757.08392804618,99514.16785609201,99805.66714243684
189,99756.35653507872,99512.7130701571,99805.08522806288
190,99755.63105882861,99511.26211765688,99804.50484706278
191,99754.90748422332,99509.8149684463,99803.92598737855
192,99754.18579638684,99508.37159277333,99803.34863710936
193,99753.46598063609,99506.93196127182,99802.77278450876
194,99752.74802247746,99505.49604495459,99802.19841798187
195,99752.03190760342,99504.06381520651,99801.62552608264
196,99751.31762188913,99502.63524377794,99801.05409751121
197,99750.60515138925,99501.21030277818,99800.48412111131
198,99749.89448233473,99499.78896466915,99799.9155858677
199,99749.18560112972,99498.37120225914,99799.34848090369
200,99748.47849434853,99496.95698869677,99798.78279547874
201,99747.77314873267,99495.54629746504,99798.21851898605
202,99747.06955118793,99494.13910237559,99797.65564095027
203,99746.36768878158,99492.7353775629,99797.09415102519
204,99745.66754873957,99491.33509747888,99796.53403899158
205,99744.9691184438,99489.93823688733,99795.97529475497
206,99744.2723854295,99488.54477085875,99795.41790834354
207,99743.57733738265,99487.15467476503,99794.86186990606
208,99742.88396213738,99485.76792427446,99794.30716970983
209,99742.1922476735,99484.38449534673,99793.75379813874
210,99741.50218211416,99483.00436422805,99793.20174569127
211,99740.81375372334,99481.6275074464,99792.65100297861
212,99740.12695090359,99480.25390180692,99792.10156072282
213,99739.44176219376,99478.88352438726,99791.55340975495
214,99738.75817626674,99477.51635253322,99791.00654101334
215,99738.07618192727,99476.15236385427,99790.46094554177
216,99737.39576810984,99474.79153621939,99789.91661448781
217,99736.71692387653,99473.43384775278,99789.37353910117
218,99736.03963841505,99472.07927682983,99788.83171073199
219,99735.36390103665,99470.72780207303,99788.29112082926
220,99734.68970117418,99469.3794023481,99787.7517609393
221,99734.01702838019,99468.03405676011,99787.2136227041
222,99733.34587232496,99466.69174464968,99786.67669785993
223,99732.67622279478,99465.35244558932,99786.14097823578
224,99732.00806969,99464.01613937976,99785.60645575196
225,99731.34140302333,99462.68280604643,99785.07312241862
226,99730.67621291809,99461.35242583595,99784.54097033442
227,99730.01248960648,99460.02497921276,99784.00999168513
228,99729.35022342794,99458.7004468557,99783.4801787423
229,99728.68940482748,99457.3788096548,99782.95152386194
230,99728.03002435408,99456.06004870801,99782.42401948322
231,99727.37207265913,99454.7441453181,99781.89765812726
232,99726.71554049483,99453.4310809895,99781.37243239582
233,99726.06041871275,99452.12083742533,99780.84833497016
234,99725.40669826229,99450.8133965244,99780.32535860979
235,99724.75437018924,99449.5087403783,99779.80349615135
236,99724.10342563434,99448.2068512685,99779.28274050742
237,99723.45385583187,99446.90771166357,99778.76308466545
238,99722.80565210832,99445.61130421647,99778.2445216866
239,99722.15880588097,99444.31761176175,99777.72704470472
240,99721.5133086566,99443.02661731302,99777.21064692523
241,99720.86915203021,99441.73830406021,99776.69532162411
242,99720.22632768367,99440.45265536715,99776.18106214688
243,99719.58482738458,99439.16965476895,99775.6678619076
244,99718.94464298492,99437.88928596962,99775.15571438786
245,99718.30576641992,99436.61153283963,99774.64461313585
246,99717.66818970685,99435.3363794135,99774.1345517654
247,99717.03190494387,99434.06380988754,99773.62552395502
248,99716.39690430887,99432.79380861753,99773.11752344703
249,99715.76318005835,99431.52636011648,99772.6105440466
250,99715.13072452632,99430.26144905241,99772.10457962098
251,99714.49953012321,99428.99906024622,99771.5996240985
252,99713.86958933486,99427.73917866952,99771.09567146782
253,99713.2408947214,99426.4817894426,99770.59271577705
254,99712.61343891626,99425.22687783232,99770.09075113294
255,99711.98721462517,99423.97442925016,99769.58977170008
256,99711.36221462517,99422.72442925016,99769.08977170008
257,99710.73843176362,99421.47686352706,99768.59074541084
258,99710.11585895726,99420.23171791433,99768.09268716574
259,99709.49448919126,99418.98897838233,99767.59559135295
260,99708.87431551832,99417.74863103643,99767.0994524146
261,99708.25533105774,99416.51066211525,99766.60426484612
262,99707.63752899451,99415.27505798882,99766.11002319555
263,99707.02090257853,99414.04180515687,99765.61672206277
264,99706.40544512363,99412.81089024707,99765.12435609885
265,99705.7911500068,99411.5823000134,99764.63292000539
266,99705.17801066731,99410.35602133443,99764.1424085338
267,99704.56602060595,99409.1320412117,99763.6528164847
268,99703.95517338418,99407.91034676814,99763.16413870727
269,99703.34546262333,99406.69092524644,99762.67637009859
270,99702.73688200388,99405.47376400753,99762.18950560303
271,99702.12942526465,99404.25885052908,99761.70354021165
272,99701.52308620205,99403.04617240389,99761.21846896157
273,99700.91785866939,99401.83571733856,99760.73428693543
274,99700.31373657606,99400.6274731519,99760.25098926076
275,99699.7107138869,99399.42142777359,99759.76857110944
276,99699.10878462148,99398.21756924273,99759.2870276971
277,99698.50794285335,99397.01588570647,99758.8063542826
278,99697.90818270945,99395.81636541866,99758.32654616747
279,99697.30949836936,99394.61899673849,99757.8475986954
280,99696.71188406469,99393.42376812916,99757.36950725167
281,99696.11533407842,99392.23066815661,99756.89226726265
282,99695.51984274425,99391.03968548826,99756.41587419531
283,99694.92540444598,99389.8508088917,99755.94032355669
284,99694.33201361689,99388.6640272335,99755.46561089341
285,99693.73966473913,99387.47932947798,99754.9917317912
286,99693.14835234314,99386.296704686,99754.51868187441
287,99692.55807100704,99385.1161420138,99754.04645680553
288,99691.96881535604,99383.93763071182,99753.57505228474
289,99691.38058006193,99382.76116012358,99753.10446404944
290,99690.79335984241,99381.58671968455,99752.63468787383
291,99690.20714946065,99380.41429892102,99752.16571956842
292,99689.62194372468,99379.24388744906,99751.69755497963
293,99689.03773748684,99378.07547497339,99751.23018998936
294,99688.45452564332,99376.90905128635,99750.76362051455
295,99687.87230313358,99375.74460626688,99750.29784250676
296,99687.29106493987,99374.58212987943,99749.83285195178
297,99686.71080608669,99373.42161217306,99749.36864486923
298,99686.13152164033,99372.26304328033,99748.90521731215
299,99685.55320670837,99371.10641341639,99748.44256536657
300,99684.97585643918,99369.95171287801,99747.98068515121
301,99684.39946602148,99368.7989320426,99747.51957281705
302,99683.82403068383,99367.6480613673,99747.05922454693
303,99683.24954569421,99366.49909138806,99746.59963655523
304,99682.67600635954,99365.35201271871,99746.14080508749
305,99682.10340802523,99364.20681605008,99745.68272642004
306,99681.53174607475,99363.06349214913,99745.22539685966
307,99680.9610159292,99361.92203185806,99744.76881274323
308,99680.39121304691,99360.78242609347,99744.3129704374
309,99679.82233292292,99359.6446658455,99743.8578663382
310,99679.25437108868,99358.508742177,99743.40349687081
311,99678.68732311156,99357.37464622276,99742.94985848911
312,99678.12118459449,99356.2423691886,99742.49694767545
313,99677.55595117554,99355.11190235072,99742.04476094029
314,99676.99161852757,99353.98323705475,99741.5932948219
315,99676.42818235775,99352.85636471512,99741.14254588605
316,99675.86563840728,99351.73127681419,99740.69251072568
317,99675.30398245098,99350.60796490159,99740.24318596064
318,99674.74321029689,99349.4864205934,99739.79456823737
319,99674.18331778594,99348.36663557148,99739.3466542286
320,99673.62430079156,99347.24860158273,99738.8994406331
321,99673.06615521938,99346.13231043836,99738.45292417535
322,99672.5088770068,99345.01775401321,99738.00710160528
323,99671.95246212272,99343.90492424507,99737.56196969803
324,99671.39690656716,99342.79381313396,99737.11752525359
325,99670.84220637093,99341.68441274151,99736.67376509661
326,99670.2883575953,99340.57671519027,99736.23068607612
327,99669.73535633169,99339.47071266305,99735.78828506522
328,99669.18319870131,99338.36639740231,99735.34655896093
329,99668.6318808549,99337.26376170947,99734.90550468379
330,99668.08139897234,99336.16279794434,99734.46511917774
331,99667.53174926242,99335.06349852448,99734.02539940979
332,99666.98292796247,99333.96585592459,99733.58634236983
333,99666.43493133811,99332.86986267589,99733.14794507035
334,99665.88775568294,99331.77551136556,99732.71020454622
335,99665.34139731823,99330.68279463614,99732.27311785446
336,99664.79585259264,99329.59170518497,99731.83668207399
337,99664.25111788194,99328.50223576356,99731.40089430542
338,99663.70718958872,99327.41437917712,99730.96575167084
339,99663.16406414213,99326.32812828393,99730.53125131356
340,99662.62173799759,99325.24347599484,99730.09739039792
341,99662.0802076365,99324.1604152727,99729.66416610905
342,99661.53946956607,99323.07893913182,99729.23157565271
343,99660.9995203189,99321.99904063751,99728.79961625498
344,99660.46035645288,99320.92071290548,99728.36828516217
345,99659.92197455082,99319.84394910137,99727.93757964052
346,99659.38437122025,99318.76874244022,99727.50749697606
347,99658.84754309316,99317.69508618604,99727.07803447438
348,99658.31148682574,99316.6229736512,99726.64918946046
349,99657.77619909817,99315.55239819606,99726.22095927839
350,99657.24167661434,99314.48335322841,99725.79334129133
351,99656.70791610166,99313.41583220304,99725.36633288118
352,99656.17491431077,99312.34982862127,99724.93993144848
353,99655.64266801537,99311.28533603044,99724.51413441215
354,99655.11117401191,99310.22234802354,99724.0889392094
355,99654.58042911948,99309.16085823867,99723.66434329544
356,99654.05043017947,99308.10086035867,99723.24034414344
357,99653.52117405545,99307.04234811061,99722.81693924422
358,99652.99265763287,99305.98531526545,99722.39412610616
359,99652.4648778189,99304.92975563751,99721.97190225498
360,99651.93783154221,99303.87566308412,99721.55026523363
361,99651.41151575273,99302.82303150518,99721.12921260206
362,99650.88592742149,99301.77185484272,99720.70874193708
363,99650.3610635404,99300.72212708056,99720.28885083222
364,99649.83692112204,99299.67384224384,99719.86953689753
365,99649.31349719944,99298.62699439866,99719.45079775946
366,99648.79078882595,99297.58157765168,99719.03263106068
367,99648.26879307498,99296.53758614975,99718.6150344599
368,99647.74750703984,99295.49501407945,99718.19800563178
369,99647.22692783354,99294.45385566686,99717.78154226675
370,99646.70705258864,99293.41410517704,99717.36564207081
371,99646.18787845699,99292.37575691374,99716.95030276549
372,99645.66940260962,99291.33880521901,99716.5355220876
373,99645.15162223655,99290.30324447286,99716.12129778913
374,99644.63453454655,99289.26906909287,99715.70762763714
375,99644.11813676707,99288.23627353388,99715.29450941354
376,99643.60242614393,99287.20485228763,99714.88194091503
377,99643.0873999413,99286.17479988238,99714.46991995293
378,99642.57305544143,99285.14611088263,99714.05844435302
379,99642.0593899445,99284.11877988875,99713.64751195547
380,99641.54640076845,99283.09280153667,99713.23712061463
381,99641.03408524887,99282.06817049751,99712.82726819898
382,99640.52244073877,99281.04488147733,99712.4179525909
383,99640.01146460847,99280.0229292167,99712.00917168666
384,99639.50115424539,99279.00230849054,99711.6009233962
385,99638.99150705394,99277.98301410767,99711.19320564305
386,99638.48252045538,99276.96504091055,99710.7860163642
387,99637.97419188761,99275.948383775,99710.37935350998
388,99637.46651880504,99274.93303760987,99709.97321504392
389,99636.95949867848,99273.91899735674,99709.56759894267
390,99636.45312899494,99272.90625798966,99709.16250319584
391,99635.94740725751,99271.8948145148,99708.7579258059
392,99635.44233098523,99270.88466197025,99708.35386478808
393,99634.93789771292,99269.87579542564,99707.95031817023
394,99634.43410499106,99268.86820998193,99707.54728399274
395,99633.93095038563,99267.86190077108,99707.1447603084
396,99633.42843147801,99266.85686295581,99706.74274518229
397,99632.92654586479,99265.85309172935,99706.3412366917
398,99632.42529115766,99264.85058231512,99705.940232926
399,99631.92466498334,99263.84932996648,99705.53973198654
400,99631.42466498334,99262.84932996648,99705.13973198655
401,99630.9252888139,99261.8505776276,99704.740231051
402,99630.42653414585,99260.85306829149,99704.34122731654
403,99629.92839866446,99259.85679732871,99703.94271893143
404,99629.43088006935,99258.8617601385,99703.54470405534
405,99628.93397607436,99257.8679521485,99703.14718085933
406,99628.43768440737,99256.87536881454,99702.75014752574
407,99627.94200281028,99255.88400562035,99702.35360224807
408,99627.4469290388,99254.89385807737,99701.95754323088
409,99626.95246086236,99253.9049217245,99701.56196868973
410,99626.45859606404,99252.91719212786,99701.16687685107
411,99625.96533244038,99251.93066488052,99700.77226595214
412,99625.4726678013,99250.94533560236,99700.37813424088
413,99624.98059996999,99249.96119993975,99699.98447997583
414,99624.4891267828,99248.97825356538,99699.59130142609
415,99623.99824608913,99247.99649217803,99699.19859687115
416,99623.5079557513,99247.01591150234,99698.80636460088
417,99623.01825364442,99246.03650728859,99698.41460291538
418,99622.52913765637,99245.0582753125,99698.02331012495
419,99622.04060568762,99244.08121137501,99697.63248454995
420,99621.55265565115,99243.10531130206,99697.24212452077
421,99621.06528547232,99242.1305709444,99696.8522283777
422,99620.5784930888,99241.15698617738,99696.46279447089
423,99620.09227645048,99240.18455290073,99696.07382116023
424,99619.6066335193,99239.21326703837,99695.68530681529
425,99619.12156226923,99238.24312453823,99695.29724981522
426,99618.63706068612,99237.27412137201,99694.90964854874
427,99618.15312676762,99236.30625353502,99694.52250141394
428,99617.6697585231,99235.33951704597,99694.13580681832
429,99617.18695397352,99234.37390794679,99693.74956317864
430,99616.70471115135,99233.40942230246,99693.36376892091
431,99616.22302810049,99232.44605620074,99692.97842248023
432,99615.74190287617,99231.4838057521,99692.59352230077
433,99615.26133354483,99230.52266708943,99692.2090668357
434,99614.78131818409,99229.56263636796,99691.82505454711
435,99614.30185488261,99228.603709765,99691.44148390592
436,99613.82294174,99227.64588347978,99691.05835339183
437,99613.34457686676,99226.68915373331,99690.67566149324
438,99612.86675838419,99225.73351676817,99690.29340670719
439,99612.38948442429,99224.77896884836,99689.91158753927
440,99611.91275312967,99223.82550625912,99689.53020250358
441,99611.43656265349,99222.87312530674,99689.14925012263
442,99610.96091115933,99221.92182231843,99688.7687289273
443,99610.48579682119,99220.97159364214,99688.38863745678
444,99610.01121782331,99220.02243564639,99688.00897425848
445,99609.53717236017,99219.07434472011,99687.62973788797
446,99609.06365863635,99218.12731727249,99687.25092690892
447,99608.59067486651,99217.18134973281,99686.87253989305
448,99608.11821927526,99216.23643855029,99686.49457542005
449,99607.64629009708,99215.29258019393,99686.1170320775
450,99607.17488557629,99214.34977115235,99685.73990846086
451,99606.70400396694,99213.40800793366,99685.36320317339
452,99606.23364353275,99212.46728706527,99684.98691482603
453,99605.76380254701,99211.5276050938,99684.61104203745
454,99605.29447929254,99210.58895858486,99684.23558343388
455,99604.8256720616,99209.65134412299,99683.86053764913
456,99604.35737915582,99208.71475831141,99683.4859033245
457,99603.88959888609,99207.77919777196,99683.11167910873
458,99603.42232957257,99206.84465914493,99682.73786365791
459,99602.95556954456,99205.91113908892,99682.3644556355
460,99602.48931714044,99204.97863428068,99681.99145371221
461,99602.0235707076,99204.04714141501,99681.61885656594
462,99601.5583286024,99203.1166572046,99681.24666288178
463,99601.09358919006,99202.18717837993,99680.8748713519
464,99600.62935084461,99201.25870168905,99680.50348067554
465,99600.16561194885,99200.33122389752,99680.13248955894
466,99599.70237089423,99199.4047417883,99679.76189671525
467,99599.23962608085,99198.47925216153,99679.39170086455
468,99598.77737591733,99197.55475183448,99679.02190073373
469,99598.3156188208,99196.6312376414,99678.65249505649
470,99597.85435321678,99195.70870643338,99678.28348257329
471,99597.3935775392,99194.7871550782,99677.91486203122
472,99596.93329023026,99193.86658046031,99677.54663218406
473,99596.47348974038,99192.94697948056,99677.17879179216
474,99596.0141745282,99192.02834905621,99676.81133962242
475,99595.55534306046,99191.11068612074,99676.44427444822
476,99595.09699381195,99190.19398762372,99676.07759504941
477,99594.63912526546,99189.27825053073,99675.71130021222
478,99594.18173591171,99188.36347182324,99675.34538872923
479,99593.72482424932,99187.44964849847,99674.97985939932
480,99593.26838878474,99186.5367775693,99674.61471102765
481,99592.81242803215,99185.62485606413,99674.24994242558
482,99592.35694051348,99184.71388102678,99673.88555241065
483,99591.90192475828,99183.8038495164,99673.52153980649
484,99591.44737930373,99182.8947586073,99673.15790344286
485,99590.99330269455,99181.98660538893,99672.79464215551
486,99590.53969348292,99181.07938696568,99672.43175478622
487,99590.08655022849,99180.17310045681,99672.06924018267
488,99589.63387149827,99179.2677429964,99671.7070971985
489,99589.18165586662,99178.3633117331,99671.34532469317
490,99588.72990191517,99177.4598038302,99670.98392153201
491,99588.27860823277,99176.5572164654,99670.62288658609
492,99587.82777341543,99175.65554683073,99670.26221873223
493,99587.37739606631,99174.75479213252,99669.90191685293
494,99586.92747479564,99173.85494959119,99669.5419798364
495,99586.47800822066,99172.95601644124,99669.18240657642
496,99586.02899496559,99172.05798993111,99668.82319597236
497,99585.58043366157,99171.16086732308,99668.46434692915
498,99585.13232294662,99170.26464589318,99668.10585835719
499,99584.68466146558,99169.36932293112,99667.74772917236
500,99584.23744787008,99168.47489574012,99667.38995829596
501,99583.79068081848,99167.5813616369,99667.03254465466
502,99583.3443589758,99166.68871795155,99666.67548718052
503,99582.89848101373,99165.79696202741,99666.31878481086
504,99582.45304561054,99164.90609122104,99665.96243648832
505,99582.00805145105,99164.01610290207,99665.60644116072
506,99581.56349722657,99163.12699445312,99665.25079778115
507,99581.11938163488,99162.23876326975,99664.8955053078
508,99580.67570338017,99161.35140676034,99664.54056270403
509,99580.23246117299,99160.46492234599,99664.18596893828
510,99579.78965373021,99159.57930746044,99663.83172298406
511,99579.34727977501,99158.69455955004,99663.47782381989
512,99578.90533803677,99157.81067607355,99663.1242704293
513,99578.46382725108,99156.92765450217,99662.77106180074
514,99578.02274615968,99156.04549231939,99662.41819692763
515,99577.58209351044,99155.16418702091,99662.06567480824
516,99577.14186805728,99154.2837361146,99661.7134944457
517,99576.70206856015,99153.40413712032,99661.361654848
518,99576.26269378499,99152.52538756999,99661.01015502788
519,99575.82374250368,99151.64748500737,99660.65899400284
520,99575.38521349402,99150.77042698806,99660.3081707951
521,99574.94710553969,99149.89421107939,99659.95768443163
522,99574.50941743015,99149.01883486033,99659.607533944
523,99574.0721479607,99148.14429592143,99659.25771836845
524,99573.63529593237,99147.27059186477,99658.90823674579
525,99573.1988601519,99146.39772030382,99658.55908812142
526,99572.7628394317,99145.52567886343,99658.21027154526
527,99572.32723258983,99144.65446517969,99657.86178607176
528,99571.89203844994,99143.7840768999,99657.51363075986
529,99571.45725584125,99142.91451168251,99657.1658046729
530,99571.02288359849,99142.04576719698,99656.81830687869
531,99570.58892056189,99141.17784112378,99656.47113644941
532,99570.15536557713,99140.31073115426,99656.12429246161
533,99569.7222174953,99139.44443499061,99655.77777399615
534,99569.2894751729,99138.57895034579,99655.43158013822
535,99568.85713747174,99137.71427494346,99655.08570997728
536,99568.42520325896,99136.85040651787,99654.74016260705
537,99567.99367140695,99135.98734281387,99654.39493712544
538,99567.56254079338,99135.12508158675,99654.0500326346
