Qsell,E,CVaR,rho
0.5,-1.062992928549262e6,-8.367130345079605e6,-8.294088970914301e6
0.51,-1.058325339339502e6,-8.3559548283236055e6,-8.282978533433764e6
0.52,-1.0536577501297423e6,-8.344779311567604e6,-8.271868095953224e6
0.53,-1.0489901609199815e6,-8.333603794811604e6,-8.260757658472688e6
0.54,-1.0443225717102223e6,-8.322428278055606e6,-8.249647220992153e6
0.55,-1.0396549825004623e6,-8.311252761299604e6,-8.238536783511612e6
0.56,-1.0349873932907012e6,-8.300077244543601e6,-8.227426346031073e6
0.57,-1.0303198040809425e6,-8.288901727787604e6,-8.216315908550537e6
0.58,-1.0256522148711813e6,-8.2777262110316055e6,-8.205205471070001e6
0.59,-1.0209846256614226e6,-8.266550694275602e6,-8.19409503358946e6
0.6,-1.0163170364516621e6,-8.255375177519606e6,-8.182984596108927e6
0.61,-1.011649447241901e6,-8.244199660763604e6,-8.171874158628386e6
0.62,-1.0069818580321425e6,-8.233024701656681e6,-8.160764273220435e6
0.63,-1.0023142688223816e6,-8.221853150821475e6,-8.149657762001485e6
0.64,-997646.6796126231,-8.210681599986277e6,-8.13855125078254e6
0.65,-992979.090402862,-8.199510049151079e6,-8.127444739563596e6
0.66,-988311.5011931014,-8.188338498315876e6,-8.116338228344649e6
0.67,-983643.9119833426,-8.177166947480674e6,-8.105231717125701e6
0.68,-978976.3227735813,-8.16599539664548e6,-8.094125205906761e6
0.69,-974308.7335638226,-8.1548238458102755e6,-8.083018694687811e6
0.7,-969641.1443540616,-8.143652294975076e6,-8.071912183468866e6
0.71,-964973.5551443014,-8.132480744139875e6,-8.06080567224992e6
0.72,-960305.9659345421,-8.121309193304678e6,-8.049699161030977e6
0.73,-955638.3767247817,-8.110137642469476e6,-8.03859264981203e6
0.74,-950970.7875150228,-8.098966091634277e6,-8.027486138593085e6
0.75,-946303.1983052619,-8.0877945407990785e6,-8.01637962737414e6
0.76,-941635.6090955015,-8.076622989963879e6,-8.005273116155195e6
0.77,-936968.0198857425,-8.065451439128675e6,-7.994166604936245e6
0.78,-932300.4306759813,-8.054279888293479e6,-7.983060093717303e6
0.79,-927632.8414662225,-8.043108337458279e6,-7.971953582498358e6
0.8,-922965.2522564625,-8.03193678662308e6,-7.960847071279414e6
0.81,-918297.6630467011,-8.02076523578788e6,-7.949740560060468e6
0.82,-913630.0738369422,-8.009593684952677e6,-7.938634048841519e6
0.83,-908962.4846271813,-7.998422134117477e6,-7.927527537622574e6
0.84,-904294.8954174212,-7.987250583282277e6,-7.916421026403628e6
0.85,-899627.3062076623,-7.976079032447077e6,-7.905314515184683e6
0.86,-894959.7169979017,-7.96490748161188e6,-7.89420800396574e6
0.87,-890292.1277881424,-7.953735930776679e6,-7.883101492746794e6
0.88,-885624.5385783815,-7.942564379941478e6,-7.871994981527847e6
0.89,-880956.949368622,-7.93139282910628e6,-7.860888470308903e6
0.9,-876289.3601588618,-7.92022127827108e6,-7.849781959089958e6
0.91,-871621.7709491024,-7.909049727435881e6,-7.838675447871014e6
0.92,-866954.1817393426,-7.897878176600679e6,-7.827568936652065e6
0.93,-862286.5925295812,-7.88670662576548e6,-7.816462425433122e6
0.94,-857619.0033198219,-7.875535074930281e6,-7.805355914214177e6
0.95,-852951.4141100616,-7.86436352409508e6,-7.79424940299523e6
0.96,-848283.8249003022,-7.853191973259879e6,-7.783142891776283e6
0.97,-843616.2356905425,-7.842020422424679e6,-7.772036380557338e6
0.98,-838948.6464807818,-7.830848871589477e6,-7.76092986933839e6
0.99,-834281.0572710214,-7.819677320754279e6,-7.749823358119447e6
1.0,-829613.468061262,-7.80850576991908e6,-7.738716846900502e6
1.01,-824945.8788515024,-7.797334219083879e6,-7.727610335681556e6
1.02,-820278.2896417424,-7.786162668248677e6,-7.7165038244626075e6
1.03,-815610.7004319818,-7.774991117413477e6,-7.705397313243662e6
1.04,-810943.1112222216,-7.763819566578277e6,-7.6942908020247165e6
1.05,-806275.5220124619,-7.752648015743077e6,-7.68318429080577e6
1.06,-801607.9328027021,-7.741476464907875e6,-7.672077779586823e6
1.07,-796940.3435929425,-7.7303049140726775e6,-7.66097126836788e6
1.08,-792272.7543831817,-7.719133363237479e6,-7.649864757148935e6
1.09,-787605.1651734217,-7.707961812402279e6,-7.63875824592999e6
1.1,-782937.5759636619,-7.696790261567078e6,-7.627651734711044e6
1.11,-778269.9867539022,-7.685618710731879e6,-7.616545223492099e6
1.12,-773602.3975441426,-7.674447159896678e6,-7.605438712273153e6
1.13,-768934.8083343811,-7.6632756090614805e6,-7.594332201054209e6
1.14,-764267.219124622,-7.65210405822628e6,-7.583225689835263e6
1.15,-759599.6299148618,-7.640932507391077e6,-7.572119178616314e6
1.16,-754932.040705102,-7.629760956555878e6,-7.56101266739737e6
1.17,-750264.4514953425,-7.618589405720676e6,-7.549906156178423e6
1.18,-745596.8622855813,-7.6074178548854785e6,-7.53879964495948e6
1.19,-740929.2730758218,-7.596246304050281e6,-7.527693133740536e6
1.2,-736261.6838660617,-7.585074753215083e6,-7.516586622521593e6
1.21,-731594.0946563022,-7.573903202379877e6,-7.505480111302641e6
1.22,-726926.5054465423,-7.562731651544676e6,-7.494373600083695e6
1.23,-722258.9162367816,-7.551560100709481e6,-7.483267088864754e6
1.24,-717591.3270270217,-7.540388549874281e6,-7.472160577645808e6
1.25,-712923.737817262,-7.529216999039078e6,-7.46105406642686e6
1.26,-708256.1486075022,-7.5180454482038785e6,-7.449947555207915e6
1.27,-703588.5593977425,-7.50687389736868e6,-7.438841043988971e6
1.28,-698920.9701879815,-7.495702346533476e6,-7.427734532770022e6
1.29,-694253.3809782214,-7.48453079569828e6,-7.416628021551079e6
1.3,-689585.7917684619,-7.47335924486308e6,-7.405521510332134e6
1.31,-684918.2025587023,-7.46218769402788e6,-7.394414999113188e6
1.32,-680250.6133489427,-7.45101614319268e6,-7.383308487894242e6
1.33,-675583.0241391816,-7.439844592357475e6,-7.372201976675292e6
1.34,-670915.4349294214,-7.428673041522278e6,-7.36109546545635e6
1.35,-666247.845719662,-7.417501490687081e6,-7.349988954237406e6
1.36,-661580.256509902,-7.40632993985188e6,-7.33888244301846e6
1.37,-656912.667300143,-7.395158389016679e6,-7.327775931799513e6
1.38,-652245.0780903811,-7.383986838181478e6,-7.316669420580567e6
1.39,-647577.4888806222,-7.372815287346278e6,-7.305562909361621e6
1.4,-642909.8996708622,-7.361643736511075e6,-7.294456398142672e6
1.41,-638242.3104611025,-7.35047218567588e6,-7.283349886923732e6
1.42,-633574.7212513424,-7.33930063484068e6,-7.272243375704787e6
1.43,-628907.1320415816,-7.3281311930549815e6,-7.261138952444847e6
1.44,-624239.542831822,-7.316962761667786e6,-7.250035529479426e6
1.45,-619571.9536220618,-7.305794330280584e6,-7.238932106513999e6
1.46,-614904.3644123022,-7.294625898893384e6,-7.227828683548573e6
1.47,-610236.7752025424,-7.283457467506182e6,-7.2167252605831465e6
1.48,-605569.1859927819,-7.272289036118982e6,-7.2056218376177205e6
1.49,-600901.5967830215,-7.261120604731784e6,-7.194518414652296e6
1.5,-596234.0075732619,-7.249952173344582e6,-7.1834149916868685e6
1.51,-591566.4183635022,-7.238783741957388e6,-7.172311568721449e6
1.52,-586898.8291537421,-7.227615310570187e6,-7.161208145756022e6
1.53,-582231.2399439818,-7.216446879182985e6,-7.150104722790594e6
1.54,-577563.6507342213,-7.205278447795785e6,-7.13900129982517e6
1.55,-572896.061524462,-7.194110016408585e6,-7.127897876859744e6
1.56,-568228.4723147023,-7.182941585021385e6,-7.116794453894318e6
1.57,-563560.8831049426,-7.171773153634187e6,-7.105691030928895e6
1.58,-558893.2938951814,-7.160604722246985e6,-7.094587607963467e6
1.59,-554225.7046854214,-7.149436290859785e6,-7.083484184998041e6
1.6,-549558.1154756619,-7.138267859472583e6,-7.072380762032613e6
1.61,-544890.5262659021,-7.127099428085384e6,-7.061277339067189e6
1.62,-540222.9370561426,-7.115930996698184e6,-7.050173916101763e6
1.63,-535555.3478463815,-7.104762565310984e6,-7.039070493136338e6
1.64,-530887.758636622,-7.0935951326754065e6,-7.027968058935019e6
1.65,-526220.1694268619,-7.082429069440204e6,-7.01686698044007e6
1.66,-521552.58021710214,-7.071263006205004e6,-7.005765901945124e6
1.67,-516884.99100734235,-7.060096942969804e6,-6.994664823450179e6
1.68,-512217.40179758135,-7.048930879734604e6,-6.983563744955233e6
1.69,-507549.8125878217,-7.037764816499406e6,-6.97246266646029e6
1.7,-502882.2233780615,-7.0265987532642055e6,-6.961361587965344e6
1.71,-498214.6341683021,-7.015432690029004e6,-6.950260509470397e6
1.72,-493547.04495854245,-7.004266626793806e6,-6.939159430975454e6
1.73,-488879.45574878156,-6.993100563558602e6,-6.928058352480504e6
1.74,-484211.8665390215,-6.981934500323404e6,-6.91695727398556e6
1.75,-479544.27732926176,-6.970768437088204e6,-6.9058561954906145e6
1.76,-474876.6881195025,-6.9596023738530055e6,-6.89475511699567e6
1.77,-470209.0989097421,-6.9484363106178045e6,-6.883654038500723e6
1.78,-465541.50969998154,-6.937270247382602e6,-6.872552960005776e6
1.79,-460873.9204902216,-6.926104184147403e6,-6.8614518815108305e6
1.8,-456206.3312804622,-6.914938120912206e6,-6.850350803015889e6
1.81,-451538.7420707024,-6.903772057677005e6,-6.839249724520943e6
1.82,-446871.15286094253,-6.892605994441807e6,-6.8281486460259985e6
1.83,-442203.56365118135,-6.881439931206607e6,-6.817047567531053e6
1.84,-437535.97444142133,-6.870273867971405e6,-6.805946489036105e6
1.85,-432868.385231662,-6.859107804736203e6,-6.794845410541157e6
1.86,-428200.7960219011,-6.847941741501004e6,-6.783744332046214e6
1.87,-423533.2068121426,-6.836775678265804e6,-6.772643253551267e6
1.88,-418865.6176023813,-6.825609615030603e6,-6.761542175056321e6
1.89,-414198.02839262283,-6.814443551795403e6,-6.750441096561375e6
1.9,-409530.4391828618,-6.803277488560204e6,-6.73934001806643e6
1.91,-404862.8499731023,-6.792111425325007e6,-6.728238939571489e6
1.92,-400195.26076334226,-6.780945362089804e6,-6.717137861076539e6
1.93,-395527.6715535815,-6.769779298854602e6,-6.706036782581591e6
1.94,-390860.0823438224,-6.758613235619406e6,-6.69493570408665e6
1.95,-386192.4931340617,-6.747447172384205e6,-6.683834625591704e6
1.96,-381524.90392430226,-6.736281109149005e6,-6.672733547096758e6
1.97,-376857.3147145422,-6.725115045913807e6,-6.6616324686018145e6
1.98,-372189.72550478164,-6.713948982678604e6,-6.650531390106866e6
1.99,-367522.1362950215,-6.702782919443404e6,-6.639430311611921e6
2.0,-362854.54708526214,-6.691616856208204e6,-6.628329233116975e6
2.01,-358186.9578755021,-6.680450792973005e6,-6.61722815462203e6
2.02,-353519.36866574216,-6.669284729737809e6,-6.606127076127089e6
2.03,-348851.7794559814,-6.658118666502604e6,-6.5950259976321375e6
2.04,-344184.1902462216,-6.646952603267402e6,-6.58392491913719e6
2.05,-339516.601036462,-6.635786540032205e6,-6.572823840642248e6
2.06,-334849.0118267011,-6.624620476797001e6,-6.561722762147298e6
2.07,-330181.4226169423,-6.613454413561807e6,-6.550621683652358e6
2.08,-325513.83340718155,-6.602288350326603e6,-6.53952060515741e6
2.09,-320846.2441974225,-6.591122287091405e6,-6.528419526662465e6
2.1,-316178.65498766187,-6.579956703453204e6,-6.517318922968548e6
2.11,-311511.0657779019,-6.568792766882004e6,-6.506219949870963e6
2.12,-306843.47656814265,-6.557628830310804e6,-6.4951209767733775e6
2.13,-302175.8873583813,-6.546464893739606e6,-6.484022003675794e6
2.14,-297508.2981486219,-6.535300957168404e6,-6.472923030578205e6
2.15,-292840.7089388618,-6.524137020597206e6,-6.461824057480623e6
2.16,-288173.11972910137,-6.512973084026006e6,-6.450725084383037e6
2.17,-283505.53051934217,-6.501809147454806e6,-6.439626111285451e6
2.18,-278837.9413095814,-6.490645210883605e6,-6.428527138187866e6
2.19,-274170.3520998226,-6.479481274312409e6,-6.417428165090282e6
2.2,-269502.7628900618,-6.4683173377412055e6,-6.406329191992694e6
2.21,-264835.17368030234,-6.457153401170005e6,-6.3952302188951075e6
2.22,-260167.58447054256,-6.445989464598805e6,-6.384131245797522e6
2.23,-255499.9952607817,-6.434825528027606e6,-6.373032272699938e6
2.24,-250832.40605102177,-6.423661591456404e6,-6.36193329960235e6
2.25,-246164.81684126196,-6.4124976548852045e6,-6.350834326504765e6
2.26,-241497.22763150203,-6.401333718314005e6,-6.33973535340718e6
2.27,-236829.63842174227,-6.390169781742806e6,-6.328636380309595e6
2.28,-232162.04921198142,-6.379005845171606e6,-6.317537407212011e6
2.29,-227494.4600022216,-6.367841908600405e6,-6.306438434114424e6
2.3,-222826.87079246197,-6.356677972029206e6,-6.295339461016838e6
2.31,-218159.2815827013,-6.345514035458006e6,-6.284240487919252e6
2.32,-213491.69237294252,-6.334350098886807e6,-6.273141514821669e6
2.33,-208824.10316318148,-6.323186162315604e6,-6.26204254172408e6
2.34,-204156.5139534226,-6.312022225744405e6,-6.250943568626495e6
2.35,-199488.924743662,-6.3008582891732035e6,-6.239844595528908e6
2.36,-194821.33553390193,-6.289694352602009e6,-6.228745622431328e6
2.37,-190153.74632414276,-6.278530416030806e6,-6.217646649333739e6
2.38,-185486.15711438138,-6.267366479459606e6,-6.206547676236154e6
2.39,-180818.5679046219,-6.256202542888403e6,-6.195448703138566e6
2.4,-176150.97869486205,-6.245038606317202e6,-6.184349730040978e6
2.41,-171483.38948510133,-6.233874669746003e6,-6.1732507569433935e6
2.42,-166815.80027534216,-6.222710733174806e6,-6.162151783845812e6
2.43,-162148.2110655814,-6.211546807949582e6,-6.151052821980742e6
2.44,-157480.6218558226,-6.200384119546385e6,-6.139955084569478e6
2.45,-152813.03264606203,-6.189221431143186e6,-6.128857347158215e6
2.46,-148145.44343630242,-6.178058742739985e6,-6.117759609746948e6
2.47,-143477.8542265424,-6.1668960543367835e6,-6.106661872335681e6
2.48,-138810.26501678163,-6.155733365933585e6,-6.095564134924416e6
2.49,-134142.67580702194,-6.144570677530388e6,-6.084466397513155e6
2.5,-129475.08659726196,-6.133407989127187e6,-6.073368660101888e6
2.51,-124807.49738750214,-6.122245300723987e6,-6.062270922690622e6
2.52,-120139.90817774211,-6.111082612320788e6,-6.051173185279358e6
2.53,-115472.31896798137,-6.099919923917585e6,-6.040075447868089e6
2.54,-110804.7297582216,-6.088757235514385e6,-6.028977710456823e6
2.55,-106137.1405484618,-6.0775945471111825e6,-6.017879973045555e6
2.56,-101469.5513387014,-6.066431858707987e6,-6.006782235634294e6
2.57,-96801.96212894258,-6.055269170304786e6,-5.995684498223028e6
2.58,-92134.37291918155,-6.0441064819015805e6,-5.984586760811756e6
2.59,-87466.78370942257,-6.032943793498385e6,-5.973489023400496e6
2.6,-82799.1944996618,-6.021781105095182e6,-5.962391285989227e6
2.61,-78131.60528990174,-6.010618416691984e6,-5.951293548577963e6
2.62,-73464.01608014274,-5.999455728288785e6,-5.940195811166698e6
2.63,-68796.42687038121,-5.988293039885584e6,-5.929098073755432e6
2.64,-64128.83766062197,-5.977130351482383e6,-5.918000336344165e6
2.65,-59461.24845086196,-5.965967663079184e6,-5.9069025989329e6
2.66,-54793.6592411013,-5.954804974675982e6,-5.895804861521633e6
2.67,-50126.070031342446,-5.943642286272782e6,-5.884707124110367e6
2.68,-45458.48082158139,-5.932479597869583e6,-5.873609386699103e6
2.69,-40790.891611822575,-5.92131690946639e6,-5.862511649287844e6
2.7,-36123.30240206188,-5.910154221063186e6,-5.851413911876575e6
2.71,-31455.713192302286,-5.898991532659988e6,-5.840316174465311e6
2.72,-26788.123982542544,-5.887828844256787e6,-5.829218437054045e6
2.73,-22120.53477278164,-5.876666155853584e6,-5.8181206996427765e6
2.74,-17452.94556302175,-5.865503467450383e6,-5.807022962231509e6
2.75,-12785.356353261917,-5.854340779047185e6,-5.795925224820245e6
2.76,-8117.767143502176,-5.843178090643988e6,-5.7848274874089835e6
2.77,-3450.177933742106,-5.832015402240787e6,-5.773729749997716e6
2.78,1217.411276018858,-5.8208527138375845e6,-5.762632012586448e6
2.79,5885.000485778541,-5.809690025434385e6,-5.751534275175184e6
2.8,10552.589695538043,-5.798527337031185e6,-5.740436537763918e6
2.81,15220.17890529868,-5.787364648627984e6,-5.729338800352652e6
2.82,19887.768115057675,-5.776201960224787e6,-5.718241062941388e6
2.83,24555.35732481837,-5.765042554465796e6,-5.70714657534789e6
2.84,29222.94653457737,-5.753887310598602e6,-5.69605620802727e6
2.85,33890.535744338034,-5.742732066731402e6,-5.684965840706644e6
2.86,38558.12495409828,-5.7315768228642e6,-5.673875473386018e6
2.87,43225.71416385746,-5.720421578997001e6,-5.6627851060653925e6
2.88,47893.30337361863,-5.7092663351298e6,-5.6516947387447655e6
2.89,52560.8925833779,-5.6981110912626e6,-5.640604371424141e6
2.9,57228.48179313818,-5.686955847395401e6,-5.629514004103516e6
2.91,61896.07100289861,-5.675800603528201e6,-5.618423636782889e6
2.92,66563.66021265772,-5.664645359661002e6,-5.607333269462265e6
2.93,71231.2494224186,-5.653490115793799e6,-5.596242902141637e6
2.94,75898.8386321775,-5.642334871926601e6,-5.585152534821013e6
2.95,80566.42784193814,-5.631179628059402e6,-5.574062167500389e6
2.96,85234.01705169758,-5.6200243841922e6,-5.562971800179762e6
2.97,89901.6062614574,-5.608869140324999e6,-5.551881432859134e6
2.98,94569.19547121819,-5.5977138964578e6,-5.540791065538509e6
2.99,99236.78468097813,-5.586558652590602e6,-5.5297006982178865e6
3.0,103904.37389073816,-5.575403408723401e6,-5.5186103308972595e6
3.01,108571.96310049806,-5.5642481648562e6,-5.507519963576633e6
3.02,113239.55231025774,-5.553092920989001e6,-5.496429596256008e6
3.03,117907.14152001876,-5.541937677121798e6,-5.48533922893538e6
3.04,122574.73072977846,-5.5307824332546005e6,-5.474248861614756e6
3.05,127242.31993953799,-5.519627189387398e6,-5.463158494294128e6
3.06,131909.9091492987,-5.5084719455202e6,-5.452068126973505e6
3.07,136577.49835905773,-5.497316701653001e6,-5.44097775965288e6
3.08,141245.0875688184,-5.4861614577858e6,-5.429887392332254e6
3.09,145912.6767785775,-5.475006213918602e6,-5.41879702501163e6
3.1,150580.2659883381,-5.4638509700514e6,-5.407706657691003e6
3.11,155247.85519809823,-5.4526957261842005e6,-5.396616290370378e6
3.12,159915.4444078574,-5.441540482317001e6,-5.385525923049752e6
3.13,164583.03361761864,-5.430385238449802e6,-5.3744355557291275e6
3.14,169250.622827378,-5.419229994582605e6,-5.363345188408505e6
3.15,173918.2120371379,-5.408074750715401e6,-5.352254821087875e6
3.16,178585.80124689883,-5.396919506848198e6,-5.3411644537672475e6
3.17,183253.39045665765,-5.385764262981002e6,-5.330074086446626e6
3.18,187920.9796664186,-5.3746090191138005e6,-5.318983719125998e6
3.19,192588.56887617748,-5.363453775246601e6,-5.307893351805372e6
3.2,197256.15808593822,-5.352298531379404e6,-5.296802984484751e6
3.21,201923.74729569769,-5.341143287512202e6,-5.285712617164123e6
3.22,206591.33650545756,-5.329988043645e6,-5.274622249843495e6
3.23,211258.92571521841,-5.3188327997778e6,-5.263531882522871e6
3.24,215926.51492497817,-5.307677555910601e6,-5.252441515202246e6
3.25,220594.10413473815,-5.296524909053502e6,-5.2413537189216195e6
3.26,225261.6933444979,-5.2853792048023e6,-5.230272795820831e6
3.27,229929.28255425786,-5.274233500551098e6,-5.219191872720045e6
3.28,234596.87176401878,-5.2630877962999e6,-5.208110949619261e6
3.29,239264.4609737785,-5.251942092048701e6,-5.197030026518475e6
3.3,243932.05018353803,-5.240796387797497e6,-5.185949103417687e6
3.31,248599.63939329842,-5.229652477046433e6,-5.174869955882035e6
3.32,253267.2286030575,-5.218511221003237e6,-5.163793436507174e6
3.33,257934.81781281848,-5.207369964960038e6,-5.15271691713231e6
3.34,262602.40702257754,-5.196228708916837e6,-5.141640397757444e6
3.35,267269.996232338,-5.185087452873634e6,-5.130563878382574e6
3.36,271937.5854420981,-5.1739461968304375e6,-5.1194873590077115e6
3.37,276605.1746518573,-5.162804940787234e6,-5.108410839632844e6
3.38,281272.7638616186,-5.151663684744033e6,-5.097334320257977e6
3.39,285940.3530713781,-5.14052242870084e6,-5.086257800883117e6
3.4,290607.94228113804,-5.129381172657637e6,-5.075181281508249e6
3.41,295275.53149089875,-5.1182399166144375e6,-5.064104762133384e6
3.42,299943.1207006576,-5.107098660571236e6,-5.053028242758517e6
3.43,304610.70991041855,-5.095957404528036e6,-5.041951723383652e6
3.44,309278.29912017746,-5.084816148484837e6,-5.030875204008787e6
3.45,313945.8883299382,-5.073674892441635e6,-5.019798684633919e6
3.46,318613.4775396978,-5.06253363639844e6,-5.008722165259059e6
3.47,323281.0667494574,-5.051392380355239e6,-4.997645645884193e6
3.48,327948.6559592182,-5.040251124312038e6,-4.986569126509325e6
3.49,332616.24516897823,-5.029109868268835e6,-4.975492607134457e6
3.5,337283.8343787381,-5.017979198213742e6,-4.9644265678878175e6
3.51,341951.42358849803,-5.006852145737747e6,-4.953364110044484e6
3.52,346619.0127982579,-4.995725093261747e6,-4.942301652201147e6
3.53,351286.6020080189,-4.984598040785746e6,-4.931239194357808e6
3.54,355954.19121777837,-4.973470988309745e6,-4.92017673651447e6
3.55,360621.78042753815,-4.962343935833745e6,-4.9091142786711315e6
3.56,365289.36963729875,-4.951216883357745e6,-4.898051820827794e6
3.57,369956.95884705754,-4.940089830881744e6,-4.886989362984456e6
3.58,374624.54805681837,-4.928962778405746e6,-4.875926905141121e6
3.59,379292.13726657734,-4.917835725929745e6,-4.864864447297781e6
3.6,383959.72647633817,-4.906708673453743e6,-4.853801989454443e6
3.61,388627.3156860981,-4.895581620977746e6,-4.842739531611108e6
3.62,393294.90489585727,-4.884454568501744e6,-4.831677073767768e6
3.63,397962.4941056188,-4.873327516025744e6,-4.82061461592443e6
3.64,402630.08331537794,-4.862200463549742e6,-4.809552158081091e6
3.65,407297.6725251379,-4.851073411073745e6,-4.798489700237757e6
