Qsell,E,CVaR,rho
3.92,533322.5811886578,-4.550642994221749e6,-2.0086602065165455e6
3.93,537990.1703984187,-4.539515941745748e6,-2.0007628856736645e6
3.94,542657.7596081785,-4.528388889269747e6,-1.9928655648307842e6
3.95,547325.3488179381,-4.517261836793748e6,-1.9849682439879049e6
3.96,551992.9380276978,-4.506136853682026e6,-1.9770719578271643e6
3.97,556660.5272374584,-4.495012083054029e6,-1.9691757779082856e6
3.98,561328.1164472183,-4.48388731242603e6,-1.9612795979894057e6
3.99,565995.7056569782,-4.472762541798022e6,-1.9533834180705217e6
4.0,570663.294866738,-4.46163777117003e6,-1.9454872381516462e6
4.01,575330.884076498,-4.4505171678552e6,-1.9375931418893512e6
4.02,579998.4732862578,-4.439406307970403e6,-1.9297039173420724e6
4.03,584666.0624960181,-4.4282954480856e6,-1.9218146927947907e6
4.04,589333.6517057784,-4.417184588200803e6,-1.9139254682475124e6
4.05,594001.240915538,-4.406073728316002e6,-1.906036243700232e6
4.06,598668.8301252982,-4.394964589172438e6,-1.8981478795235697e6
4.07,603336.4193350584,-4.3838555910732355e6,-1.8902595858690885e6
4.08,608004.0085448185,-4.372746592974038e6,-1.8823712922146097e6
4.09,612671.5977545785,-4.361637594874836e6,-1.8744829985601285e6
4.1,617339.1869643384,-4.350528596775632e6,-1.8665947049056469e6
4.11,622006.7761740987,-4.339419598676435e6,-1.858706411251168e6
4.12,626674.3653838583,-4.328310600577235e6,-1.8508181175966884e6
4.13,631341.9545936177,-4.317201602478036e6,-1.8429298239422091e6
4.14,636009.5438033774,-4.306092604378838e6,-1.8350415302877303e6
4.15,640677.133013138,-4.294983606279635e6,-1.8271532366332484e6
4.16,645344.7222228978,-4.283874608180435e6,-1.8192649429787688e6
4.17,650012.3114326576,-4.272765610081235e6,-1.8113766493242886e6
4.18,654679.9006424178,-4.2616566119820345e6,-1.8034883556698083e6
4.19,659347.4898521778,-4.250547613882833e6,-1.7956000620153276e6
4.2,664015.0790619382,-4.239438615783635e6,-1.787711768360848e6
4.21,668682.6682716977,-4.228329617684438e6,-1.7798234747063702e6
4.22,673350.257481458,-4.217220619585234e6,-1.7719351810518878e6
4.23,678017.8466912183,-4.206111621486035e6,-1.7640468873974085e6
4.24,682685.435900978,-4.195002623386836e6,-1.756158593742929e6
4.25,687353.0251107379,-4.1838936252876353e6,-1.7482703000884487e6
4.26,692020.6143204978,-4.1727846271884344e6,-1.7403820064339682e6
4.27,696688.2035302578,-4.161675629089237e6,-1.7324937127794898e6
4.28,701355.792740018,-4.150566630990035e6,-1.7246054191250084e6
4.29,706023.3819497784,-4.139457632890835e6,-1.7167171254705284e6
4.3,710690.971159538,-4.128348634791637e6,-1.7088288318160493e6
4.31,715358.5603692983,-4.117239636692436e6,-1.7009405381615688e6
4.32,720026.1495790583,-4.1061306385932313e6,-1.6930522445070865e6
4.33,724693.7387888186,-4.0950216404940346e6,-1.685163950852608e6
4.34,729361.3279985783,-4.083912642394835e6,-1.6772756571981283e6
4.35,734028.9172083385,-4.0728036442956356e6,-1.6693873635436485e6
4.36,738696.5064180987,-4.0616946461964333e6,-1.6614990698891673e6
4.37,743364.0956278583,-4.0505856480972357e6,-1.6536107762346887e6
4.38,748031.6848376179,-4.0394766499980357e6,-1.645722482580209e6
4.39,752699.2740473775,-4.028367651898835e6,-1.6378341889257287e6
4.4,757366.8632571381,-4.0172592292199214e6,-1.6299461829813917e6
4.41,762034.4524668979,-4.0061510722007216e6,-1.6220583098669117e6
4.42,766702.0416766576,-3.995042915181521e6,-1.6141704367524316e6
4.43,771369.6308864177,-3.9839347581623215e6,-1.6062825636379519e6
4.44,776037.2200961779,-3.97282660114312e6,-1.598394690523471e6
4.45,780704.809305938,-3.9617184441239205e6,-1.5905068174089913e6
4.46,785372.3985156977,-3.950610287104721e6,-1.5826189442945118e6
4.47,790039.9877254579,-3.9395021300855195e6,-1.5747310711800307e6
4.48,794707.5769352183,-3.928393973066323e6,-1.5668431980655524e6
4.49,799375.1661449779,-3.9172858160471204e6,-1.5589553249510713e6
4.5,804042.7553547381,-3.9061776590279215e6,-1.5510674518365916e6
4.51,808710.3445644979,-3.8950695020087194e6,-1.5431795787221107e6
4.52,813377.9337742581,-3.8839613449895214e6,-1.5352917056076317e6
4.53,818045.5229840177,-3.8728531879703184e6,-1.5274038324931504e6
4.54,822713.1121937785,-3.86174503095112e6,-1.5195159593786707e6
4.55,827380.7014035378,-3.8506368739319206e6,-1.5116280862641914e6
4.56,832048.2906132982,-3.8395287169127204e6,-1.503740213149711e6
4.57,836715.8798230586,-3.8284205598935205e6,-1.4958523400352309e6
4.58,841383.4690328186,-3.8173124028743193e6,-1.4879644669207504e6
4.59,846051.0582425785,-3.8062042458551186e6,-1.48007659380627e6
4.6,850718.6474523385,-3.795096088835919e6,-1.47218872069179e6
4.61,855386.2366620984,-3.783987931816722e6,-1.4643008475773116e6
4.62,860053.8258718586,-3.7728797747975215e6,-1.4564129744628314e6
4.63,864721.4150816179,-3.761774562825209e6,-1.4485265738717956e6
4.64,869389.0042913773,-3.7506807877964084e6,-1.4406458917525155e6
4.65,874056.5935011379,-3.7395870127676055e6,-1.4327652096332337e6
4.66,878724.1827108976,-3.728493237738807e6,-1.4248845275139548e6
4.67,883391.7719206576,-3.7173994627100085e6,-1.4170038453946754e6
4.68,888059.3611304178,-3.7063056876812065e6,-1.4091231632753944e6
4.69,892726.9503401775,-3.695211912652408e6,-1.4012424811561152e6
4.7,897394.539549938,-3.684118137623607e6,-1.3933617990368346e6
4.71,902062.1287596977,-3.6730243625948066e6,-1.3854811169175545e6
4.72,906729.7179694581,-3.66193058756601e6,-1.377600434798276e6
4.73,911397.3071792183,-3.6508368125372073e6,-1.3697197526789946e6
4.74,916064.896388978,-3.6397430375084076e6,-1.361839070559715e6
4.75,920732.485598738,-3.6286492624796056e6,-1.353958388440434e6
4.76,925400.074808498,-3.6175554874508083e6,-1.3460777063211552e6
4.77,930067.6640182576,-3.606461712422008e6,-1.3381970242018753e6
4.78,934735.2532280181,-3.595367937393206e6,-1.330316342082594e6
4.79,939402.8424377785,-3.584274162364405e6,-1.3224356599633133e6
4.8,944070.431647538,-3.573180387335606e6,-1.3145549778440339e6
4.81,948738.0208572984,-3.5620866123068067e6,-1.3066742957247542e6
4.82,953405.6100670586,-3.5509928372780066e6,-1.2987936136054741e6
4.83,958073.1992768184,-3.5398991661570566e6,-1.290912983440119e6
4.84,962740.7884865785,-3.528805806280257e6,-1.2830325088968393e6
4.85,967408.3776963383,-3.517712446403455e6,-1.2751520343535584e6
4.86,972075.9669060989,-3.5066190865266575e6,-1.2672715598102794e6
4.87,976743.5561158585,-3.4955257266498557e6,-1.2593910852669985e6
4.88,981411.1453256177,-3.4844323667730573e6,-1.2515106107237197e6
4.89,986078.7345353775,-3.473342444418604e6,-1.2436318549416133e6
4.9,990746.3237451378,-3.462253990245002e6,-1.2357538332499322e6
4.91,995413.9129548977,-3.4511655360714025e6,-1.2278758115582524e6
4.92,1.0000815021646576e6,-3.440077081897801e6,-1.2199977898665715e6
4.93,1.0047490913744175e6,-3.429014455725683e6,-1.2121326821756326e6
4.94,1.0094166805841777e6,-3.4179672792128045e6,-1.2042752993143133e6
4.95,1.0140842697939381e6,-3.406930482144806e6,-1.1964231061754338e6
4.96,1.0187518590036979e6,-3.3958936850768058e6,-1.188570913036554e6
4.97,1.023419448213458e6,-3.3848568880088064e6,-1.1807187198976742e6
4.98,1.0280870374232183e6,-3.373820090940806e6,-1.172866526758794e6
4.99,1.0327546266329781e6,-3.36278421610757e6,-1.165014794737296e6
5.0,1.037422215842738e6,-3.351750070326769e6,-1.1571639272420155e6
5.01,1.0420898050524979e6,-3.3407159245459684e6,-1.1493130597467353e6
5.02,1.0467573942622582e6,-3.329681778765168e6,-1.141462192251455e6
5.03,1.051424983472018e6,-3.31864763298437e6,-1.133611324756176e6
5.04,1.0560925726817786e6,-3.3076134872035705e6,-1.125760457260896e6
5.05,1.0607601618915382e6,-3.2965793414227692e6,-1.1179095897656155e6
5.06,1.0654277511012983e6,-3.2855451956419703e6,-1.110058722270336e6
5.07,1.0700953403110583e6,-3.274511049861168e6,-1.1022078547750548e6
5.08,1.0747629295208184e6,-3.263476904080369e6,-1.0943569872797753e6
5.09,1.0794305187305785e6,-3.2524427582995696e6,-1.0865061197844956e6
5.1,1.0840981079403386e6,-3.2414086125187697e6,-1.0786552522892156e6
5.11,1.0887656971500989e6,-3.23037446673797e6,-1.0708043847939353e6
5.12,1.0934332863598585e6,-3.219340320957167e6,-1.0629535172986542e6
5.13,1.0981008755696178e6,-3.2083061751763714e6,-1.0551026498033768e6
5.14,1.1027684647793772e6,-3.1972720293955714e6,-1.0472517823080971e6
5.15,1.107436053989138e6,-3.1862378836147664e6,-1.0394009148128142e6
5.16,1.1121036431988976e6,-3.175203737833972e6,-1.0315500473175372e6
5.17,1.116771232408658e6,-3.1641695920531694e6,-1.0236991798222557e6
5.18,1.1214388216184177e6,-3.15313544627237e6,-1.0158483123269761e6
5.19,1.1261064108281778e6,-3.1421025906576226e6,-1.0079980899147224e6
5.2,1.1307740000379381e6,-3.131073470292024e6,-1.0001497351270429e6
5.21,1.1354415892476977e6,-3.120044349926423e6,-992301.3803393625
5.22,1.140109178457458e6,-3.1090152295608246e6,-984453.0255516833
5.23,1.1447767676672179e6,-3.097986109195222e6,-976604.6707640021
5.24,1.1494443568769784e6,-3.0869569888296216e6,-968756.3159763216
5.25,1.154111946086738e6,-3.075927868464024e6,-960907.9611886429
5.26,1.1587795352964979e6,-3.0648987480984232e6,-953059.6064009627
5.27,1.163447124506258e6,-3.053869627732824e6,-945211.2516132831
5.28,1.1681147137160182e6,-3.0428405073672235e6,-937362.8968256026
5.29,1.1727823029257783e6,-3.031811387001623e6,-929514.5420379223
5.3,1.1774498921355382e6,-3.0207822666360238e6,-921666.1872502428
5.31,1.1821174813452982e6,-3.0097531462704213e6,-913817.8324625615
5.32,1.1867850705550585e6,-2.998724025904823e6,-905969.4776748823
5.33,1.1914526597648184e6,-2.987694905539223e6,-898121.1228872023
5.34,1.1961202489745785e6,-2.9766657851736224e6,-890272.768099522
5.35,1.2007878381843385e6,-2.9656788478613636e6,-882445.5048385125
5.36,1.2054554273940988e6,-2.9547096214877623e6,-874627.0970468317
5.37,1.2101230166038584e6,-2.943740395114165e6,-866808.6892551532
5.38,1.2147906058136178e6,-2.9327711687405664e6,-858990.2814634743
5.39,1.2194581950233777e6,-2.921801942366966e6,-851171.8736717942
5.4,1.2241257842331377e6,-2.910832715993365e6,-843353.4658801135
5.41,1.2287933734428983e6,-2.8998634896197654e6,-835535.0580884336
5.42,1.2334609626526576e6,-2.8888942632461637e6,-827716.650296753
5.43,1.2381285518624177e6,-2.877925036872564e6,-819898.2425050731
5.44,1.2427961410721776e6,-2.8669558104989636e6,-812079.834713393
5.45,1.247463730281938e6,-2.8559865841253647e6,-804261.4269217133
5.46,1.2521313194916975e6,-2.845017357751765e6,-796443.0191300337
5.47,1.2567989087014582e6,-2.8340481313781636e6,-788624.6113383527
5.48,1.261466497911218e6,-2.8230789050045637e6,-780806.2035466728
5.49,1.2661340871209784e6,-2.8121096786309644e6,-772987.795754993
5.5,1.270801676330738e6,-2.8011404522573636e6,-765169.3879633128
5.51,1.2754692655404978e6,-2.7901721885116594e6,-757351.4614855808
5.52,1.280136854750258e6,-2.7792041014252584e6,-749533.6233375003
5.53,1.2848044439600182e6,-2.768236014338859e6,-741715.7851894203
5.54,1.2894720331697788e6,-2.757267927252459e6,-733897.94704134
5.55,1.2941396223795381e6,-2.746311325784414e6,-726085.851702438
5.56,1.2988072115892984e6,-2.7353577551628174e6,-718275.2717867595
5.57,1.3034748007990583e6,-2.7244041845412143e6,-710464.691871078
5.58,1.3081423900088184e6,-2.713450613919616e6,-702654.1119553989
5.59,1.3128099792185787e6,-2.7025283367272248e6,-694859.178754323
5.6,1.3174775684283385e6,-2.6918017008992247e6,-687162.0662354431
5.61,1.3221451576380988e6,-2.681075065071223e6,-679464.953716562
5.62,1.326812746847859e6,-2.6703495507106697e6,-671768.4019314054
5.63,1.3314803360576176e6,-2.659630761449873e6,-664075.2126961277
5.64,1.3361479252673774e6,-2.648911972189075e6,-656382.0234608487
5.65,1.3408155144771375e6,-2.638193182928274e6,-648688.8342255682
5.66,1.3454831036868978e6,-2.6274743936674735e6,-640995.6449902878
5.67,1.3501506928966576e6,-2.616805796286083e6,-633327.5516947126
5.68,1.3548182821064177e6,-2.606138352152483e6,-625660.0350230327
5.69,1.3594858713161778e6,-2.5954709080188805e6,-617992.5183513514
5.7,1.364153460525938e6,-2.584803463885281e6,-610325.0016796713
5.71,1.3688210497356977e6,-2.5741360197516796e6,-602657.485007991
5.72,1.373488638945458e6,-2.5634685756180817e6,-594989.9683363119
5.73,1.378156228155218e6,-2.5528077712509125e6,-587325.7715478472
5.74,1.3828238173649784e6,-2.542148858325313e6,-579662.5204801672
5.75,1.3874914065747382e6,-2.5314899453997146e6,-571999.2694124882
5.76,1.3921589957844983e6,-2.520831032474113e6,-564336.0183448074
5.77,1.3968265849942581e6,-2.510172119548514e6,-556672.767277128
5.78,1.4014941742040182e6,-2.4995136431380566e6,-549009.7344670192
5.79,1.4061617634137787e6,-2.48885565481246e6,-541346.9456993405
5.8,1.410829352623538e6,-2.47819766648686e6,-533684.1569316608
5.81,1.4154969418332982e6,-2.4675396781612593e6,-526021.3681639805
5.82,1.4201645310430585e6,-2.4568816898356588e6,-518358.57939630013
5.83,1.4248321202528186e6,-2.446223701510056e6,-510695.7906286187
5.84,1.4294997094625784e6,-2.435568468971135e6,-503034.37975427834
5.85,1.4341672986723385e6,-2.4249352694607335e6,-495383.9853941975
5.86,1.4388348878820988e6,-2.4143020699503343e6,-487733.59103411774
5.87,1.4435024770918584e6,-2.403668870439935e6,-480083.1966740383
5.88,1.4481700663016178e6,-2.393035670929535e6,-472432.8023139585
5.89,1.4528376555113774e6,-2.3824024714191356e6,-464782.4079538791
5.9,1.457505244721138e6,-2.3717692719087345e6,-457132.01359379827
5.91,1.462172833930898e6,-2.3611360723983343e6,-449481.61923371814
5.92,1.4668404231406578e6,-2.350502872887935e6,-441831.2248736386
5.93,1.471508012350418e6,-2.3398696733775362e6,-434180.83051355917
5.94,1.4761756015601777e6,-2.329236473867134e6,-426530.4361534782
5.95,1.480843190769938e6,-2.3186032743567354e6,-418880.0417933987
5.96,1.485510779979698e6,-2.307970074846336e6,-411229.6474333191
5.97,1.4901783691894582e6,-2.2973388501798753e6,-403580.24049520853
5.98,1.494845958399218e6,-2.2867094075406753e6,-395931.7245707286
5.99,1.4995135476089783e6,-2.2760799649014743e6,-388283.208646248
6.0,1.504181136818738e6,-2.2654505222622748e6,-380634.6927217684
6.01,1.5088487260284983e6,-2.254821079623075e6,-372986.17679728847
6.02,1.5135163152382579e6,-2.244191636983875e6,-365337.66087280866
6.03,1.5181839044480182e6,-2.233771657625142e6,-357793.8765885619
6.04,1.5228514936577783e6,-2.223369714660158e6,-350259.11050118983
6.05,1.5275190828675383e6,-2.2129867540169344e6,-342733.83557469805
6.06,1.5321866720772982e6,-2.202603950840934e6,-335208.639381818
6.07,1.5368542612870582e6,-2.1922211476649344e6,-327683.4431889381
6.08,1.5415218504968185e6,-2.1818383444889328e6,-320158.2469960571
6.09,1.5461894397065786e6,-2.171455541312935e6,-312633.0508031781
6.1,1.5508570289163385e6,-2.161072738136935e6,-305107.8546102983
6.11,1.5555246181260985e6,-2.1506987922922163e6,-297587.0870830589
6.12,1.5601922073358584e6,-2.140339908884216e6,-290073.85077417886
6.13,1.5648597965456175e6,-2.129981025476217e6,-282560.61446529964
6.14,1.5695273857553776e6,-2.119642465300508e6,-275057.5397725651
6.15,1.574194974965138e6,-2.109343842381308e6,-267574.433708085
6.16,1.5788625641748982e6,-2.0990652332719183e6,-260101.33454851003
6.17,1.583530153384658e6,-2.088840993562319e6,-252655.42008883052
6.18,1.5881977425944177e6,-2.0786167538527192e6,-245209.50562915078
6.19,1.5928653318041777e6,-2.0684155097969188e6,-237775.08899637056
6.2,1.597532921013938e6,-2.0582310504209197e6,-230349.06470349082
6.21,1.6022005102236974e6,-2.0480626615615343e6,-222931.07566891843
6.22,1.6068680994334582e6,-2.0378973052975344e6,-215514.60293203813
6.23,1.6115356886432183e6,-2.0277319490335325e6,-208098.13019515714
6.24,1.616203277852978e6,-2.0175665927695343e6,-200681.65745827812
6.25,1.6208708670627377e6,-2.0074012365055336e6,-193265.18472139793
6.26,1.6255384562724975e6,-1.997235880241533e6,-185848.71198451775
6.27,1.6302060454822578e6,-1.987070523977534e6,-178432.23924763803
6.28,1.634873634692018e6,-1.9769051677135336e6,-171015.76651075785
6.29,1.6395412239017787e6,-1.9667398114495333e6,-163599.29377387732
6.3,1.6442088131115378e6,-1.9565744551855328e6,-156182.82103699748
6.31,1.6488764023212984e6,-1.9464679617674665e6,-148795.77972308407
6.32,1.6535439915310582e6,-1.9363857025610667e6,-141420.85551500425
6.33,1.6582115807408185e6,-1.9263034433546655e6,-134045.9313069235
6.34,1.6628791699505781e6,-1.9162211841482653e6,-126671.00709884358
6.35,1.6675467591603384e6,-1.9061389249418662e6,-119296.08289076388
6.36,1.6722143483700985e6,-1.8960723953950976e6,-111929.02351249952
6.37,1.6768819375798583e6,-1.8860118918502973e6,-104564.9771352195
6.38,1.6815495267896175e6,-1.8759513883054976e6,-97200.93075794005
6.39,1.6862171159993778e6,-1.8658962878168963e6,-89839.58590875927
6.4,1.6908847052091383e6,-1.8558412015280966e6,-82478.24815947912
6.41,1.6955522944188977e6,-1.8457861152392956e6,-75116.91041019897
6.42,1.700219883628658e6,-1.8357310289504966e6,-67755.57266091928
6.43,1.7048874728384176e6,-1.8256759426616966e6,-60394.234911639476
6.44,1.7095550620481777e6,-1.8156208563728957e6,-53032.897162358975
6.45,1.7142226512579382e6,-1.8055657700840957e6,-45671.55941307871
6.46,1.7188902404676976e6,-1.795510683795295e6,-38310.22166379867
6.47,1.7235578296774582e6,-1.7854555975064966e6,-30948.883914519218
6.48,1.728225418887218e6,-1.7754005112176964e6,-23587.546165239182
6.49,1.7328930080969783e6,-1.7653454249288964e6,-16226.20841595903
6.5,1.7375605973067374e6,-1.7552903386400968e6,-8864.870666679693
6.51,1.742228186516498e6,-1.7452352523512973e6,-1503.532917399658
6.52,1.746895775726258e6,-1.7351801660624966e6,5857.804831880727
6.53,1.751563364936018e6,-1.7251250797736952e6,13219.142581161344
6.54,1.7562309541457787e6,-1.715075515495167e6,20577.719325305778
6.55,1.7608985433555387e6,-1.7050338949823685e6,27932.324186585145
6.56,1.7655661325652981e6,-1.694992274469568e6,35286.929047865095
6.57,1.7702337217750587e6,-1.6849579023238216e6,42637.90972561855
6.58,1.7749013109848185e6,-1.6749373890910211e6,49981.960946898675
6.59,1.7795689001945786e6,-1.6649230162975893e6,57322.94194849464
6.6,1.7842364894043384e6,-1.6549231319455914e6,64656.678729373496
6.61,1.788904078614099e6,-1.6449574153557066e6,71973.33162919618
6.62,1.7935716678238588e6,-1.6349971026525062e6,79287.2825856763
6.63,1.798239257033618e6,-1.6250379052666244e6,86600.67588349676
6.64,1.8029068462433773e6,-1.615085390331424e6,93910.72795597662
6.65,1.8075744354531378e6,-1.6051328753962254e6,101220.78002845624
6.66,1.8122420246628982e6,-1.595185914382646e6,108528.05514012603
6.67,1.8169096138726578e6,-1.585243804484245e6,115832.90469420643
6.68,1.8215772030824178e6,-1.5753016945858463e6,123137.75424828578
6.69,1.8262447922921781e6,-1.5653595846874465e6,130442.60380236583
6.7,1.8309123815019378e6,-1.555421509592959e6,137745.4359544894
6.71,1.835579970711698e6,-1.5454961584481595e6,145041.9061317693
6.72,1.8402475599214577e6,-1.535578299045395e6,152334.63043803128
6.73,1.8449151491312182e6,-1.525663844109393e6,159625.65251091262
6.74,1.849582738340978e6,-1.5157493891733938e6,166916.6745837921
6.75,1.8542503275507381e6,-1.5058349342373938e6,174207.69665667217
6.76,1.858917916760498e6,-1.495920479301393e6,181498.71872955246
6.77,1.863585505970258e6,-1.486006024365393e6,188789.74080243253
6.78,1.8682530951800183e6,-1.4760915694293934e6,196080.76287531247
6.79,1.8729206843897786e6,-1.4661771144933938e6,203371.78494819242
6.8,1.8775882735995378e6,-1.4562634411048954e6,210662.41624732118
6.81,1.882255862809298e6,-1.446358195624096e6,217948.833592601
6.82,1.8869234520190584e6,-1.4364699240285803e6,225226.76399523905
6.83,1.8915910412288185e6,-1.4266012312437817e6,232494.90499251836
6.84,1.8962586304385783e6,-1.416732667580768e6,239762.98142890516
6.85,1.900926219648338e6,-1.4068780297791667e6,247024.09493458562
6.86,1.9055938088580985e6,-1.397023391977566e6,254285.2084402662
6.87,1.9102613980678583e6,-1.3871687541759654e6,261546.32194594643
6.88,1.914928987277618e6,-1.3773141163743671e6,268807.4354516254
6.89,1.9195965764873778e6,-1.3674594785727663e6,276068.5489573057
6.9,1.9242641656971378e6,-1.357604840771167e6,283329.6624629854
6.91,1.9289317549068981e6,-1.3477502029695674e6,290590.7759686654
6.92,1.9335993441166575e6,-1.3378955651679668e6,297851.8894743454
6.93,1.9382669333264178e6,-1.3280409273663673e6,305113.00298002525
6.94,1.9429345225361777e6,-1.3181862895647674e6,312374.11648570513
6.95,1.9476021117459377e6,-1.308331651763168e6,319635.2299913849
6.96,1.952269700955698e6,-1.298477013961567e6,326896.3434970655
6.97,1.956937290165458e6,-1.2889560624480525e6,333990.6138587028
6.98,1.9616048793752184e6,-1.2794740884624526e6,341065.3954563829
6.99,1.966272468584978e6,-1.2699965672351504e6,348137.9506749138
7.0,1.9709400577947379e6,-1.2605226639383498e6,355208.696928194
7.01,1.975607647004498e6,-1.2510492820763867e6,362279.1824640556
7.02,1.9802752362142578e6,-1.2415854241122727e6,369344.90605099255
7.03,1.9849428254240183e6,-1.2321224585034708e6,376410.1834602738
7.04,1.9896104146337782e6,-1.2226650314854942e6,383472.69157414197
7.05,1.9942780038435378e6,-1.2132122715994327e6,390532.86612205254
7.06,1.998945593053298e6,-1.203764268164232e6,397590.6624445331
7.07,2.0036131822630584e6,-1.1943162647290325e6,404648.4587670129
7.08,2.008280771472818e6,-1.1848682612938322e6,411706.2550894929
7.09,2.0129483606825785e6,-1.1754299151672476e6,418759.22275766544
7.1,2.0176159498923384e6,-1.1660024546208475e6,425806.74763574544
7.11,2.0222835391020991e6,-1.1565749940744468e6,432854.27251382614
7.12,2.0269511283118583e6,-1.1471475335280474e6,439901.79739190545
7.13,2.031618717521618e6,-1.137720072981648e6,446949.322269985
7.14,2.0362863067313775e6,-1.1282926124352487e6,453996.8471480644
7.15,2.040953895941138e6,-1.1188725631760336e6,461040.66638255224
7.16,2.0456214851508979e6,-1.1094622954376345e6,468079.5948566317
7.17,2.0502890743606577e6,-1.1000520276992337e6,475118.523330712
7.18,2.0549566635704178e6,-1.0906417599608344e6,482157.4518047917
7.19,2.059624252780178e6,-1.0812314922224337e6,489196.3802788722
7.2,2.0642918419899384e6,-1.0718212244840336e6,496235.3087529524
7.21,2.0689594311996978e6,-1.062410956745634e6,503274.23722703184
7.22,2.073627020409458e6,-1.053102963527301e6,510262.0284410785
7.23,2.0782946096192184e6,-1.0438068027497001e6,517243.9034347591
7.24,2.0829621988289785e6,-1.0345106419721007e6,524225.7784284389
7.25,2.0876297880387383e6,-1.0252144811945002e6,531207.6534221191
7.26,2.092297377248498e6,-1.0159183204169006e6,538189.5284157987
7.27,2.0969649664582582e6,-1.0066320612019087e6,545166.4526281748
7.28,2.1016325556680174e6,-997384.2179467075,552124.1688606549
7.29,2.1063001448777784e6,-988183.2558427696,559058.4445175044
7.3,2.110967734087538e6,-978988.5471235698,565989.5934819841
7.31,2.115635323297298e6,-969793.8384043699,572920.742446464
7.32,2.120302912507057e6,-960599.1296851698,579851.8914109437
7.33,2.124970501716818e6,-951464.2061137286,586753.1478015448
7.34,2.129638090926578e6,-942333.1032673301,593652.4938296238
7.35,2.1343056801363383e6,-933272.642274047,600516.5189311457
7.36,2.1389732693460984e6,-924298.409866846,607337.4297396261
7.37,2.1436408585558576e6,-915324.1774596471,614158.3405481053
7.38,2.1483084477656195e6,-906349.9450524466,620979.2513565865
7.39,2.1529760369753772e6,-897375.7126452477,627800.1621650648
7.4,2.157643626185138e6,-888410.3935404135,634616.6163223621
7.41,2.162311215394899e6,-879449.6333964127,641430.790999243
7.42,2.166978804604658e6,-870488.8732524136,648244.9656761221
7.43,2.171646393814419e6,-861528.1131084127,655059.140353003
7.44,2.176313983024179e6,-852567.3529644124,661873.3150298833
7.45,2.180981572233938e6,-843606.5928204133,668687.4897067624
7.46,2.1856491614436987e6,-834657.277545169,675495.9419492648
7.47,2.190316750653458e6,-825733.660017171,682291.5453181434
7.48,2.1949843398632184e6,-816829.0827014869,689077.6285808657
7.49,2.1996519290729794e6,-807944.9279286367,695853.5005721713
7.5,2.204319518282738e6,-799070.2404174376,702624.6389326502
7.51,2.208987107492497e6,-790195.5529062393,709395.7772931289
7.52,2.213654696702258e6,-781320.8653950377,716166.9156536103
7.53,2.218322285912018e6,-772627.4543992205,722847.4157563986
7.54,2.2229898751217774e6,-763977.4475032217,729506.2138092779
7.55,2.227657464331538e6,-755341.7591412464,736157.8525951458
7.56,2.232325053541297e6,-746728.6215084471,742798.216016425
7.57,2.236992642751057e6,-738144.7987207611,749423.922015148
7.58,2.241660231960818e6,-729591.6585991601,756034.286680829
7.59,2.246327821170577e6,-721075.3863254957,762626.2174225405
7.6,2.2509954103803383e6,-712573.0210214944,769211.194679422
7.61,2.255662999590099e6,-704070.6557174944,775796.1719363022
7.62,2.260330588799857e6,-695568.2904134954,782381.1491931808
7.63,2.2649981780096185e6,-687065.9251094938,788966.1264500624
7.64,2.2696657672193777e6,-678564.9065038274,795550.4303577752
7.65,2.2743333564291373e6,-670167.4905714411,802082.9329288481
7.66,2.279000945638899e6,-661793.124577311,808603.9105307942
7.67,2.2836685348486574e6,-653420.9993845123,815123.7677320726
7.68,2.2883361240584184e6,-645058.4778162203,821638.823121099
7.69,2.2930037132681785e6,-636771.3146648126,828116.1993016829
7.7,2.297671302477938e6,-628567.057179214,834552.1226493621
7.71,2.3023388916876987e6,-620362.799693613,840988.0459970429
7.72,2.3070064808974583e6,-612206.0139147767,847400.2334913408
7.73,2.3116740701072183e6,-604186.2208806124,853743.924613303
7.74,2.3163416593169793e6,-596375.4985848012,859983.080366089
7.75,2.3210092485267385e6,-588576.1081284824,866216.570199128
7.76,2.3256768377364967e6,-580826.1107419974,872425.3634972497
7.77,2.3303444269462577e6,-573152.8980403962,878595.7644529308
7.78,2.3350120161560182e6,-565479.6853387961,884766.1654086111
7.79,2.339679605365778e6,-557806.4726371972,890936.5663642903
7.8,2.344347194575539e6,-550133.2599355963,897106.9673199713
7.81,2.3490147837852975e6,-542460.0472339976,903277.36827565
7.82,2.353682372995058e6,-534786.8345323969,909447.7692313306
7.83,2.3583499622048177e6,-527113.6218307961,915618.1701870108
7.84,2.3630175514145773e6,-519440.40912919684,921788.5711426903
7.85,2.3676851406243383e6,-511848.9916237258,927918.0745003063
7.86,2.3723527298340993e6,-504264.3076189249,934044.2111075872
7.87,2.3770203190438575e6,-496679.6236141265,940170.3477148655
7.88,2.381687908253618e6,-489094.9396093253,946296.4843221464
7.89,2.386355497463377e6,-481510.2556045265,952422.6209294253
7.9,2.3910230866731373e6,-473926.6267285961,958548.2299722706
7.91,2.395690675882899e6,-466343.0981557951,964673.788863552
7.92,2.400358265092658e6,-458855.42376149184,970751.420665583
7.93,2.405025854302419e6,-451478.79020549107,976773.5320484639
7.94,2.409693443512179e6,-444141.3397583956,982776.0518768916
7.95,2.414361032721938e6,-436889.497130397,988735.7677957705
