Iteration,LowerBound,UpperBound,OracleValue,Gap
1,-1.0e7,0.5,0.5,1.00000005e7
2,-2.5,0.5,2.0,3.0
3,-1.0,0.5,1.25,1.5
4,-1.0,0.125,0.125,1.125
5,-0.25,0.125,0.3125,0.375
6,-0.25,0.03125,0.03125,0.28125
7,-0.0625,0.03125,0.078125,0.09375
8,-0.0625,0.0078125,0.0078125,0.0703125
9,-0.015625,0.0078125,0.01953125,0.0234375
10,-0.015625,0.001953125,0.001953125,0.017578125
11,-0.00390625,0.001953125,0.0048828125,0.005859375
12,-0.00390625,0.00048828125,0.00048828125,0.00439453125
13,-0.0009765625,0.00048828125,0.001220703125,0.00146484375
14,-0.0009765625,0.0001220703125,0.0001220703125,0.0010986328125
15,-0.000244140625,0.0001220703125,0.00030517578125,0.0003662109375
16,-0.000244140625,3.0517578125e-5,3.0517578125e-5,0.000274658203125
17,-6.103515625e-5,3.0517578125e-5,7.62939453125e-5,9.1552734375e-5
